hisse,fark,adet2,tks2,tip,donem,yukleme
AKSEN,-3751175,13284839,638545796,fon,2026_01,2026-04-18 13:52
ASELS,-3911040,50360691,1178597817,fon,2026_01,2026-04-18 13:52
AKGRT,-3972448,86871245,629007625,fon,2026_01,2026-04-18 13:52
HLGYO,-3992088,6197054,1075198516,fon,2026_01,2026-04-18 13:52
LIDER,-4100132,171697911,279500000,fon,2026_01,2026-04-18 13:52
TUPRS,-4117665,51267282,902334854,fon,2026_01,2026-04-18 13:52
KOCMT,-4118448,5422980,581991187,fon,2026_01,2026-04-18 13:52
GMSTRF,-4245989,24975650,70300000,fon,2026_01,2026-04-18 13:52
TUKAS,-4589956,31202989,4499995929,fon,2026_01,2026-04-18 13:52
ISGLKF,-4607660,3709888,113800000,fon,2026_01,2026-04-18 13:52
PGSUS,-4751024,14302112,245068871,fon,2026_01,2026-04-18 13:52
VAKBN,-4911310,113753693,8046896130,fon,2026_01,2026-04-18 13:52
BIOEN,-4922479,38106463,197983419,fon,2026_01,2026-04-18 13:52
VRGYO,-4992106,772588,597643904,fon,2026_01,2026-04-18 13:52
BAYRK,-5015911,22232917,189751123,fon,2026_01,2026-04-18 13:52
OYAKC,-5048949,53392366,4656879380,fon,2026_01,2026-04-18 13:52
MERIT,-5508738,5820849,329748900,fon,2026_01,2026-04-18 13:52
GARAN,-5906528,122896740,2454854227,fon,2026_01,2026-04-18 13:52
BUCIM,-6217577,42185440,1286538062,fon,2026_01,2026-04-18 13:52
BERA,-6246380,14537898,491816866,fon,2026_01,2026-04-18 13:52
ULUFA,-6632630,5757342,305352801,fon,2026_01,2026-04-18 13:52
ENTRA,-6892608,87369801,369383564,fon,2026_01,2026-04-18 13:52
MAVI,-6979493,90436935,576779312,fon,2026_01,2026-04-18 13:52
SMRVA,-7028983,1811,28000000,fon,2026_01,2026-04-18 13:52
GUNDG,-7257908,2009386,18968972,fon,2026_01,2026-04-18 13:52
SARKY,-7470271,548119,999999671,fon,2026_01,2026-04-18 13:52
ARFYE,-7843134,215991,47000000,fon,2026_01,2026-04-18 13:52
IEYHO,-8431584,162129933,541032947,fon,2026_01,2026-04-18 13:52
AKFGY,-8616938,178432782,3457819315,fon,2026_01,2026-04-18 13:52
TCELL,-9693926,98975017,1622604373,fon,2026_01,2026-04-18 13:52
ISKPL,-9774756,122134848,724625736,fon,2026_01,2026-04-18 13:52
KCHOL,-10038733,56502336,674052308,fon,2026_01,2026-04-18 13:52
GLYHO,-10039989,385690286,1949290631,fon,2026_01,2026-04-18 13:52
ENERY,-10085327,235601317,2420686786,fon,2026_01,2026-04-18 13:52
TSPOR,-10140617,42095298,3674526664,fon,2026_01,2026-04-18 13:52
BARMA,-10803186,5233640,67594701,fon,2026_01,2026-04-18 13:52
FZLGY,-12689783,300458470,398427439,fon,2026_01,2026-04-18 13:52
VAKFN,-13183949,167212324,2064378140,fon,2026_01,2026-04-18 13:52
KCAER,-13208035,32854467,496494775,fon,2026_01,2026-04-18 13:52
VKGYO,-13583951,6684181,1637202242,fon,2026_01,2026-04-18 13:52
TURSG,-15260631,292325406,7907296076,fon,2026_01,2026-04-18 13:52
DMRGD,-15799583,402909678,1277294592,fon,2026_01,2026-04-18 13:52
HUNER,-16124757,5087820,670137934,fon,2026_01,2026-04-18 13:52
AKBNK,-25519208,448151105,3059020211,fon,2026_01,2026-04-18 13:52
TSKB,-30324718,84591421,1516591673,fon,2026_01,2026-04-18 13:52
EKGYO,-33029676,266244762,1925107366,fon,2026_01,2026-04-18 13:52
KONTR,-34285488,14224074,936038763,fon,2026_01,2026-04-18 13:52
BORLS,-44937701,23563808,308652686,fon,2026_01,2026-04-18 13:52
YKBNK,-47309260,577960250,4705235952,fon,2026_01,2026-04-18 13:52
PETKM,-55733283,98056733,1241736844,fon,2026_01,2026-04-18 13:52
QUAGR,-90300744,313278644,1771950000,fon,2026_01,2026-04-18 13:52
BTCIM,-94304087,194424762,4046650979,fon,2026_01,2026-04-18 13:52
PSGYO,-138403071,247582402,2954231556,fon,2026_01,2026-04-18 13:52
ESEN,-159828128,25392986,682499950,fon,2026_01,2026-04-18 13:52
TEHOL,-211833918,319185082,1967936441,fon,2026_01,2026-04-18 13:52
ADESE,-380070559,960870359,4687131701,fon,2026_01,2026-04-18 13:52
ISCTR,152338047,830828427,8880196742,emeklilik,2026_01,2026-04-18 13:52
PSGYO,92784376,93386291,2954231556,emeklilik,2026_01,2026-04-18 13:52
EREGL,64943201,167702798,3554238535,emeklilik,2026_01,2026-04-18 13:52
TURSG,63039901,563345199,7907296076,emeklilik,2026_01,2026-04-18 13:52
EKGYO,62206581,458629401,1925107366,emeklilik,2026_01,2026-04-18 13:52
SASA,28153188,49299890,25700421137,emeklilik,2026_01,2026-04-18 13:52
AKFGY,21854782,485441996,3457819315,emeklilik,2026_01,2026-04-18 13:52
KRDMD,16777035,202451043,780216365,emeklilik,2026_01,2026-04-18 13:52
ESCOM,10841161,96717061,463831670,emeklilik,2026_01,2026-04-18 13:52
TTKOM,8515408,50375283,524999999,emeklilik,2026_01,2026-04-18 13:52
FROTO,8367466,55061132,625120847,emeklilik,2026_01,2026-04-18 13:52
CCOLA,7941124,53063847,818085147,emeklilik,2026_01,2026-04-18 13:52
ISGLKF,7791855,109958227,113800000,emeklilik,2026_01,2026-04-18 13:52
TRALT,7127295,57014443,952271819,emeklilik,2026_01,2026-04-18 13:52
SAHOL,5738661,158096050,1142761094,emeklilik,2026_01,2026-04-18 13:52
AFYON,5524344,32661445,399992258,emeklilik,2026_01,2026-04-18 13:52
KATMR,5000000,5000000,1980989998,emeklilik,2026_01,2026-04-18 13:52
NTGAZ,4450405,56840106,276000000,emeklilik,2026_01,2026-04-18 13:52
THYAO,3655726,67380561,739329751,emeklilik,2026_01,2026-04-18 13:52
BIMAS,3652582,38449516,436214016,emeklilik,2026_01,2026-04-18 13:52
BIGCH,3407037,13151817,73786589,emeklilik,2026_01,2026-04-18 13:52
TSPOR,3178839,14000797,3674526664,emeklilik,2026_01,2026-04-18 13:52
ENERY,2950722,5787598,2420686786,emeklilik,2026_01,2026-04-18 13:52
ALTNY,2944764,20932473,399889404,emeklilik,2026_01,2026-04-18 13:52
AKSA,2703770,34177810,1503670642,emeklilik,2026_01,2026-04-18 13:52
ALBRK,2654149,284418452,1050739765,emeklilik,2026_01,2026-04-18 13:52
KAYSE,2440887,2471235,814062605,emeklilik,2026_01,2026-04-18 13:52
KLKIM,2314852,5217316,138383655,emeklilik,2026_01,2026-04-18 13:52
EPLAS,2100000,2100000,190491857,emeklilik,2026_01,2026-04-18 13:52
EUPWR,2011796,11983183,199610525,emeklilik,2026_01,2026-04-18 13:52
KLGYO,1987795,2148289,689399869,emeklilik,2026_01,2026-04-18 13:52
LMKDC,1807938,29174959,155929999,emeklilik,2026_01,2026-04-18 13:52
UCAYM,1698402,1698402,59996268,emeklilik,2026_01,2026-04-18 13:52
ENJSA,1695303,54393681,236211770,emeklilik,2026_01,2026-04-18 13:52
ISMEN,1681424,43062812,467723147,emeklilik,2026_01,2026-04-18 13:52
SMRTG,1625725,2449283,664164672,emeklilik,2026_01,2026-04-18 13:52
KOTON,1589426,1994139,136599960,emeklilik,2026_01,2026-04-18 13:52
HEKTS,1505841,3333910,3946474643,emeklilik,2026_01,2026-04-18 13:52
ODAS,1368369,43368815,1113798031,emeklilik,2026_01,2026-04-18 13:52
GMSTRF,1253254,12295497,70300000,emeklilik,2026_01,2026-04-18 13:52
REEDR,1234115,17966635,632558010,emeklilik,2026_01,2026-04-18 13:52
SELEC,1185043,16223465,124262097,emeklilik,2026_01,2026-04-18 13:52
KARSN,1165000,1865000,827850973,emeklilik,2026_01,2026-04-18 13:52
GLDTRF,1150717,28324750,48100000,emeklilik,2026_01,2026-04-18 13:52
MAGEN,1127032,2047033,719512140,emeklilik,2026_01,2026-04-18 13:52
KFEIN,1027990,5191435,150306170,emeklilik,2026_01,2026-04-18 13:52
BASGZ,1022029,44195917,174999999,emeklilik,2026_01,2026-04-18 13:52
GOKNR,953901,10991679,178040711,emeklilik,2026_01,2026-04-18 13:52
GUBRF,932822,17351249,85359737,emeklilik,2026_01,2026-04-18 13:52
CWENE,917275,2905001,530758241,emeklilik,2026_01,2026-04-18 13:52
FENER,857596,1071995,2772321026,emeklilik,2026_01,2026-04-18 13:52
AKSGY,827448,30333558,1628451947,emeklilik,2026_01,2026-04-18 13:52
AGHOL,814671,16223243,1068828243,emeklilik,2026_01,2026-04-18 13:52
OPTLRF,790000,1200279,3300000,emeklilik,2026_01,2026-04-18 13:52
DOHOL,757936,225964803,984706959,emeklilik,2026_01,2026-04-18 13:52
MANAS,749939,2699878,149942371,emeklilik,2026_01,2026-04-18 13:52
BOBET,702679,2526452,113999998,emeklilik,2026_01,2026-04-18 13:52
FONET,621489,14390643,577082984,emeklilik,2026_01,2026-04-18 13:52
GENTS,602741,1822747,749958921,emeklilik,2026_01,2026-04-18 13:52
ARASE,580828,10379018,49999991,emeklilik,2026_01,2026-04-18 13:52
GRSEL,579075,2660524,29650000,emeklilik,2026_01,2026-04-18 13:52
ZPLIBF,568685,79249995,206760000,emeklilik,2026_01,2026-04-18 13:52
AZTEK,565798,8041786,279000000,emeklilik,2026_01,2026-04-18 13:52
KRDMA,549813,5894115,240300917,emeklilik,2026_01,2026-04-18 13:52
CEMTS,513576,716869,233425986,emeklilik,2026_01,2026-04-18 13:52
EGPRO,509644,1742739,175170570,emeklilik,2026_01,2026-04-18 13:52
AKCNS,491310,5861466,39359284,emeklilik,2026_01,2026-04-18 13:52
ISFIN,456027,92373323,310154523,emeklilik,2026_01,2026-04-18 13:52
KLRHO,444700,444700,341250000,emeklilik,2026_01,2026-04-18 13:52
YATAS,386556,7738322,94866488,emeklilik,2026_01,2026-04-18 13:52
ULKER,372432,6584298,338855989,emeklilik,2026_01,2026-04-18 13:52
MIATK,335626,12031098,313087979,emeklilik,2026_01,2026-04-18 13:52
MEYSU,307640,307640,175000000,emeklilik,2026_01,2026-04-18 13:52
TOASO,302110,20517950,120585076,emeklilik,2026_01,2026-04-18 13:52
MTRKS,298790,3651302,43633165,emeklilik,2026_01,2026-04-18 13:52
PENTA,282865,4757677,181070136,emeklilik,2026_01,2026-04-18 13:52
YUNSA,263368,1790211,202164056,emeklilik,2026_01,2026-04-18 13:52
EFOR,258695,3178073,539999994,emeklilik,2026_01,2026-04-18 13:52
ATATP,258069,1115392,18809999,emeklilik,2026_01,2026-04-18 13:52
ALCTL,219828,669069,13543218,emeklilik,2026_01,2026-04-18 13:52
PASEU,216913,217065,215295868,emeklilik,2026_01,2026-04-18 13:52
HTTBT,208036,14026604,82805422,emeklilik,2026_01,2026-04-18 13:52
PAPIL,200000,5811149,206247674,emeklilik,2026_01,2026-04-18 13:52
ALGYO,187869,225248,989357377,emeklilik,2026_01,2026-04-18 13:52
AGXAAC,174999,33704632,35877518,emeklilik,2026_01,2026-04-18 13:52
MACKO,167644,1102191,41453550,emeklilik,2026_01,2026-04-18 13:52
HATSN,155951,1386090,44299973,emeklilik,2026_01,2026-04-18 13:52
GESAN,144670,4986175,141759180,emeklilik,2026_01,2026-04-18 13:52
TKNSA,141236,412336,100485379,emeklilik,2026_01,2026-04-18 13:52
TATEN,136777,503111,347769724,emeklilik,2026_01,2026-04-18 13:52
SELVA,102732,221231,747897737,emeklilik,2026_01,2026-04-18 13:52
KRONT,102360,5527596,116892885,emeklilik,2026_01,2026-04-18 13:52
DARDL,98593,224546,1753442695,emeklilik,2026_01,2026-04-18 13:52
DESPC,97002,1652145,16023700,emeklilik,2026_01,2026-04-18 13:52
DMRGD,95976,6696921,1277294592,emeklilik,2026_01,2026-04-18 13:52
DSTKF,91380,130514,82195267,emeklilik,2026_01,2026-04-18 13:52
AKSUE,76900,76900,56376184,emeklilik,2026_01,2026-04-18 13:52
ARENA,74676,3049304,66996461,emeklilik,2026_01,2026-04-18 13:52
VAKKO,74407,940301,30789786,emeklilik,2026_01,2026-04-18 13:52
GLCVY,70237,148217,26400000,emeklilik,2026_01,2026-04-18 13:52
SMART,66162,1168708,29737499,emeklilik,2026_01,2026-04-18 13:52
VBTYZ,63276,5021499,55935000,emeklilik,2026_01,2026-04-18 13:52
FRMPL,57242,57242,39997696,emeklilik,2026_01,2026-04-18 13:52
MERCN,51000,51000,74389005,emeklilik,2026_01,2026-04-18 13:52
SKTAS,50000,750004,332865443,emeklilik,2026_01,2026-04-18 13:52
TNZTP,49153,171160,87496826,emeklilik,2026_01,2026-04-18 13:52
DOFRB,48998,845391,45000000,emeklilik,2026_01,2026-04-18 13:52
OBASE,47955,442353,14924000,emeklilik,2026_01,2026-04-18 13:52
KLSER,47131,47131,109457566,emeklilik,2026_01,2026-04-18 13:52
OYAKC,45559,56545466,4656879380,emeklilik,2026_01,2026-04-18 13:52
DGATE,40890,1217127,15227271,emeklilik,2026_01,2026-04-18 13:52
ULUUN,39916,90374,290523352,emeklilik,2026_01,2026-04-18 13:52
BORSK,38418,86372,279999879,emeklilik,2026_01,2026-04-18 13:52
IZENR,38314,2401510,914537597,emeklilik,2026_01,2026-04-18 13:52
ESEN,34052,1283533,682499950,emeklilik,2026_01,2026-04-18 13:52
HUNER,31900,970376,670137934,emeklilik,2026_01,2026-04-18 13:52
CEMZY,29211,51606,124118690,emeklilik,2026_01,2026-04-18 13:52
VAKFA,25000,1699013,224999701,emeklilik,2026_01,2026-04-18 13:52
AYDEM,24764,3324022,130000000,emeklilik,2026_01,2026-04-18 13:52
ALKLC,23822,30909,45382467,emeklilik,2026_01,2026-04-18 13:52
KRSTL,23445,53191,183664642,emeklilik,2026_01,2026-04-18 13:52
KORDS,20988,190113,65421451,emeklilik,2026_01,2026-04-18 13:52
ENTRA,20352,8607158,369383564,emeklilik,2026_01,2026-04-18 13:52
FORTE,20029,475068,21999999,emeklilik,2026_01,2026-04-18 13:52
ZPBDLF,20000,3452145,8240000,emeklilik,2026_01,2026-04-18 13:52
YYLGD,18748,7851897,369826200,emeklilik,2026_01,2026-04-18 13:52
AKFIS,14533,169474,66841328,emeklilik,2026_01,2026-04-18 13:52
HOROZ,12274,915534,24599986,emeklilik,2026_01,2026-04-18 13:52
MOGAN,12188,700464,262635000,emeklilik,2026_01,2026-04-18 13:52
SDTTR,11578,928943,15990000,emeklilik,2026_01,2026-04-18 13:52
APBDLF,10000,12660402,14400000,emeklilik,2026_01,2026-04-18 13:52
PKART,9358,119497,11048497,emeklilik,2026_01,2026-04-18 13:52
BIGEN,8870,166153,115500000,emeklilik,2026_01,2026-04-18 13:52
TKFEN,8461,344835,230848007,emeklilik,2026_01,2026-04-18 13:52
ENDAE,7068,157475,120211591,emeklilik,2026_01,2026-04-18 13:52
CRFSA,5700,19308,18312793,emeklilik,2026_01,2026-04-18 13:52
ZOREN,5222,3387760,2681244172,emeklilik,2026_01,2026-04-18 13:52
KAREL,4717,9293531,329659497,emeklilik,2026_01,2026-04-18 13:52
ECOGR,4505,155236,109980000,emeklilik,2026_01,2026-04-18 13:52
ALFAS,3935,106421,84639559,emeklilik,2026_01,2026-04-18 13:52
GMTAS,3636,7233,298687813,emeklilik,2026_01,2026-04-18 13:52
ZEDUR,3157,97798,69899992,emeklilik,2026_01,2026-04-18 13:52
OFSYM,3142,7173,22749998,emeklilik,2026_01,2026-04-18 13:52
PNSUT,2364,22916,128323851,emeklilik,2026_01,2026-04-18 13:52
FRIGO,2071,20609,153667954,emeklilik,2026_01,2026-04-18 13:52
ADGYO,951,19068,379654367,emeklilik,2026_01,2026-04-18 13:52
ODINE,614,668332,52576848,emeklilik,2026_01,2026-04-18 13:52
GUNDG,559,2308,18968972,emeklilik,2026_01,2026-04-18 13:52
PAMEL,420,9500,21533681,emeklilik,2026_01,2026-04-18 13:52
CATES,248,47153,33050000,emeklilik,2026_01,2026-04-18 13:52
LYDYE,23,873,1391287,emeklilik,2026_01,2026-04-18 13:52
QNBTR,1,2,2571745911,emeklilik,2026_01,2026-04-18 13:52
MERKO,0,14121,101104701,emeklilik,2026_01,2026-04-18 13:52
MHRGY,0,75616,310499991,emeklilik,2026_01,2026-04-18 13:52
DCTTR,0,3641,157328724,emeklilik,2026_01,2026-04-18 13:52
MNDTR,0,120000,910071938,emeklilik,2026_01,2026-04-18 13:52
DESA,0,6,171107590,emeklilik,2026_01,2026-04-18 13:52
MRGYO,0,165827,1035439185,emeklilik,2026_01,2026-04-18 13:52
MSGYO,0,32262,169650150,emeklilik,2026_01,2026-04-18 13:52
FZLGY,0,63869,398427439,emeklilik,2026_01,2026-04-18 13:52
GEDIK,0,3900000,983076856,emeklilik,2026_01,2026-04-18 13:52
NUGYO,0,45897,324943976,emeklilik,2026_01,2026-04-18 13:52
ANELE,0,7841,151405542,emeklilik,2026_01,2026-04-18 13:52
DGGYO,0,4088,280709437,emeklilik,2026_01,2026-04-18 13:52
BEGYO,0,67784,277250000,emeklilik,2026_01,2026-04-18 13:52
ONRYT,0,379016,19730000,emeklilik,2026_01,2026-04-18 13:52
APMDLF,0,1300000,12300000,emeklilik,2026_01,2026-04-18 13:52
AGYO,0,10296,129036460,emeklilik,2026_01,2026-04-18 13:52
GOODY,0,1699328,132804473,emeklilik,2026_01,2026-04-18 13:52
DURKN,0,7340,42500000,emeklilik,2026_01,2026-04-18 13:52
ORCAY,0,21462,149972352,emeklilik,2026_01,2026-04-18 13:52
OTTO,0,5000,5474438,emeklilik,2026_01,2026-04-18 13:52
GSDHO,0,1,999994969,emeklilik,2026_01,2026-04-18 13:52
OYLUM,0,11437,80937367,emeklilik,2026_01,2026-04-18 13:52
OYYAT,0,363002,91048322,emeklilik,2026_01,2026-04-18 13:52
OZGYO,0,87893,490916869,emeklilik,2026_01,2026-04-18 13:52
OZYSR,0,247,40488000,emeklilik,2026_01,2026-04-18 13:52
DZGYO,0,23518,399777846,emeklilik,2026_01,2026-04-18 13:52
BINHO,0,357,488884390,emeklilik,2026_01,2026-04-18 13:52
ECZYT,0,1,45880511,emeklilik,2026_01,2026-04-18 13:52
PENGD,0,23245,171069968,emeklilik,2026_01,2026-04-18 13:52
EDIP,0,105545,36468204,emeklilik,2026_01,2026-04-18 13:52
PETUN,0,17284,134673118,emeklilik,2026_01,2026-04-18 13:52
PINSU,0,15203,101635846,emeklilik,2026_01,2026-04-18 13:52
BLCYT,0,2,49088907,emeklilik,2026_01,2026-04-18 13:52
EGEEN,0,101,1137161,emeklilik,2026_01,2026-04-18 13:52
PSDTC,0,148,6599991,emeklilik,2026_01,2026-04-18 13:52
EGEGY,0,16477,61200000,emeklilik,2026_01,2026-04-18 13:52
HURGZ,0,2,220784167,emeklilik,2026_01,2026-04-18 13:52
RALYH,0,88,176324572,emeklilik,2026_01,2026-04-18 13:52
ICBCT,0,1,216761845,emeklilik,2026_01,2026-04-18 13:52
RYSAS,0,9,1504020937,emeklilik,2026_01,2026-04-18 13:52
SAFKR,0,0,139427409,emeklilik,2026_01,2026-04-18 13:52
IDGYO,0,25195,119234999,emeklilik,2026_01,2026-04-18 13:52
SANEL,0,2790,18112451,emeklilik,2026_01,2026-04-18 13:52
SANKO,0,515,37499197,emeklilik,2026_01,2026-04-18 13:52
IEYHO,0,345,541032947,emeklilik,2026_01,2026-04-18 13:52
INGRM,0,44461,14969536,emeklilik,2026_01,2026-04-18 13:52
SEGMN,0,7682,80999980,emeklilik,2026_01,2026-04-18 13:52
SEGYO,0,49450,203388821,emeklilik,2026_01,2026-04-18 13:52
INTEM,0,62,9428747,emeklilik,2026_01,2026-04-18 13:52
INVEO,0,1184166,998999954,emeklilik,2026_01,2026-04-18 13:52
ARTMS,0,18,24199999,emeklilik,2026_01,2026-04-18 13:52
ARZUM,0,7004,293999828,emeklilik,2026_01,2026-04-18 13:52
EKSUN,0,30017,171792833,emeklilik,2026_01,2026-04-18 13:52
SOKE,0,16733,126999996,emeklilik,2026_01,2026-04-18 13:52
ISGSY,0,798750,47378729,emeklilik,2026_01,2026-04-18 13:52
TDGYO,0,12777,59914214,emeklilik,2026_01,2026-04-18 13:52
TGSAS,0,295,12348294,emeklilik,2026_01,2026-04-18 13:52
BRLSM,0,19308,108025075,emeklilik,2026_01,2026-04-18 13:52
ISSEN,0,3,107411517,emeklilik,2026_01,2026-04-18 13:52
BRSAN,0,10943,35912460,emeklilik,2026_01,2026-04-18 13:52
IZMDC,0,150000,723225318,emeklilik,2026_01,2026-04-18 13:52
BRYAT,0,1103,10264685,emeklilik,2026_01,2026-04-18 13:52
ENPRA,0,4,15294299,emeklilik,2026_01,2026-04-18 13:52
TSGYO,0,1582629,266499982,emeklilik,2026_01,2026-04-18 13:52
KARTN,0,1,72781126,emeklilik,2026_01,2026-04-18 13:52
ASGYO,0,44198,165000000,emeklilik,2026_01,2026-04-18 13:52
TURGG,0,5848,32042988,emeklilik,2026_01,2026-04-18 13:52
ERBOS,0,0,15899843,emeklilik,2026_01,2026-04-18 13:52
KGYO,0,75796,767895149,emeklilik,2026_01,2026-04-18 13:52
KIMMR,0,1592,75000000,emeklilik,2026_01,2026-04-18 13:52
UNLU,0,100000,102181558,emeklilik,2026_01,2026-04-18 13:52
UZEL,0,15000,26329793,emeklilik,2026_01,2026-04-18 13:52
ERCB,0,1,39113273,emeklilik,2026_01,2026-04-18 13:52
ASYAB,0,7350000,477904801,emeklilik,2026_01,2026-04-18 13:52
VANGD,0,3987,24374995,emeklilik,2026_01,2026-04-18 13:52
KOCMT,0,18324,581991187,emeklilik,2026_01,2026-04-18 13:52
VRGYO,0,151503,597643904,emeklilik,2026_01,2026-04-18 13:52
ERSU,0,4088,31755894,emeklilik,2026_01,2026-04-18 13:52
YAYLA,0,6585,39874966,emeklilik,2026_01,2026-04-18 13:52
YIGIT,0,75400,74999975,emeklilik,2026_01,2026-04-18 13:52
ESCAR,0,297284,101933690,emeklilik,2026_01,2026-04-18 13:52
YYAPI,0,261490,1705025550,emeklilik,2026_01,2026-04-18 13:52
ATAGY,0,6897,45670114,emeklilik,2026_01,2026-04-18 13:52
AHSGY,0,50595,184999889,emeklilik,2026_01,2026-04-18 13:52
KRGYO,0,53665,275373393,emeklilik,2026_01,2026-04-18 13:52
CLEBI,0,12,5490178,emeklilik,2026_01,2026-04-18 13:52
EUREN,0,1,1040132637,emeklilik,2026_01,2026-04-18 13:52
KTSKR,0,2390,14691795,emeklilik,2026_01,2026-04-18 13:52
KZGYO,0,12293,49999985,emeklilik,2026_01,2026-04-18 13:52
LIDER,0,250000,279500000,emeklilik,2026_01,2026-04-18 13:52
LILAK,0,140236,260252730,emeklilik,2026_01,2026-04-18 13:52
LINK,0,261604,18231985,emeklilik,2026_01,2026-04-18 13:52
EYGYO,0,60053,341859667,emeklilik,2026_01,2026-04-18 13:52
FADE,0,7264,42347497,emeklilik,2026_01,2026-04-18 13:52
AVGYO,0,16446,111590302,emeklilik,2026_01,2026-04-18 13:52
AVOD,0,44026,253604577,emeklilik,2026_01,2026-04-18 13:52
AKMGY,0,733,21568998,emeklilik,2026_01,2026-04-18 13:52
MARMR,0,2,961218727,emeklilik,2026_01,2026-04-18 13:52
MEGMT,0,1000,72749999,emeklilik,2026_01,2026-04-18 13:52
MEPET,0,1059,73940585,emeklilik,2026_01,2026-04-18 13:52
BINBN,-27,341395,17000000,emeklilik,2026_01,2026-04-18 13:52
BIZIM,-1027,12219,27601626,emeklilik,2026_01,2026-04-18 13:52
SURGY,-1289,37553,44745990,emeklilik,2026_01,2026-04-18 13:52
NATEN,-1505,556221,309375000,emeklilik,2026_01,2026-04-18 13:52
TTRAK,-1709,1382442,24967458,emeklilik,2026_01,2026-04-18 13:52
ASUZU,-3343,17537,41130807,emeklilik,2026_01,2026-04-18 13:52
TATGD,-3651,61133,119284718,emeklilik,2026_01,2026-04-18 13:52
PAGYO,-4253,446236,57781202,emeklilik,2026_01,2026-04-18 13:52
HRKET,-4576,411030,24000000,emeklilik,2026_01,2026-04-18 13:52
AKENR,-5778,341172,385189146,emeklilik,2026_01,2026-04-18 13:52
OZSUB,-5798,508202,42499126,emeklilik,2026_01,2026-04-18 13:52
VESTL,-6370,15161410,295447203,emeklilik,2026_01,2026-04-18 13:52
NUHCM,-7067,12448,33135899,emeklilik,2026_01,2026-04-18 13:52
KMPUR,-8445,57302,132432524,emeklilik,2026_01,2026-04-18 13:52
RYGYO,-12892,137200,770588057,emeklilik,2026_01,2026-04-18 13:52
NTHOL,-13000,10001,485479112,emeklilik,2026_01,2026-04-18 13:52
NETAS,-14031,880136,31783484,emeklilik,2026_01,2026-04-18 13:52
JANTS,-15000,2,207477849,emeklilik,2026_01,2026-04-18 13:52
HLGYO,-16474,186044,1075198516,emeklilik,2026_01,2026-04-18 13:52
KLSYN,-16849,30570,107854952,emeklilik,2026_01,2026-04-18 13:52
CONSE,-17489,717587,377854899,emeklilik,2026_01,2026-04-18 13:52
YGGYO,-19139,42567,240625741,emeklilik,2026_01,2026-04-18 13:52
ULUFA,-20000,950787,305352801,emeklilik,2026_01,2026-04-18 13:52
BERA,-20000,309,491816866,emeklilik,2026_01,2026-04-18 13:52
GRTHO,-22500,277524,36745000,emeklilik,2026_01,2026-04-18 13:52
SRVGY,-24144,1358607,806067999,emeklilik,2026_01,2026-04-18 13:52
YEOTK,-25000,895133,160933198,emeklilik,2026_01,2026-04-18 13:52
TEZOL,-25000,1,139835975,emeklilik,2026_01,2026-04-18 13:52
BANVT,-25053,1223540,36961044,emeklilik,2026_01,2026-04-18 13:52
MOBTL,-26504,9660829,207999999,emeklilik,2026_01,2026-04-18 13:52
ARMGD,-29821,182236,54996000,emeklilik,2026_01,2026-04-18 13:52
MEDTR,-30000,2789411,24499999,emeklilik,2026_01,2026-04-18 13:52
DOAS,-32186,3229864,97899975,emeklilik,2026_01,2026-04-18 13:52
ELITE,-44000,6964,44650000,emeklilik,2026_01,2026-04-18 13:52
ALARK,-45312,9400748,164975148,emeklilik,2026_01,2026-04-18 13:52
PEKGY,-46315,1040713,4685012615,emeklilik,2026_01,2026-04-18 13:52
KONTR,-46577,827971,936038763,emeklilik,2026_01,2026-04-18 13:52
OBAMS,-57238,1706467,725750028,emeklilik,2026_01,2026-04-18 13:52
KZBGY,-59776,2110403,585996164,emeklilik,2026_01,2026-04-18 13:52
GENIL,-62162,9736550,85937999,emeklilik,2026_01,2026-04-18 13:52
ZRGYO,-64750,7616253,1173404997,emeklilik,2026_01,2026-04-18 13:52
TRENJ,-68500,263568,97964682,emeklilik,2026_01,2026-04-18 13:52
BRISA,-83750,1529555,31247472,emeklilik,2026_01,2026-04-18 13:52
BESLR,-91428,275381,658098036,emeklilik,2026_01,2026-04-18 13:52
LOGO,-96821,7203114,74328248,emeklilik,2026_01,2026-04-18 13:52
ALVES,-98113,1000,862856920,emeklilik,2026_01,2026-04-18 13:52
AGESA,-98895,894894,35829553,emeklilik,2026_01,2026-04-18 13:52
EGGUB,-99568,552586,75862114,emeklilik,2026_01,2026-04-18 13:52
CVKMD,-100000,50000,461999787,emeklilik,2026_01,2026-04-18 13:52
ISYAT,-100000,3082932,152245569,emeklilik,2026_01,2026-04-18 13:52
EBEBK,-101922,5006684,40534692,emeklilik,2026_01,2026-04-18 13:52
SKBNK,-102919,521724,2498879854,emeklilik,2026_01,2026-04-18 13:52
GLRMK,-104184,9027931,38760000,emeklilik,2026_01,2026-04-18 13:52
PARSN,-122034,380175,34033246,emeklilik,2026_01,2026-04-18 13:52
TRCAS,-122500,150002,206252778,emeklilik,2026_01,2026-04-18 13:52
AVPGY,-122759,10021843,100000000,emeklilik,2026_01,2026-04-18 13:52
AYEN,-133065,56257,55531320,emeklilik,2026_01,2026-04-18 13:52
TUREX,-138259,99228,432000000,emeklilik,2026_01,2026-04-18 13:52
ISGYO,-183472,149997857,531312439,emeklilik,2026_01,2026-04-18 13:52
