hisse,fark,adet2,tks2,tip,donem,yukleme
SOKM,-194628,5944804,448708248,emeklilik,2026_01,2026-04-18 13:52
KUYAS,-205551,63857,395658898,emeklilik,2026_01,2026-04-18 13:52
ECILC,-207514,85539,210589603,emeklilik,2026_01,2026-04-18 13:52
TBORG,-212727,763910,59392160,emeklilik,2026_01,2026-04-18 13:52
MOPAS,-260000,1408,57330000,emeklilik,2026_01,2026-04-18 13:52
PLTUR,-261421,235000,49500000,emeklilik,2026_01,2026-04-18 13:52
ISDMR,-266200,2200083,147623050,emeklilik,2026_01,2026-04-18 13:52
AKFYE,-295132,488992,551782160,emeklilik,2026_01,2026-04-18 13:52
PATEK,-306411,8176307,293081892,emeklilik,2026_01,2026-04-18 13:52
ATAKP,-344482,2856571,28224000,emeklilik,2026_01,2026-04-18 13:52
ZERGY,-347865,5803251,156799985,emeklilik,2026_01,2026-04-18 13:52
ENKAI,-350869,64999721,874736059,emeklilik,2026_01,2026-04-18 13:52
GLYHO,-352312,34756121,1949290631,emeklilik,2026_01,2026-04-18 13:52
ARCLK,-353908,7585297,170054748,emeklilik,2026_01,2026-04-18 13:52
GWIND,-415589,19326340,179165491,emeklilik,2026_01,2026-04-18 13:52
ANHYT,-490754,5531509,88457041,emeklilik,2026_01,2026-04-18 13:52
ARSAN,-600000,2009134,887344274,emeklilik,2026_01,2026-04-18 13:52
PNLSN,-617870,201419,34752383,emeklilik,2026_01,2026-04-18 13:52
AHGAZ,-656853,1245805,659370871,emeklilik,2026_01,2026-04-18 13:52
MPARK,-685838,19349192,80869110,emeklilik,2026_01,2026-04-18 13:52
CANTE,-702377,48573680,6026143802,emeklilik,2026_01,2026-04-18 13:52
ORGE,-731446,2291901,41839996,emeklilik,2026_01,2026-04-18 13:52
ALKIM,-766276,3501277,182767821,emeklilik,2026_01,2026-04-18 13:52
AYGAZ,-772607,16623000,98568807,emeklilik,2026_01,2026-04-18 13:52
BSOKE,-904415,2694654,458486931,emeklilik,2026_01,2026-04-18 13:52
DAPGM,-910049,1129354,928276145,emeklilik,2026_01,2026-04-18 13:52
KCHOL,-984886,80973794,674052308,emeklilik,2026_01,2026-04-18 13:52
ARDYZ,-1025902,24526271,279551557,emeklilik,2026_01,2026-04-18 13:52
BALSU,-1095487,29659668,278000000,emeklilik,2026_01,2026-04-18 13:52
RGYAS,-1207344,4496167,105523000,emeklilik,2026_01,2026-04-18 13:52
POLHO,-1231748,587825,164140074,emeklilik,2026_01,2026-04-18 13:52
SUNTK,-1267362,46944071,144433250,emeklilik,2026_01,2026-04-18 13:52
APLIBF,-1362790,56696236,63600000,emeklilik,2026_01,2026-04-18 13:52
ASTOR,-1411232,13461157,366896261,emeklilik,2026_01,2026-04-18 13:52
EDATA,-1436049,3186166,160065396,emeklilik,2026_01,2026-04-18 13:52
OTKAR,-1465822,4110728,33417145,emeklilik,2026_01,2026-04-18 13:52
SARKY,-1516498,751358,999999671,emeklilik,2026_01,2026-04-18 13:52
INDES,-1600947,27124951,462749768,emeklilik,2026_01,2026-04-18 13:52
SISE,-1691187,33868851,1814922730,emeklilik,2026_01,2026-04-18 13:52
SUWEN,-1723688,113347198,365687500,emeklilik,2026_01,2026-04-18 13:52
TAVHL,-1793320,14947217,213213415,emeklilik,2026_01,2026-04-18 13:52
QUAGR,-1805651,632605,1771950000,emeklilik,2026_01,2026-04-18 13:52
TSKB,-1901267,201044364,1516591673,emeklilik,2026_01,2026-04-18 13:52
LKMNH,-1985358,43606598,163262533,emeklilik,2026_01,2026-04-18 13:52
KLYPV,-2043324,335669,46334639,emeklilik,2026_01,2026-04-18 13:52
VESBE,-2102519,7149461,503578676,emeklilik,2026_01,2026-04-18 13:52
TRMET,-2305968,20702655,174454588,emeklilik,2026_01,2026-04-18 13:52
GARAN,-2336032,76122280,2454854227,emeklilik,2026_01,2026-04-18 13:52
BIOEN,-2384770,42799939,197983419,emeklilik,2026_01,2026-04-18 13:52
TABGD,-2414934,8865915,52499906,emeklilik,2026_01,2026-04-18 13:52
TRGYO,-2699297,8099355,251573369,emeklilik,2026_01,2026-04-18 13:52
MGROS,-2757940,18855411,96563547,emeklilik,2026_01,2026-04-18 13:52
PGSUS,-2795590,13596205,245068871,emeklilik,2026_01,2026-04-18 13:52
CIMSA,-2972351,52477500,488404404,emeklilik,2026_01,2026-04-18 13:52
ARFYE,-3539428,87947,47000000,emeklilik,2026_01,2026-04-18 13:52
DGNMO,-3561321,40695583,327634635,emeklilik,2026_01,2026-04-18 13:52
KCAER,-4439277,24948824,496494775,emeklilik,2026_01,2026-04-18 13:52
AKSEN,-4494729,5772964,638545796,emeklilik,2026_01,2026-04-18 13:52
KTLEV,-4841295,11972198,1288500000,emeklilik,2026_01,2026-04-18 13:52
TUPRS,-4870214,57849537,902334854,emeklilik,2026_01,2026-04-18 13:52
VAKBN,-5060348,87105261,8046896130,emeklilik,2026_01,2026-04-18 13:52
BUCIM,-5143515,26760226,1286538062,emeklilik,2026_01,2026-04-18 13:52
KRVGD,-5720730,113126018,596159766,emeklilik,2026_01,2026-04-18 13:52
BTCIM,-5840122,20216632,4046650979,emeklilik,2026_01,2026-04-18 13:52
ZGOLDF,-6056737,133468097,152040000,emeklilik,2026_01,2026-04-18 13:52
VKGYO,-6073366,20037711,1637202242,emeklilik,2026_01,2026-04-18 13:52
AKBNK,-6078761,217872858,3059020211,emeklilik,2026_01,2026-04-18 13:52
AKGRT,-6153364,11794214,629007625,emeklilik,2026_01,2026-04-18 13:52
MAVI,-6307972,130442268,576779312,emeklilik,2026_01,2026-04-18 13:52
HALKB,-7180228,12720798,6546422780,emeklilik,2026_01,2026-04-18 13:52
PETKM,-7503576,15239640,1241736844,emeklilik,2026_01,2026-04-18 13:52
TCELL,-7528089,101935092,1622604373,emeklilik,2026_01,2026-04-18 13:52
AEFES,-8331833,163322136,2028860053,emeklilik,2026_01,2026-04-18 13:52
OZKGY,-9345065,6727474,363999945,emeklilik,2026_01,2026-04-18 13:52
TUKAS,-9433993,15242700,4499995929,emeklilik,2026_01,2026-04-18 13:52
ASELS,-12737500,77227425,1178597817,emeklilik,2026_01,2026-04-18 13:52
ANSGR,-20366460,219664703,1564416026,emeklilik,2026_01,2026-04-18 13:52
BORLS,-25187350,1,308652686,emeklilik,2026_01,2026-04-18 13:52
SNGYO,-29435131,112947505,3607173097,emeklilik,2026_01,2026-04-18 13:52
YKBNK,-53251104,337861148,4705235952,emeklilik,2026_01,2026-04-18 13:52
PAHOL,-107367939,30462029,3999999979,emeklilik,2026_01,2026-04-18 13:52
GENIL,120786337,131950442,1289069985,yabanci,2026_02,2026-04-18 13:53
CANTE,111647709,399279510,8608815637,yabanci,2026_02,2026-04-18 13:53
AKBNK,83971224,1671598848,3059320211,yabanci,2026_02,2026-04-18 13:53
KZBGY,63900301,92852822,1959999915,yabanci,2026_02,2026-04-18 13:53
AEFES,51946733,819520964,2028860053,yabanci,2026_02,2026-04-18 13:53
SASA,45024345,2931288538,25700419936,yabanci,2026_02,2026-04-18 13:53
MRGYO,29803997,35788360,1753202571,yabanci,2026_02,2026-04-18 13:53
TRALT,28440476,277440455,952269019,yabanci,2026_02,2026-04-18 13:53
ESCOM,27242928,28212141,463831670,yabanci,2026_02,2026-04-18 13:53
YKBNK,25321363,1623115131,4705620952,yabanci,2026_02,2026-04-18 13:53
FROTO,19178069,236158361,625119847,yabanci,2026_02,2026-04-18 13:53
DMRGD,17014646,25123483,1277294592,yabanci,2026_02,2026-04-18 13:53
USAK,16784869,29001474,2436064709,yabanci,2026_02,2026-04-18 13:53
RYSAS,15062447,870451536,1504020937,yabanci,2026_02,2026-04-18 13:53
ALVES,12452672,24881623,1159999780,yabanci,2026_02,2026-04-18 13:53
MAVI,12047608,193431616,576779312,yabanci,2026_02,2026-04-18 13:53
AKSA,11199783,265037992,1503650642,yabanci,2026_02,2026-04-18 13:53
BIGCH,10770099,13512564,368932945,yabanci,2026_02,2026-04-18 13:53
SARKY,10587022,65649226,999999671,yabanci,2026_02,2026-04-18 13:53
ASTOR,10552907,185043597,366896261,yabanci,2026_02,2026-04-18 13:53
TURSG,10343561,434125723,7907296076,yabanci,2026_02,2026-04-18 13:53
RYGYO,9009373,311158752,770588057,yabanci,2026_02,2026-04-18 13:53
IHGZT,7886909,13132769,570666228,yabanci,2026_02,2026-04-18 13:53
AGROT,7787721,38978141,843999770,yabanci,2026_02,2026-04-18 13:53
TSPOR,6619018,31180407,3674975174,yabanci,2026_02,2026-04-18 13:53
CCOLA,6609631,599444019,820001147,yabanci,2026_02,2026-04-18 13:53
ALBRK,6490212,204965548,1050739765,yabanci,2026_02,2026-04-18 13:53
KRDMA,5957678,23905521,240300917,yabanci,2026_02,2026-04-18 13:53
TUREX,5047578,14303903,432000000,yabanci,2026_02,2026-04-18 13:53
ENERY,4941477,266795840,2420687469,yabanci,2026_02,2026-04-18 13:53
ECOGR,4786947,8551740,110000000,yabanci,2026_02,2026-04-18 13:53
KUYAS,4329518,20687046,398957788,yabanci,2026_02,2026-04-18 13:53
DARDL,3992033,20337372,1753442695,yabanci,2026_02,2026-04-18 13:53
ARCLK,3950371,26977292,170054748,yabanci,2026_02,2026-04-18 13:53
KATMR,3863645,78184126,1980989998,yabanci,2026_02,2026-04-18 13:53
RNPOL,3799824,4000000,335900000,yabanci,2026_02,2026-04-18 13:53
ISDMR,3577889,27113084,147623050,yabanci,2026_02,2026-04-18 13:53
MOBTL,3560920,8792304,207999999,yabanci,2026_02,2026-04-18 13:53
SANFM,3264544,3408601,225029995,yabanci,2026_02,2026-04-18 13:53
ENSRI,3208556,12524978,236333503,yabanci,2026_02,2026-04-18 13:53
ENTRA,3094927,9072527,369383564,yabanci,2026_02,2026-04-18 13:53
SEGMN,3002275,7143575,80999980,yabanci,2026_02,2026-04-18 13:53
YYAPI,2979296,4048686,1705025550,yabanci,2026_02,2026-04-18 13:53
KGYO,2789796,3465774,767895148,yabanci,2026_02,2026-04-18 13:53
THYAO,2427290,156653612,739463453,yabanci,2026_02,2026-04-18 13:53
MAGEN,2310844,91395760,719512140,yabanci,2026_02,2026-04-18 13:53
SRVGY,2132298,67249902,812499687,yabanci,2026_02,2026-04-18 13:53
SOKM,2113595,155023054,448708248,yabanci,2026_02,2026-04-18 13:53
MIATK,2097803,12520191,313087979,yabanci,2026_02,2026-04-18 13:53
MPARK,2021218,34039776,80869110,yabanci,2026_02,2026-04-18 13:53
IHLGM,1987684,4140646,986078000,yabanci,2026_02,2026-04-18 13:53
KLGYO,1808168,8543623,689399869,yabanci,2026_02,2026-04-18 13:53
AGHOL,1687800,251750903,1068828243,yabanci,2026_02,2026-04-18 13:53
EGEGY,1534774,3300762,69140000,yabanci,2026_02,2026-04-18 13:53
VRGYO,1509345,30593829,597693904,yabanci,2026_02,2026-04-18 13:53
GUNDG,1422259,1504001,18968972,yabanci,2026_02,2026-04-18 13:53
MGROS,1400995,33042279,96563550,yabanci,2026_02,2026-04-18 13:53
ANSGR,1388640,149302066,1564416026,yabanci,2026_02,2026-04-18 13:53
KBORU,1384526,1902236,143999994,yabanci,2026_02,2026-04-18 13:53
MOPAS,1362590,1462169,57330000,yabanci,2026_02,2026-04-18 13:53
KLSYN,1286660,2201532,107854952,yabanci,2026_02,2026-04-18 13:53
ODINE,1266271,2806248,52810834,yabanci,2026_02,2026-04-18 13:53
ISSEN,1252340,1265660,107411517,yabanci,2026_02,2026-04-18 13:53
GMTAS,1209273,77056500,298687813,yabanci,2026_02,2026-04-18 13:53
PENGD,1150641,2579699,171069968,yabanci,2026_02,2026-04-18 13:53
GWIND,1112387,11822581,179165491,yabanci,2026_02,2026-04-18 13:53
IZFAS,1070298,2051941,156001658,yabanci,2026_02,2026-04-18 13:53
LYDHO,1044251,9529281,197140970,yabanci,2026_02,2026-04-18 13:53
REEDR,918272,44679208,632419525,yabanci,2026_02,2026-04-18 13:53
TRMET,915120,50681041,174483588,yabanci,2026_02,2026-04-18 13:53
BSOKE,905320,32862429,458487038,yabanci,2026_02,2026-04-18 13:53
BNTAS,840728,840729,170624998,yabanci,2026_02,2026-04-18 13:53
MARTI,831846,831855,650112403,yabanci,2026_02,2026-04-18 13:53
TSGYO,808575,811522,266499982,yabanci,2026_02,2026-04-18 13:53
GOKNR,808526,6202889,178040711,yabanci,2026_02,2026-04-18 13:53
SKBNK,780522,125657698,2498877855,yabanci,2026_02,2026-04-18 13:53
ESEN,731747,38466862,682499950,yabanci,2026_02,2026-04-18 13:53
ETILR,680302,837410,156217454,yabanci,2026_02,2026-04-18 13:53
NIBAS,677553,700000,267767946,yabanci,2026_02,2026-04-18 13:53
KLKIM,628377,9658385,138383655,yabanci,2026_02,2026-04-18 13:53
FZLGY,589757,2736402,398427644,yabanci,2026_02,2026-04-18 13:53
AFYON,587710,8354325,399992258,yabanci,2026_02,2026-04-18 13:53
ATATR,531000,531000,280000000,yabanci,2026_02,2026-04-18 13:53
YIGIT,493920,654871,74999975,yabanci,2026_02,2026-04-18 13:53
DCTTR,463058,463058,157328724,yabanci,2026_02,2026-04-18 13:53
AKSUE,449181,519498,56376184,yabanci,2026_02,2026-04-18 13:53
BLUME,417866,1055625,174710134,yabanci,2026_02,2026-04-18 13:53
KARSN,402122,22200790,827827039,yabanci,2026_02,2026-04-18 13:53
ANELE,399657,909283,151405542,yabanci,2026_02,2026-04-18 13:53
GOODY,391615,64991591,132804473,yabanci,2026_02,2026-04-18 13:53
IHYAY,357847,1793890,388124996,yabanci,2026_02,2026-04-18 13:53
TABGD,353145,22007129,52499906,yabanci,2026_02,2026-04-18 13:53
ICUGS,350000,350000,336250000,yabanci,2026_02,2026-04-18 13:53
ONCSM,347736,671895,10086000,yabanci,2026_02,2026-04-18 13:53
EGSER,293090,849728,545751057,yabanci,2026_02,2026-04-18 13:53
MTRKS,272027,487270,43633165,yabanci,2026_02,2026-04-18 13:53
AVGYO,260053,330706,111590302,yabanci,2026_02,2026-04-18 13:53
DAGI,256073,256077,175301274,yabanci,2026_02,2026-04-18 13:53
KRPLS,254591,1065967,78486163,yabanci,2026_02,2026-04-18 13:53
SELVA,224007,660381,747897737,yabanci,2026_02,2026-04-18 13:53
AVPGY,213340,3522900,99999990,yabanci,2026_02,2026-04-18 13:53
ARFYE,192689,236669,47000000,yabanci,2026_02,2026-04-18 13:53
CEMZY,190342,306881,124119970,yabanci,2026_02,2026-04-18 13:53
PSGYO,178180,26708533,2954231556,yabanci,2026_02,2026-04-18 13:53
MARMR,174791,49006908,961218727,yabanci,2026_02,2026-04-18 13:53
PRKME,174143,209727,53038641,yabanci,2026_02,2026-04-18 13:53
BIGTK,173109,1711146,23834373,yabanci,2026_02,2026-04-18 13:53
LINK,172700,1392340,18231985,yabanci,2026_02,2026-04-18 13:53
TTRAK,160486,6806470,24967158,yabanci,2026_02,2026-04-18 13:53
KLMSN,156581,168615,30881297,yabanci,2026_02,2026-04-18 13:53
ISGYO,155461,39121695,531312439,yabanci,2026_02,2026-04-18 13:53
SAFKR,155012,747421,139406162,yabanci,2026_02,2026-04-18 13:53
KAPLM,143036,368597,4563571,yabanci,2026_02,2026-04-18 13:53
BARMA,140449,578847,68130939,yabanci,2026_02,2026-04-18 13:53
BAHKM,139298,217211,23289000,yabanci,2026_02,2026-04-18 13:53
DESPC,130517,249063,16023700,yabanci,2026_02,2026-04-18 13:53
SEKUR,124797,124797,131457835,yabanci,2026_02,2026-04-18 13:53
KAYSE,121974,77600382,818951998,yabanci,2026_02,2026-04-18 13:53
FRIGO,118909,150910,263258455,yabanci,2026_02,2026-04-18 13:53
ALKLC,118793,4366350,45382467,yabanci,2026_02,2026-04-18 13:53
KTSKR,116667,162041,14691795,yabanci,2026_02,2026-04-18 13:53
EBEBK,99071,3979092,40534692,yabanci,2026_02,2026-04-18 13:53
KRTEK,94601,347452,18914650,yabanci,2026_02,2026-04-18 13:53
EKSUN,84619,121910,171792833,yabanci,2026_02,2026-04-18 13:53
OTTO,83890,86483,5824438,yabanci,2026_02,2026-04-18 13:53
MSGYO,80027,207669,169650150,yabanci,2026_02,2026-04-18 13:53
LIDER,76492,21659811,279500000,yabanci,2026_02,2026-04-18 13:53
ZEDUR,76375,76375,69899992,yabanci,2026_02,2026-04-18 13:53
BMSCH,74794,74794,69277402,yabanci,2026_02,2026-04-18 13:53
AKCNS,74767,3417385,39359284,yabanci,2026_02,2026-04-18 13:53
KORDS,73799,2908638,65421451,yabanci,2026_02,2026-04-18 13:53
GENTS,73426,2384107,749958921,yabanci,2026_02,2026-04-18 13:53
MARBL,71971,80040,65226403,yabanci,2026_02,2026-04-18 13:53
AKSEN,71791,23036381,638545796,yabanci,2026_02,2026-04-18 13:53
KNFRT,67090,78487,131747000,yabanci,2026_02,2026-04-18 13:53
UFUK,61845,944078,46845974,yabanci,2026_02,2026-04-18 13:53
BORSK,61659,61659,279999879,yabanci,2026_02,2026-04-18 13:53
ALKA,61531,85912,330750000,yabanci,2026_02,2026-04-18 13:53
RUZYE,56660,1088176,267748491,yabanci,2026_02,2026-04-18 13:53
EGPRO,56641,493204,175170570,yabanci,2026_02,2026-04-18 13:53
ISYAT,49329,49331,152245569,yabanci,2026_02,2026-04-18 13:53
TMPOL,44079,59694,11039990,yabanci,2026_02,2026-04-18 13:53
SEGYO,37255,37255,203351321,yabanci,2026_02,2026-04-18 13:53
DSTKF,34559,4686170,84533333,yabanci,2026_02,2026-04-18 13:53
AKHAN,33900,33900,54700000,yabanci,2026_02,2026-04-18 13:53
AVHOL,33226,33226,26047279,yabanci,2026_02,2026-04-18 13:53
YAYLA,33018,42515,39874966,yabanci,2026_02,2026-04-18 13:53
OZSUB,32097,65156,42499126,yabanci,2026_02,2026-04-18 13:53
HRKET,28967,787868,24000000,yabanci,2026_02,2026-04-18 13:53
KONKA,27847,54919,89670000,yabanci,2026_02,2026-04-18 13:53
CUSAN,27685,27685,18500000,yabanci,2026_02,2026-04-18 13:53
VERTU,23842,32275,22000000,yabanci,2026_02,2026-04-18 13:53
ZGYO,20215,20215,84500000,yabanci,2026_02,2026-04-18 13:53
VAKFA,18845,648780,224999701,yabanci,2026_02,2026-04-18 13:53
TGSAS,18175,202890,12348294,yabanci,2026_02,2026-04-18 13:53
CRDFA,17457,17457,74996857,yabanci,2026_02,2026-04-18 13:53
VKING,14438,20670,30932905,yabanci,2026_02,2026-04-18 13:53
YESIL,14020,14020,640699949,yabanci,2026_02,2026-04-18 13:53
IHLAS,10721,14422859,1396079076,yabanci,2026_02,2026-04-18 13:53
ARDYZ,6192,2967823,279551557,yabanci,2026_02,2026-04-18 13:53
MARKA,5832,70746,20752018,yabanci,2026_02,2026-04-18 13:53
YAPRK,4390,4782,4214998,yabanci,2026_02,2026-04-18 13:53
TRILC,3487,750413,118499496,yabanci,2026_02,2026-04-18 13:53
DENGE,1700,7156,525284797,yabanci,2026_02,2026-04-18 13:53
LYDYE,1369,177409,1391287,yabanci,2026_02,2026-04-18 13:53
IMASM,1300,31583900,622850499,yabanci,2026_02,2026-04-18 13:53
AHSGY,1066,16035405,184999889,yabanci,2026_02,2026-04-18 13:53
BANVT,628,629,36961044,yabanci,2026_02,2026-04-18 13:53
INGRM,570,1186,14969536,yabanci,2026_02,2026-04-18 13:53
TARKM,519,2661,4999997,yabanci,2026_02,2026-04-18 13:53
CEMAS,161,6293979,790994229,yabanci,2026_02,2026-04-18 13:53
MENBA,0,4513,3496852,yabanci,2026_02,2026-04-18 13:53
TDGYO,0,398606,59898213,yabanci,2026_02,2026-04-18 13:53
KENT,0,0,1786507,yabanci,2026_02,2026-04-18 13:53
KERVN,0,0,588346973,yabanci,2026_02,2026-04-18 13:53
CMENT,0,1776,56829666,yabanci,2026_02,2026-04-18 13:53
GOLDS,0,222541,192323946,yabanci,2026_02,2026-04-18 13:53
ATEKS,0,4172,5441598,yabanci,2026_02,2026-04-18 13:53
GRNYO,0,130436,37386059,yabanci,2026_02,2026-04-18 13:53
KLNMA,0,57760,91846864,yabanci,2026_02,2026-04-18 13:53
ATPET,0,101,11403497,yabanci,2026_02,2026-04-18 13:53
ENPRA,0,70,15294299,yabanci,2026_02,2026-04-18 13:53
ARBUL,0,2300,15459297,yabanci,2026_02,2026-04-18 13:53
BRMEN,0,119040,57566555,yabanci,2026_02,2026-04-18 13:53
ORCAY,0,0,150197341,yabanci,2026_02,2026-04-18 13:53
ULAS,0,0,25200172,yabanci,2026_02,2026-04-18 13:53
UNTAR,0,1,29562129,yabanci,2026_02,2026-04-18 13:53
KRATL,0,5403,17800000,yabanci,2026_02,2026-04-18 13:53
OYAYO,0,16000,19999941,yabanci,2026_02,2026-04-18 13:53
OZRDN,0,5,57107579,yabanci,2026_02,2026-04-18 13:53
ERSU,0,0,31755894,yabanci,2026_02,2026-04-18 13:53
AKPAZ,0,352917,22488832,yabanci,2026_02,2026-04-18 13:53
DGGYO,0,7410,280709437,yabanci,2026_02,2026-04-18 13:53
PRZMA,0,60,61941150,yabanci,2026_02,2026-04-18 13:53
PSDTC,0,284,6599991,yabanci,2026_02,2026-04-18 13:53
BURVA,0,71327,4723271,yabanci,2026_02,2026-04-18 13:53
QNBFK,0,13,843137646,yabanci,2026_02,2026-04-18 13:53
QNBTR,0,31,2571745911,yabanci,2026_02,2026-04-18 13:53
EUHOL,0,325000,142999954,yabanci,2026_02,2026-04-18 13:53
ISBIR,0,3825,14520542,yabanci,2026_02,2026-04-18 13:53
FENIS,0,210000,26080019,yabanci,2026_02,2026-04-18 13:53
FLAP,0,1,93599985,yabanci,2026_02,2026-04-18 13:53
LIOYS,0,0,31625013,yabanci,2026_02,2026-04-18 13:53
AKMGY,0,2,21568998,yabanci,2026_02,2026-04-18 13:53
SANEL,0,1,18112451,yabanci,2026_02,2026-04-18 13:53
AKYHO,0,2,223895870,yabanci,2026_02,2026-04-18 13:53
CELHA,0,0,146124228,yabanci,2026_02,2026-04-18 13:53
MANGO,0,50001,37831688,yabanci,2026_02,2026-04-18 13:53
EGCYO,0,0,21986285,yabanci,2026_02,2026-04-18 13:53
ARTOG,0,220000,18578922,yabanci,2026_02,2026-04-18 13:53
SEYKM,0,1,151040901,yabanci,2026_02,2026-04-18 13:53
SILVR,0,9,212818206,yabanci,2026_02,2026-04-18 13:53
GEREL,0,9836,219036379,yabanci,2026_02,2026-04-18 13:53
SKYLP,0,0,7159255,yabanci,2026_02,2026-04-18 13:53
SNPAM,0,1,19679871,yabanci,2026_02,2026-04-18 13:53
GLDTRF,0,884,45850000,yabanci,2026_02,2026-04-18 13:53
SONME,0,0,4349319,yabanci,2026_02,2026-04-18 13:53
ARAT,0,600000,39867975,yabanci,2026_02,2026-04-18 13:53
MEGAP,0,1,234498757,yabanci,2026_02,2026-04-18 13:53
OYLUM,0,0,80937367,yabanci,2026_02,2026-04-18 13:53
MEMSA,-1,0,160110709,yabanci,2026_02,2026-04-18 13:53
GLBMD,-1,0,28880500,yabanci,2026_02,2026-04-18 13:53
TRHOL,-43,13801,17635692,yabanci,2026_02,2026-04-18 13:53
DOGUB,-87,0,19821566,yabanci,2026_02,2026-04-18 13:53
MRSHL,-183,2,4212888,yabanci,2026_02,2026-04-18 13:53
YGYO,-270,19379716,1310632851,yabanci,2026_02,2026-04-18 13:53
ACSEL,-334,1,8589113,yabanci,2026_02,2026-04-18 13:53
KSTUR,-436,406,3952560,yabanci,2026_02,2026-04-18 13:53
KONYA,-871,50387,1646416,yabanci,2026_02,2026-04-18 13:53
BVSAN,-1248,3560,13749998,yabanci,2026_02,2026-04-18 13:53
POLTK,-1270,293077,1125000,yabanci,2026_02,2026-04-18 13:53
TBORG,-2105,155134,59392160,yabanci,2026_02,2026-04-18 13:53
CMBTN,-3083,1719,1023000,yabanci,2026_02,2026-04-18 13:53
CLEBI,-5672,219076,5490178,yabanci,2026_02,2026-04-18 13:53
MAKTK,-6072,44624,184370066,yabanci,2026_02,2026-04-18 13:53
BFREN,-6378,6202701,24586148,yabanci,2026_02,2026-04-18 13:53
SMART,-6674,87700,29737499,yabanci,2026_02,2026-04-18 13:53
DNISI,-6952,88,59171727,yabanci,2026_02,2026-04-18 13:53
MEPET,-7073,1309897,73940585,yabanci,2026_02,2026-04-18 13:53
EGEEN,-7521,104007,1137161,yabanci,2026_02,2026-04-18 13:53
INTEM,-7646,1536,9428747,yabanci,2026_02,2026-04-18 13:53
MEDTR,-8472,161539,24499999,yabanci,2026_02,2026-04-18 13:53
ARTMS,-9800,63377,24199999,yabanci,2026_02,2026-04-18 13:53
PINSU,-10824,172270,101635846,yabanci,2026_02,2026-04-18 13:53
BESLR,-11714,12577908,658098036,yabanci,2026_02,2026-04-18 13:53
BIOEN,-12409,14828630,197983418,yabanci,2026_02,2026-04-18 13:53
ERCB,-12501,793,39113273,yabanci,2026_02,2026-04-18 13:53
BRKVY,-13692,6528,13618361,yabanci,2026_02,2026-04-18 13:53
ADEL,-14261,2870,112043619,yabanci,2026_02,2026-04-18 13:53
MAALT,-17334,13225,4763850,yabanci,2026_02,2026-04-18 13:53
NUHCM,-17447,6468267,33163299,yabanci,2026_02,2026-04-18 13:53
ANGEN,-17579,305018,86440002,yabanci,2026_02,2026-04-18 13:53
BRYAT,-18004,408253,10264685,yabanci,2026_02,2026-04-18 13:53
LUKSK,-18758,2088,27257202,yabanci,2026_02,2026-04-18 13:53
KUTPO,-20019,67861,10524430,yabanci,2026_02,2026-04-18 13:53
EDATA,-20378,355700,160065395,yabanci,2026_02,2026-04-18 13:53
TUCLK,-20854,30007,253181400,yabanci,2026_02,2026-04-18 13:53
PKENT,-21086,35726,23766169,yabanci,2026_02,2026-04-18 13:53
ALCAR,-22177,6050,1721735,yabanci,2026_02,2026-04-18 13:53
ARENA,-22503,40935,66996461,yabanci,2026_02,2026-04-18 13:53
JANTS,-26021,3893123,207512786,yabanci,2026_02,2026-04-18 13:53
ULUSE,-27642,44425,24000000,yabanci,2026_02,2026-04-18 13:53
DUNYH,-28058,2456371,36443197,yabanci,2026_02,2026-04-18 13:53
SMRVA,-28162,2213118,28000000,yabanci,2026_02,2026-04-18 13:53
MZHLD,-34543,1,72215314,yabanci,2026_02,2026-04-18 13:53
PLTUR,-36884,331649,49500000,yabanci,2026_02,2026-04-18 13:53
DOFER,-37295,1828,20172500,yabanci,2026_02,2026-04-18 13:53
TATEN,-37391,4239801,347799724,yabanci,2026_02,2026-04-18 13:53
