hisse,adet2,tks2,oran,tip,donem,yukleme
CUSAN,29915,18500000,0.16,bulls,2026_03,2026-04-18 13:53
CGCAM,138713,42000000,0.33,bulls,2026_03,2026-04-18 13:53
ENERY,85677,2420687469,0.0,bulls,2026_03,2026-04-18 13:53
UCAYM,239103,60000000,0.4,bulls,2026_03,2026-04-18 13:53
YAPRK,13095,88514958,0.01,bulls,2026_03,2026-04-18 13:53
TKSMBV,92333,2362178,3.91,bulls,2026_03,2026-04-18 13:53
GENTS,2515237,749958921,0.34,bulls,2026_03,2026-04-18 13:53
TDGYO,35445,61998213,0.06,bulls,2026_03,2026-04-18 13:53
AXSMBV,14996,1121361,1.34,bulls,2026_03,2026-04-18 13:53
IEYHO,312340,541033797,0.06,bulls,2026_03,2026-04-18 13:53
VKING,17412,30932905,0.06,bulls,2026_03,2026-04-18 13:53
BARMA,44653,78130939,0.06,bulls,2026_03,2026-04-18 13:53
AVPGY,81771,99999990,0.08,bulls,2026_03,2026-04-18 13:53
SNICA,602254,321688855,0.19,bulls,2026_03,2026-04-18 13:53
TRMET,32025,174483588,0.02,bulls,2026_03,2026-04-18 13:53
ONRYT,44841,19730000,0.23,bulls,2026_03,2026-04-18 13:53
TGSAS,764872,12348294,6.19,bulls,2026_03,2026-04-18 13:53
EDALOV,11758,1333226,0.88,bulls,2026_03,2026-04-18 13:53
INTEM,18115,9428747,0.19,bulls,2026_03,2026-04-18 13:53
EUYO,333494,19932875,1.67,bulls,2026_03,2026-04-18 13:53
ERBOS,16765,15899843,0.11,bulls,2026_03,2026-04-18 13:53
BAGFS,2258808,100042745,2.26,bulls,2026_03,2026-04-18 13:53
ZGOLDF,2328,152040000,0.0,bulls,2026_03,2026-04-18 13:53
GIPTA,324673,51617863,0.63,bulls,2026_03,2026-04-18 13:53
GLRMK,57210,58116000,0.1,bulls,2026_03,2026-04-18 13:53
KIMMR,59813,75000000,0.08,bulls,2026_03,2026-04-18 13:53
ARTMS,91482,28399999,0.32,bulls,2026_03,2026-04-18 13:53
PBAZMV,10000,3574037,0.28,bulls,2026_03,2026-04-18 13:53
ARMGD,16254,54996000,0.03,bulls,2026_03,2026-04-18 13:53
ALKA,725372,330750000,0.22,bulls,2026_03,2026-04-18 13:53
PPITOV,9035,4965812,0.18,bulls,2026_03,2026-04-18 13:53
BALAT,498122,13588195,3.67,bulls,2026_03,2026-04-18 13:53
SEGYO,315828,203351321,0.16,bulls,2026_03,2026-04-18 13:53
KORDS,63853,65421451,0.1,bulls,2026_03,2026-04-18 13:53
KUVVA,9126,24204585,0.04,bulls,2026_03,2026-04-18 13:53
OTTO,12512,5824438,0.21,bulls,2026_03,2026-04-18 13:53
PRKME,48770,53038641,0.09,bulls,2026_03,2026-04-18 13:53
YIGIT,74865,74999974,0.1,bulls,2026_03,2026-04-18 13:53
PAGYO,108617,57781202,0.19,bulls,2026_03,2026-04-18 13:53
KUTPO,20548,10524430,0.2,bulls,2026_03,2026-04-18 13:53
KRSTL,44442,183664642,0.02,bulls,2026_03,2026-04-18 13:53
LILAK,278513,260252705,0.11,bulls,2026_03,2026-04-18 13:53
HKTM,136872,72747495,0.19,bulls,2026_03,2026-04-18 13:53
AYES,174856,87622392,0.2,bulls,2026_03,2026-04-18 13:53
ANELE,51508,151405542,0.03,bulls,2026_03,2026-04-18 13:53
GOZDE,471281,384991447,0.12,bulls,2026_03,2026-04-18 13:53
GATEG,59665,10570341,0.56,bulls,2026_03,2026-04-18 13:53
VBTYZ,71691,56205000,0.13,bulls,2026_03,2026-04-18 13:53
SAMAT,114744,103183797,0.11,bulls,2026_03,2026-04-18 13:53
OTKAR,20803,33417145,0.06,bulls,2026_03,2026-04-18 13:53
RYSAS,581264,1504020937,0.04,bulls,2026_03,2026-04-18 13:53
IZINV,96205,13540386,0.71,bulls,2026_03,2026-04-18 13:53
MACKO,13782,41500000,0.03,bulls,2026_03,2026-04-18 13:53
ACSEL,11753,8589113,0.14,bulls,2026_03,2026-04-18 13:53
SNPAM,85017,19679871,0.43,bulls,2026_03,2026-04-18 13:53
ISFIN,68886,310154523,0.02,bulls,2026_03,2026-04-18 13:53
YATAS,24526,94866488,0.03,bulls,2026_03,2026-04-18 13:53
EUKYO,17717,19899963,0.09,bulls,2026_03,2026-04-18 13:53
YBTAS,119415,31617148,0.38,bulls,2026_03,2026-04-18 13:53
EDIP,24283,36468204,0.07,bulls,2026_03,2026-04-18 13:53
ARENA,50253,66996461,0.08,bulls,2026_03,2026-04-18 13:53
RODRG,11368,16822352,0.07,bulls,2026_03,2026-04-18 13:53
CCOLA,28545,820001147,0.0,bulls,2026_03,2026-04-18 13:53
EBEBK,8149,40534692,0.02,bulls,2026_03,2026-04-18 13:53
MPARK,8720,80869110,0.01,bulls,2026_03,2026-04-18 13:53
MEGAP,126668,234498757,0.05,bulls,2026_03,2026-04-18 13:53
CATES,8365,33050000,0.03,bulls,2026_03,2026-04-18 13:53
DGATE,40018,15227271,0.26,bulls,2026_03,2026-04-18 13:53
INGRM,10372,14969536,0.07,bulls,2026_03,2026-04-18 13:53
SMRVA,22038,28000000,0.08,bulls,2026_03,2026-04-18 13:53
ATATP,104670,18809999,0.56,bulls,2026_03,2026-04-18 13:53
ATSYH,15660,7998869,0.2,bulls,2026_03,2026-04-18 13:53
TMPOL,86633,11039990,0.78,bulls,2026_03,2026-04-18 13:53
ANRDOV,2496,4500000,0.06,bulls,2026_03,2026-04-18 13:53
FLAP,24378,93599985,0.03,bulls,2026_03,2026-04-18 13:53
RGYAS,6668,105523000,0.01,bulls,2026_03,2026-04-18 13:53
BANVT,4740,36961044,0.01,bulls,2026_03,2026-04-18 13:53
DGNMO,166636,327634635,0.05,bulls,2026_03,2026-04-18 13:53
OYAYO,21027,19999941,0.11,bulls,2026_03,2026-04-18 13:53
GOLTS,5267,12422783,0.04,bulls,2026_03,2026-04-18 13:53
MEPET,116522,73940585,0.16,bulls,2026_03,2026-04-18 13:53
AYCES,7895,1895369,0.42,bulls,2026_03,2026-04-18 13:53
PPIEPV,1800,4742599,0.04,bulls,2026_03,2026-04-18 13:53
ATAGY,58900,45670114,0.13,bulls,2026_03,2026-04-18 13:53
VANGD,36329,24374995,0.15,bulls,2026_03,2026-04-18 13:53
MTRKS,33011,43633165,0.08,bulls,2026_03,2026-04-18 13:53
KLSER,73229,109457654,0.07,bulls,2026_03,2026-04-18 13:53
PARSN,25922,34033246,0.08,bulls,2026_03,2026-04-18 13:53
RYGYO,1146472,770588057,0.15,bulls,2026_03,2026-04-18 13:53
ODINE,3999,52810834,0.01,bulls,2026_03,2026-04-18 13:53
ATEKS,3341,5441598,0.06,bulls,2026_03,2026-04-18 13:53
KRVGD,50994,596159766,0.01,bulls,2026_03,2026-04-18 13:53
RAYSG,16491,51947024,0.03,bulls,2026_03,2026-04-18 13:53
FMIZP,2655,3497641,0.08,bulls,2026_03,2026-04-18 13:53
AYEN,7251,55531320,0.01,bulls,2026_03,2026-04-18 13:53
VAKFN,1507248,2064378140,0.07,bulls,2026_03,2026-04-18 13:53
PKART,5378,11048497,0.05,bulls,2026_03,2026-04-18 13:53
UASAXV,2000,1910781,0.1,bulls,2026_03,2026-04-18 13:53
SANKO,61776,37499197,0.16,bulls,2026_03,2026-04-18 13:53
EGSER,152971,545751057,0.03,bulls,2026_03,2026-04-18 13:53
KENT,1422,1786507,0.08,bulls,2026_03,2026-04-18 13:53
DEVA,47628,199971824,0.02,bulls,2026_03,2026-04-18 13:53
FORTE,44483,27999999,0.16,bulls,2026_03,2026-04-18 13:53
TLMAN,10559,10300000,0.1,bulls,2026_03,2026-04-18 13:53
TRENJ,37299,98018735,0.04,bulls,2026_03,2026-04-18 13:53
BRYAT,9209,10264685,0.09,bulls,2026_03,2026-04-18 13:53
DITAS,4374,83407810,0.01,bulls,2026_03,2026-04-18 13:53
TTRAK,18030,24967158,0.07,bulls,2026_03,2026-04-18 13:53
KRPLS,99435,78486163,0.13,bulls,2026_03,2026-04-18 13:53
HTTBT,19126,82805422,0.02,bulls,2026_03,2026-04-18 13:53
CLEBI,1579,5490178,0.03,bulls,2026_03,2026-04-18 13:53
AKYHO,4360298,223895870,1.95,bulls,2026_03,2026-04-18 13:53
AVGYO,2801,111590302,0.0,bulls,2026_03,2026-04-18 13:53
SONME,4563,4349319,0.1,bulls,2026_03,2026-04-18 13:53
PSDTC,7936,6599991,0.12,bulls,2026_03,2026-04-18 13:53
TBORG,38014,59392160,0.06,bulls,2026_03,2026-04-18 13:53
GMSTRF,18619,75300000,0.02,bulls,2026_03,2026-04-18 13:53
ANHYT,4278,88457041,0.0,bulls,2026_03,2026-04-18 13:53
ULUSE,4365,24000000,0.02,bulls,2026_03,2026-04-18 13:53
MAALT,5075,4763850,0.11,bulls,2026_03,2026-04-18 13:53
SELEC,10864,124262097,0.01,bulls,2026_03,2026-04-18 13:53
ANIJWV,125,7964886,0.0,bulls,2026_03,2026-04-18 13:53
ISBIR,7006,14545542,0.05,bulls,2026_03,2026-04-18 13:53
PBSYMV,100,15200000,0.0,bulls,2026_03,2026-04-18 13:53
COSMO,3294,6494091,0.05,bulls,2026_03,2026-04-18 13:53
LUKSK,1073,27257202,0.0,bulls,2026_03,2026-04-18 13:53
KONYA,1423,1646416,0.09,bulls,2026_03,2026-04-18 13:53
YONGA,5733,7198435,0.08,bulls,2026_03,2026-04-18 13:53
CEOEM,60773,22209658,0.27,bulls,2026_03,2026-04-18 13:53
DIRIT,16049,10150123,0.16,bulls,2026_03,2026-04-18 13:53
CMBTN,1694,1023000,0.17,bulls,2026_03,2026-04-18 13:53
PAMEL,13084,21533681,0.06,bulls,2026_03,2026-04-18 13:53
QNBTR,197,2571745911,0.0,bulls,2026_03,2026-04-18 13:53
GRNYO,8551,37386059,0.02,bulls,2026_03,2026-04-18 13:53
POLTK,226,1125000,0.02,bulls,2026_03,2026-04-18 13:53
ORMA,5918,3663265,0.16,bulls,2026_03,2026-04-18 13:53
EMNIS,5494,3429235,0.16,bulls,2026_03,2026-04-18 13:53
BISKNV,30009,1547161,1.94,bulls,2026_03,2026-04-18 13:53
ALCAR,1323,1721735,0.08,bulls,2026_03,2026-04-18 13:53
QNBFK,61628,843137646,0.01,bulls,2026_03,2026-04-18 13:53
DMISH,146669,41526838,0.35,bulls,2026_03,2026-04-18 13:53
TUMTK,8868,76370187,0.01,bulls,2026_03,2026-04-18 13:53
ENPRA,2683,374258700,0.0,bulls,2026_03,2026-04-18 13:53
MENBA,28830,3496852,0.82,bulls,2026_03,2026-04-18 13:53
RANLO,65918,19850386,0.33,bulls,2026_03,2026-04-18 13:53
ARTI,8105,9881683,0.08,bulls,2026_03,2026-04-18 13:53
GNPWR,102200,21999996,0.46,bulls,2026_03,2026-04-18 13:53
UKIM,102,2053621,0.0,bulls,2026_03,2026-04-18 13:53
METAL,2801,9024711,0.03,bulls,2026_03,2026-04-18 13:53
ROYAL,41,17249999,0.0,bulls,2026_03,2026-04-18 13:53
UMPAS,503,19699184,0.0,bulls,2026_03,2026-04-18 13:53
UNTAR,28711,29562129,0.1,bulls,2026_03,2026-04-18 13:53
GOLDS,352220,192323946,0.18,bulls,2026_03,2026-04-18 13:53
ERICO,14103,5214523,0.27,bulls,2026_03,2026-04-18 13:53
UZEL,12615,26329793,0.05,bulls,2026_03,2026-04-18 13:53
CLKHO,390980,26183651,1.49,bulls,2026_03,2026-04-18 13:53
ESEMS,1076,11202091,0.01,bulls,2026_03,2026-04-18 13:53
SALIX,45853,4949230,0.93,bulls,2026_03,2026-04-18 13:53
AVHOL,1859,26047279,0.01,bulls,2026_03,2026-04-18 13:53
DOKTA,24933,145872862,0.02,bulls,2026_03,2026-04-18 13:53
ARTOG,57781,18578922,0.31,bulls,2026_03,2026-04-18 13:53
ARAT,50147,39867975,0.13,bulls,2026_03,2026-04-18 13:53
ARBUL,69230,15459297,0.45,bulls,2026_03,2026-04-18 13:53
ASYAB,1755636,477899601,0.37,bulls,2026_03,2026-04-18 13:53
MRTGG,20313,14339249,0.14,bulls,2026_03,2026-04-18 13:53
XABDOV,5000,2295525,0.22,bulls,2026_03,2026-04-18 13:53
HITIT,10262,4488204,0.23,bulls,2026_03,2026-04-18 13:53
EGCEY,29059,19749798,0.15,bulls,2026_03,2026-04-18 13:53
SKPLC,60469,13084995,0.46,bulls,2026_03,2026-04-18 13:53
KPHOL,3022,4207498,0.07,bulls,2026_03,2026-04-18 13:53
KRATL,97811,17800000,0.55,bulls,2026_03,2026-04-18 13:53
EGCYH,169802,39900235,0.43,bulls,2026_03,2026-04-18 13:53
FENIS,74076,26080019,0.28,bulls,2026_03,2026-04-18 13:53
EGCYO,12969,21986285,0.06,bulls,2026_03,2026-04-18 13:53
ATAC,284016,103398067,0.27,bulls,2026_03,2026-04-18 13:53
BYSAN,37358,16552134,0.23,bulls,2026_03,2026-04-18 13:53
SUMAS,2801,5434738,0.05,bulls,2026_03,2026-04-18 13:53
TARAF,7803,5033275,0.16,bulls,2026_03,2026-04-18 13:53
AKPAZ,19951,22488832,0.09,bulls,2026_03,2026-04-18 13:53
ZPBDLF,1767,8240000,0.02,bulls,2026_03,2026-04-18 13:53
ZPLIBF,4483,193280000,0.0,bulls,2026_03,2026-04-18 13:53
CBSBO,86,14692447,0.0,bulls,2026_03,2026-04-18 13:53
EGYO,71088,36676214,0.19,bulls,2026_03,2026-04-18 13:53
FVORI,63040,17564673,0.36,bulls,2026_03,2026-04-18 13:53
BMEKS,642062,114192339,0.56,bulls,2026_03,2026-04-18 13:53
LIOYS,20996,31625013,0.07,bulls,2026_03,2026-04-18 13:53
IYAHOV,0,1519576,0.0,bulls,2026_03,2026-04-18 13:53
ANELT,72,43199817,0.0,bulls,2026_03,2026-04-18 13:53
GEDIZ,42966,7163595,0.6,bulls,2026_03,2026-04-18 13:53
PGSFQV,20000,4059391,0.49,bulls,2026_03,2026-04-18 13:53
AKSEL,14367,7100000,0.2,bulls,2026_03,2026-04-18 13:53
GENYH,59176,9999906,0.59,bulls,2026_03,2026-04-18 13:53
APMDLF,1500,12300000,0.01,bulls,2026_03,2026-04-18 13:53
MANGO,457379,37831688,1.21,bulls,2026_03,2026-04-18 13:53
PPIETV,0,4462305,0.0,bulls,2026_03,2026-04-18 13:53
PRTAS,24183,21405233,0.11,bulls,2026_03,2026-04-18 13:53
TRNSK,78141,25616249,0.31,bulls,2026_03,2026-04-18 13:53
ATPET,48166,11403497,0.42,bulls,2026_03,2026-04-18 13:53
LATEK,222005,39499512,0.56,bulls,2026_03,2026-04-18 13:53
KSTUR,523,3952560,0.01,bulls,2026_03,2026-04-18 13:53
SASKTV,9981,1732759,0.58,bulls,2026_03,2026-04-18 13:53
MRSHL,165,4212888,0.0,bulls,2026_03,2026-04-18 13:53
ULIFTV,49958,3835471,1.3,bulls,2026_03,2026-04-18 13:53
INTEK,711,5043584,0.01,bulls,2026_03,2026-04-18 13:53
SARKY,134446,999999671,0.01,bulls,2026_03,2026-04-18 13:53
SODSN,2176,45485261,0.0,bulls,2026_03,2026-04-18 13:53
YAYLA,21615,39874966,0.05,bulls,2026_03,2026-04-18 13:53
BLCYT,110475,49088907,0.23,bulls,2026_03,2026-04-18 13:53
AYGAZ,70038,98568807,0.07,bulls,2026_03,2026-04-18 13:53
CASA,17065,4894317,0.35,bulls,2026_03,2026-04-18 13:53
MEDTR,216278,24499999,0.88,bulls,2026_03,2026-04-18 13:53
ETYAT,6597,17737148,0.04,bulls,2026_03,2026-04-18 13:53
TRCAS,14942,206252869,0.01,bulls,2026_03,2026-04-18 13:53
DERIM,8033,40403770,0.02,bulls,2026_03,2026-04-18 13:53
CMENT,5201,56829666,0.01,bulls,2026_03,2026-04-18 13:53
NUHCM,3255,33164430,0.01,bulls,2026_03,2026-04-18 13:53
KMPUR,66173,132432524,0.05,bulls,2026_03,2026-04-18 13:53
KLMSN,15976,30881297,0.05,bulls,2026_03,2026-04-18 13:53
MZHLD,16868,72215314,0.02,bulls,2026_03,2026-04-18 13:53
BAKAB,8168,34985326,0.02,bulls,2026_03,2026-04-18 13:53
GLCVY,781,26400000,0.0,bulls,2026_03,2026-04-18 13:53
TABGD,5110,52499906,0.01,bulls,2026_03,2026-04-18 13:53
DSTKF,19698,84533333,0.02,bulls,2026_03,2026-04-18 13:53
AGESA,6920,35829553,0.02,bulls,2026_03,2026-04-18 13:53
PRZMA,16941,61941150,0.03,bulls,2026_03,2026-04-18 13:53
EGEEN,1044,1137161,0.09,bulls,2026_03,2026-04-18 13:53
BRSAN,23173,35912460,0.06,bulls,2026_03,2026-04-18 13:53
MAKIM,92769,42559998,0.22,bulls,2026_03,2026-04-18 13:53
LOGO,10137,74328248,0.01,bulls,2026_03,2026-04-18 13:53
KARTN,7234,72781126,0.01,bulls,2026_03,2026-04-18 13:53
AKMGY,33556,21568998,0.16,bulls,2026_03,2026-04-18 13:53
EKIZ,18952,8198720,0.23,bulls,2026_03,2026-04-18 13:53
HATSN,45323,44299964,0.1,bulls,2026_03,2026-04-18 13:53
DOGUB,950,19821566,0.0,bulls,2026_03,2026-04-18 13:53
LYDYE,774006,1391287,55.63,bulls,2026_03,2026-04-18 13:53
GLBMD,26456,28880500,0.09,bulls,2026_03,2026-04-18 13:53
TMSN,47971,44449999,0.11,bulls,2026_03,2026-04-18 13:53
VSNMD,43130,24000000,0.18,bulls,2026_03,2026-04-18 13:53
PRKAB,74973,35225443,0.21,bulls,2026_03,2026-04-18 13:53
MAGEN,180123,719512140,0.03,bulls,2026_03,2026-04-18 13:53
MTRYO,79630,39900000,0.2,bulls,2026_03,2026-04-18 13:53
DNISI,6871,59171727,0.01,bulls,2026_03,2026-04-18 13:53
SKYMD,97155,52499981,0.19,bulls,2026_03,2026-04-18 13:53
TARKM,2626,4999997,0.05,bulls,2026_03,2026-04-18 13:53
SKYLP,42375,7159255,0.59,bulls,2026_03,2026-04-18 13:53
HRKET,5351,24000000,0.02,bulls,2026_03,2026-04-18 13:53
ALFAS,40207,84639559,0.05,bulls,2026_03,2026-04-18 13:53
AKSUE,75510,56376184,0.13,bulls,2026_03,2026-04-18 13:53
MSGYO,288771,169650150,0.17,bulls,2026_03,2026-04-18 13:53
MMCAS,2719222,12394294,21.94,bulls,2026_03,2026-04-18 13:53
BEYAZ,76806,42317352,0.18,bulls,2026_03,2026-04-18 13:53
ERCB,699067,39113273,1.79,bulls,2026_03,2026-04-18 13:53
BASGZ,62035,174999999,0.04,bulls,2026_03,2026-04-18 13:53
RUBNS,175675,42377765,0.41,bulls,2026_03,2026-04-18 13:53
SANFM,1024340,225029995,0.46,bulls,2026_03,2026-04-18 13:53
OZKGY,1205014,363999945,0.33,bulls,2026_03,2026-04-18 13:53
VERUS,789,34499937,0.0,bulls,2026_03,2026-04-18 13:53
BFREN,24431,24586148,0.1,bulls,2026_03,2026-04-18 13:53
DGGYO,8914,280709437,0.0,bulls,2026_03,2026-04-18 13:53
ARDYZ,191530,279551557,0.07,bulls,2026_03,2026-04-18 13:53
ECZYT,4671,45880511,0.01,bulls,2026_03,2026-04-18 13:53
ZRGYO,12073,1173404997,0.0,bulls,2026_03,2026-04-18 13:53
ASUZU,41929,41130807,0.1,bulls,2026_03,2026-04-18 13:53
ORGE,28204,41839996,0.07,bulls,2026_03,2026-04-18 13:53
BALSU,390679,278000000,0.14,bulls,2026_03,2026-04-18 13:53
BVSAN,36945,13749998,0.27,bulls,2026_03,2026-04-18 13:53
SUNTK,-940,145280000,-0.0,bulls,2026_03,2026-04-18 13:53
OYLUM,30345,80937367,0.04,bulls,2026_03,2026-04-18 13:53
DOFER,64481,20172500,0.32,bulls,2026_03,2026-04-18 13:53
EGGUB,906605,75862197,1.2,bulls,2026_03,2026-04-18 13:53
AHGAZ,199424,659370871,0.03,bulls,2026_03,2026-04-18 13:53
YGYO,749898,1310632851,0.06,bulls,2026_03,2026-04-18 13:53
OZSUB,48737,44247402,0.11,bulls,2026_03,2026-04-18 13:53
OFSYM,40960,22749998,0.18,bulls,2026_03,2026-04-18 13:53
ISDMR,66585,147631816,0.05,bulls,2026_03,2026-04-18 13:53
IHYAY,1790814,388124996,0.46,bulls,2026_03,2026-04-18 13:53
INVES,1238,37480000,0.0,bulls,2026_03,2026-04-18 13:53
ATAKP,329860,28224000,1.17,bulls,2026_03,2026-04-18 13:53
VAKKO,13811,30788486,0.04,bulls,2026_03,2026-04-18 13:53
GMTAS,796713,298687813,0.27,bulls,2026_03,2026-04-18 13:53
ANGEN,94681,86440002,0.11,bulls,2026_03,2026-04-18 13:53
BAHKM,12904,23289000,0.06,bulls,2026_03,2026-04-18 13:53
NUGYO,79295,324943976,0.02,bulls,2026_03,2026-04-18 13:53
VAKFA,158694,224999701,0.07,bulls,2026_03,2026-04-18 13:53
BRKVY,59871,13618361,0.44,bulls,2026_03,2026-04-18 13:53
SUWEN,71659,365687500,0.02,bulls,2026_03,2026-04-18 13:53
GWIND,285786,179165491,0.16,bulls,2026_03,2026-04-18 13:53
KLKIM,41082,138383655,0.03,bulls,2026_03,2026-04-18 13:53
NETAS,35282,31783484,0.11,bulls,2026_03,2026-04-18 13:53
PKENT,651,23766169,0.0,bulls,2026_03,2026-04-18 13:53
TRHOL,115902,17583212,0.66,bulls,2026_03,2026-04-18 13:53
DMSAS,110795,199994510,0.06,bulls,2026_03,2026-04-18 13:53
BRKSN,53450,62639942,0.09,bulls,2026_03,2026-04-18 13:53
ARASE,96635,49999991,0.19,bulls,2026_03,2026-04-18 13:53
BRMEN,13831,57566555,0.02,bulls,2026_03,2026-04-18 13:53
ULAS,62263,25200172,0.25,bulls,2026_03,2026-04-18 13:53
KONKA,29382,89670000,0.03,bulls,2026_03,2026-04-18 13:53
ERSU,88672,31755894,0.28,bulls,2026_03,2026-04-18 13:53
GRSEL,22437,29650000,0.08,bulls,2026_03,2026-04-18 13:53
GARFA,3654,138399778,0.0,bulls,2026_03,2026-04-18 13:53
AKFIS,228953,66841328,0.34,bulls,2026_03,2026-04-18 13:53
ENDAE,196992,123901910,0.16,bulls,2026_03,2026-04-18 13:53
ATLAS,40709,59999865,0.07,bulls,2026_03,2026-04-18 13:53
IZFAS,702439,156001658,0.45,bulls,2026_03,2026-04-18 13:53
TURGG,54341,32042988,0.17,bulls,2026_03,2026-04-18 13:53
SDTTR,3937,15990000,0.02,bulls,2026_03,2026-04-18 13:53
KAPLM,31827,4571305,0.7,bulls,2026_03,2026-04-18 13:53
GEREL,855894,219036379,0.39,bulls,2026_03,2026-04-18 13:53
AYDEM,35865,130000000,0.03,bulls,2026_03,2026-04-18 13:53
PLTUR,89650,49500000,0.18,bulls,2026_03,2026-04-18 13:53
PNLSN,61883,34752383,0.18,bulls,2026_03,2026-04-18 13:53
MAVI,92992,576779312,0.02,bulls,2026_03,2026-04-18 13:53
GUBRF,208261,85403679,0.24,bulls,2026_03,2026-04-18 13:53
SEKFK,63933,62311473,0.1,bulls,2026_03,2026-04-18 13:53
BASCM,54533,49238593,0.11,bulls,2026_03,2026-04-18 13:53
ENSRI,23,236333503,0.0,bulls,2026_03,2026-04-18 13:53
GUNDG,57065,18968983,0.3,bulls,2026_03,2026-04-18 13:53
GEDIK,38985,983076857,0.0,bulls,2026_03,2026-04-18 13:53
JANTS,235820,207607465,0.11,bulls,2026_03,2026-04-18 13:53
OZYSR,165963,40488000,0.41,bulls,2026_03,2026-04-18 13:53
ADGYO,389711,379654333,0.1,bulls,2026_03,2026-04-18 13:53
DUNYH,15783764,36443197,43.31,bulls,2026_03,2026-04-18 13:53
KFEIN,83154,150306170,0.06,bulls,2026_03,2026-04-18 13:53
GLYHO,1301383,1949290631,0.07,bulls,2026_03,2026-04-18 13:53
UNLU,113481,102181558,0.11,bulls,2026_03,2026-04-18 13:53
KRDMB,13638,118762110,0.01,bulls,2026_03,2026-04-18 13:53
INVEO,280211,998999954,0.03,bulls,2026_03,2026-04-18 13:53
MERKO,312372,101104700,0.31,bulls,2026_03,2026-04-18 13:53
OBASE,145671,14924000,0.98,bulls,2026_03,2026-04-18 13:53
SKTAS,934821,332865443,0.28,bulls,2026_03,2026-04-18 13:53
CELHA,46218,146124225,0.03,bulls,2026_03,2026-04-18 13:53
KZGYO,-23043,49999978,-0.05,bulls,2026_03,2026-04-18 13:53
SEYKM,130356,151040901,0.09,bulls,2026_03,2026-04-18 13:53
ELITE,72974,44650000,0.16,bulls,2026_03,2026-04-18 13:53
TSGYO,216880,266499982,0.08,bulls,2026_03,2026-04-18 13:53
GESAN,176383,141759179,0.12,bulls,2026_03,2026-04-18 13:53
EPLAS,168889,190491857,0.09,bulls,2026_03,2026-04-18 13:53
DAGI,105138,175301274,0.06,bulls,2026_03,2026-04-18 13:53
ALTNY,682492,399885115,0.17,bulls,2026_03,2026-04-18 13:53
PRDGS,214242,110850000,0.19,bulls,2026_03,2026-04-18 13:53
GEDZA,27866,42983624,0.06,bulls,2026_03,2026-04-18 13:53
DESPC,20448,16023700,0.13,bulls,2026_03,2026-04-18 13:53
SURGY,69437,44999990,0.15,bulls,2026_03,2026-04-18 13:53
UFUK,39697181,46845974,84.74,bulls,2026_03,2026-04-18 13:53
ISGSY,57175,47378729,0.12,bulls,2026_03,2026-04-18 13:53
DOFRB,132803,45000000,0.3,bulls,2026_03,2026-04-18 13:53
AKSGY,452029,1628451947,0.03,bulls,2026_03,2026-04-18 13:53
KOTON,178045,136599922,0.13,bulls,2026_03,2026-04-18 13:53
KNFRT,176982,131747000,0.13,bulls,2026_03,2026-04-18 13:53
HUBVC,1029645,277189572,0.37,bulls,2026_03,2026-04-18 13:53
IHGZT,56877983,570666228,9.97,bulls,2026_03,2026-04-18 13:53
IHEVA,431927,291631239,0.15,bulls,2026_03,2026-04-18 13:53
HEDEF,127415,562499930,0.02,bulls,2026_03,2026-04-18 13:53
YGGYO,260057,240625741,0.11,bulls,2026_03,2026-04-18 13:53
AKSA,1466804,1503650642,0.1,bulls,2026_03,2026-04-18 13:53
IZMDC,307349,723225318,0.04,bulls,2026_03,2026-04-18 13:53
MEMSA,1061782,160110709,0.66,bulls,2026_03,2026-04-18 13:53
BMSTL,64010,74772261,0.09,bulls,2026_03,2026-04-18 13:53
MARKA,56323,20802018,0.27,bulls,2026_03,2026-04-18 13:53
BAYRK,129115,189751123,0.07,bulls,2026_03,2026-04-18 13:53
OZATD,12567,13349988,0.09,bulls,2026_03,2026-04-18 13:53
ECILC,612720,210589603,0.29,bulls,2026_03,2026-04-18 13:53
ISSEN,653187,107417374,0.61,bulls,2026_03,2026-04-18 13:53
NETCD,7634,40000000,0.02,bulls,2026_03,2026-04-18 13:53
ALKLC,-277,45283467,-0.0,bulls,2026_03,2026-04-18 13:53
MARBL,117615,65226403,0.18,bulls,2026_03,2026-04-18 13:53
AZTEK,32660,279000000,0.01,bulls,2026_03,2026-04-18 13:53
GSDHO,1027592,999994969,0.1,bulls,2026_03,2026-04-18 13:53
MOGAN,1192043,262635000,0.45,bulls,2026_03,2026-04-18 13:53
BYDNR,5396655,22999984,23.46,bulls,2026_03,2026-04-18 13:53
DMLKTG,129876,2494529047,0.01,bulls,2026_03,2026-04-18 13:53
TEKTU,670530,195639311,0.34,bulls,2026_03,2026-04-18 13:53
AGROT,539474,879999770,0.06,bulls,2026_03,2026-04-18 13:53
AKENR,735096,385189246,0.19,bulls,2026_03,2026-04-18 13:53
PCILT,19047,45014182,0.04,bulls,2026_03,2026-04-18 13:53
HATEK,58916,62998947,0.09,bulls,2026_03,2026-04-18 13:53
ADEL,78932,112043619,0.07,bulls,2026_03,2026-04-18 13:53
BERA,161801,492027250,0.03,bulls,2026_03,2026-04-18 13:53
ETILR,101046,156217454,0.06,bulls,2026_03,2026-04-18 13:53
TCKRC,295116,70000000,0.42,bulls,2026_03,2026-04-18 13:53
