hisse,adet2,tks2,oran,tip,donem,yukleme
BARMA,30408,68130939,0.04,bulls,2026_02,2026-04-18 13:53
EUREN,1392486,1040132637,0.13,bulls,2026_02,2026-04-18 13:53
TSGYO,255053,266499982,0.1,bulls,2026_02,2026-04-18 13:53
RYGYO,1144908,770588057,0.15,bulls,2026_02,2026-04-18 13:53
ENERY,68938,2420687469,0.0,bulls,2026_02,2026-04-18 13:53
MNDRS,1504767,222007982,0.68,bulls,2026_02,2026-04-18 13:53
BERA,257355,491964370,0.05,bulls,2026_02,2026-04-18 13:53
KAREL,1272916,329659497,0.39,bulls,2026_02,2026-04-18 13:53
AKFGY,2442652,3457819313,0.07,bulls,2026_02,2026-04-18 13:53
AKYHO,4359928,223895870,1.95,bulls,2026_02,2026-04-18 13:53
OFSYM,50409,22749998,0.22,bulls,2026_02,2026-04-18 13:53
BRKO,1236334,138220828,0.89,bulls,2026_02,2026-04-18 13:53
SEGYO,307418,203351321,0.15,bulls,2026_02,2026-04-18 13:53
NATEN,969645,309375000,0.31,bulls,2026_02,2026-04-18 13:53
PRKME,41135,53038641,0.08,bulls,2026_02,2026-04-18 13:53
DOHOL,-139074,984706978,-0.01,bulls,2026_02,2026-04-18 13:53
ARDYZ,196426,279551557,0.07,bulls,2026_02,2026-04-18 13:53
BORLS,370908,308652686,0.12,bulls,2026_02,2026-04-18 13:53
DITAS,3781,83407812,0.0,bulls,2026_02,2026-04-18 13:53
EUPWR,593317,199610525,0.3,bulls,2026_02,2026-04-18 13:53
BALAT,489679,13585960,3.6,bulls,2026_02,2026-04-18 13:53
LILAK,271511,260252705,0.1,bulls,2026_02,2026-04-18 13:53
VESTL,474163,295447203,0.16,bulls,2026_02,2026-04-18 13:53
AGROT,625213,843999770,0.07,bulls,2026_02,2026-04-18 13:53
TKFEN,-64147,230848007,-0.03,bulls,2026_02,2026-04-18 13:53
QUAGR,2513784,1773200000,0.14,bulls,2026_02,2026-04-18 13:53
DAGI,145212,175301274,0.08,bulls,2026_02,2026-04-18 13:53
FLAP,21890,93599985,0.02,bulls,2026_02,2026-04-18 13:53
ANELE,44799,151405542,0.03,bulls,2026_02,2026-04-18 13:53
TEKTU,752832,195639311,0.38,bulls,2026_02,2026-04-18 13:53
ARFYE,546473,47000000,1.16,bulls,2026_02,2026-04-18 13:53
ALKA,716014,330750000,0.22,bulls,2026_02,2026-04-18 13:53
HEDEF,183473,562499930,0.03,bulls,2026_02,2026-04-18 13:53
PRDGS,257042,110850000,0.23,bulls,2026_02,2026-04-18 13:53
IHYAY,1800372,388124996,0.46,bulls,2026_02,2026-04-18 13:53
VRGYO,1231350,597693904,0.21,bulls,2026_02,2026-04-18 13:53
ULUFA,177461,305269391,0.06,bulls,2026_02,2026-04-18 13:53
JANTS,263277,207512786,0.13,bulls,2026_02,2026-04-18 13:53
EUYO,322153,19932875,1.62,bulls,2026_02,2026-04-18 13:53
MARKA,121189,20752018,0.58,bulls,2026_02,2026-04-18 13:53
ESEN,259668,682499950,0.04,bulls,2026_02,2026-04-18 13:53
SARKY,134706,999999671,0.01,bulls,2026_02,2026-04-18 13:53
FENER,803054,2772321468,0.03,bulls,2026_02,2026-04-18 13:53
GARAN,-802,2454957798,-0.0,bulls,2026_02,2026-04-18 13:53
DMSAS,124775,199994510,0.06,bulls,2026_02,2026-04-18 13:53
TRILC,251017,118499496,0.21,bulls,2026_02,2026-04-18 13:53
DMLKTG,212076,2517503921,0.01,bulls,2026_02,2026-04-18 13:53
YESIL,1909629,640699949,0.3,bulls,2026_02,2026-04-18 13:53
DCTTR,644882,157328724,0.41,bulls,2026_02,2026-04-18 13:53
GRTHO,3972002,36745000,10.81,bulls,2026_02,2026-04-18 13:53
KOTON,228964,136599922,0.17,bulls,2026_02,2026-04-18 13:53
BJKAS,845033,1776089716,0.05,bulls,2026_02,2026-04-18 13:53
MEGMT,175617,72749986,0.24,bulls,2026_02,2026-04-18 13:53
OSMEN,140080,157750927,0.09,bulls,2026_02,2026-04-18 13:53
BALSU,397145,278000000,0.14,bulls,2026_02,2026-04-18 13:53
PATEK,850538,293081892,0.29,bulls,2026_02,2026-04-18 13:53
OZKGY,1209316,363999945,0.33,bulls,2026_02,2026-04-18 13:53
CEMTS,368640,233425986,0.16,bulls,2026_02,2026-04-18 13:53
ARCLK,222136,170054748,0.13,bulls,2026_02,2026-04-18 13:53
CEMAS,1860704,790994229,0.24,bulls,2026_02,2026-04-18 13:53
KERVN,162238,588346973,0.03,bulls,2026_02,2026-04-18 13:53
SERNT,261234,113000000,0.23,bulls,2026_02,2026-04-18 13:53
MHRGY,194011,310499991,0.06,bulls,2026_02,2026-04-18 13:53
DENGE,638981,525284797,0.12,bulls,2026_02,2026-04-18 13:53
ENKAI,-67964,874733059,-0.01,bulls,2026_02,2026-04-18 13:53
IHLAS,2778072,1396079076,0.2,bulls,2026_02,2026-04-18 13:53
BNTAS,1161593,170624998,0.68,bulls,2026_02,2026-04-18 13:53
AKFYE,201379,551782160,0.04,bulls,2026_02,2026-04-18 13:53
YKSLN,648803,197429570,0.33,bulls,2026_02,2026-04-18 13:53
DARDL,1137416,1753442695,0.06,bulls,2026_02,2026-04-18 13:53
ODAS,9424804,1113798031,0.85,bulls,2026_02,2026-04-18 13:53
BULGS,5524452,72499900,7.62,bulls,2026_02,2026-04-18 13:53
FRIGO,1134608,263258455,0.43,bulls,2026_02,2026-04-18 13:53
AKSEN,65215,638545796,0.01,bulls,2026_02,2026-04-18 13:53
MERIT,610248,329748900,0.19,bulls,2026_02,2026-04-18 13:53
TCELL,148836,1622604373,0.01,bulls,2026_02,2026-04-18 13:53
HURGZ,243445,220784167,0.11,bulls,2026_02,2026-04-18 13:53
ZERGY,446865,156799985,0.28,bulls,2026_02,2026-04-18 13:53
SKTAS,968526,332865443,0.29,bulls,2026_02,2026-04-18 13:53
ALVES,1172994,1159999780,0.1,bulls,2026_02,2026-04-18 13:53
ENJSA,-60648,236209270,-0.03,bulls,2026_02,2026-04-18 13:53
BEGYO,170246,290000000,0.06,bulls,2026_02,2026-04-18 13:53
BINHO,1616608,488884380,0.33,bulls,2026_02,2026-04-18 13:53
ALKIM,1629062,182767821,0.89,bulls,2026_02,2026-04-18 13:53
TEZOL,382728,139999972,0.27,bulls,2026_02,2026-04-18 13:53
SNGYO,1562569,3607173097,0.04,bulls,2026_02,2026-04-18 13:53
EKGYO,-3030661,1925107366,-0.16,bulls,2026_02,2026-04-18 13:53
LINK,2037544,18231985,11.18,bulls,2026_02,2026-04-18 13:53
ASELS,1006075,1178597817,0.09,bulls,2026_02,2026-04-18 13:53
HLGYO,1497204,1075198517,0.14,bulls,2026_02,2026-04-18 13:53
OSTIM,8888363,510004637,1.74,bulls,2026_02,2026-04-18 13:53
ALARK,380961,165125148,0.23,bulls,2026_02,2026-04-18 13:53
YUNSA,1083934,202164056,0.54,bulls,2026_02,2026-04-18 13:53
GUNDG,83216,18968972,0.44,bulls,2026_02,2026-04-18 13:53
SKBNK,855002,2498877855,0.03,bulls,2026_02,2026-04-18 13:53
IHGZT,56930280,570666228,9.98,bulls,2026_02,2026-04-18 13:53
AKCNS,576129,39359284,1.46,bulls,2026_02,2026-04-18 13:53
VAKFN,1506122,2064378140,0.07,bulls,2026_02,2026-04-18 13:53
CIMSA,318550,488404404,0.07,bulls,2026_02,2026-04-18 13:53
AZTEK,108568,279000000,0.04,bulls,2026_02,2026-04-18 13:53
ALGYO,749988,989338262,0.08,bulls,2026_02,2026-04-18 13:53
HEKTS,2880807,3946424642,0.07,bulls,2026_02,2026-04-18 13:53
PETKM,-32686,1241729843,-0.0,bulls,2026_02,2026-04-18 13:53
KATMR,2166681,1980989998,0.11,bulls,2026_02,2026-04-18 13:53
RYSAS,575264,1504020937,0.04,bulls,2026_02,2026-04-18 13:53
NIBAS,247051,267767946,0.09,bulls,2026_02,2026-04-18 13:53
ECOGR,1536198,110000000,1.4,bulls,2026_02,2026-04-18 13:53
INFO,451024,767463337,0.06,bulls,2026_02,2026-04-18 13:53
KRDMD,-911301,780216365,-0.12,bulls,2026_02,2026-04-18 13:53
YYAPI,2522348,1705025550,0.15,bulls,2026_02,2026-04-18 13:53
VKGYO,1728691,1637203242,0.11,bulls,2026_02,2026-04-18 13:53
ZGYO,690234,84500000,0.82,bulls,2026_02,2026-04-18 13:53
ASTOR,923965,366896261,0.25,bulls,2026_02,2026-04-18 13:53
PAHOL,27113378,3999999979,0.68,bulls,2026_02,2026-04-18 13:53
GSRAY,9086532,10123744690,0.09,bulls,2026_02,2026-04-18 13:53
GLYHO,1332178,1949290631,0.07,bulls,2026_02,2026-04-18 13:53
GENTS,2499840,749958921,0.33,bulls,2026_02,2026-04-18 13:53
TRALT,1145683,952269019,0.12,bulls,2026_02,2026-04-18 13:53
KONTR,464314,936038762,0.05,bulls,2026_02,2026-04-18 13:53
KRDMA,17130894,240300917,7.13,bulls,2026_02,2026-04-18 13:53
DAPGM,203930050,928276145,21.97,bulls,2026_02,2026-04-18 13:53
PSGYO,47342766,2954231556,1.6,bulls,2026_02,2026-04-18 13:53
SASA,19092198,25700419936,0.07,bulls,2026_02,2026-04-18 13:53
BTCIM,19387405,4052065429,0.48,bulls,2026_02,2026-04-18 13:53
FORMT,100842218,1029046010,9.8,bulls,2026_02,2026-04-18 13:53
ALVES,76320609,1159999780,6.58,pusula,2026_02,2026-04-18 13:53
GENIL,18959640,1289069985,1.47,pusula,2026_02,2026-04-18 13:53
PEKGY,23222141,4685233406,0.5,pusula,2026_02,2026-04-18 13:53
ADESE,11716069,4687131701,0.25,pusula,2026_02,2026-04-18 13:53
ZOREN,12769781,2681244194,0.48,pusula,2026_02,2026-04-18 13:53
KOPOL,8260371,266319652,3.1,pusula,2026_02,2026-04-18 13:53
PCILT,4724787,45014182,10.5,pusula,2026_02,2026-04-18 13:53
PAHOL,19911409,3999999979,0.5,pusula,2026_02,2026-04-18 13:53
KUYAS,3872828,398957788,0.97,pusula,2026_02,2026-04-18 13:53
KTLEV,5024907,1288500000,0.39,pusula,2026_02,2026-04-18 13:53
TERA,1968670,240888789,0.82,pusula,2026_02,2026-04-18 13:53
USAK,2730016,2436064709,0.11,pusula,2026_02,2026-04-18 13:53
EUREN,2239508,1040132637,0.22,pusula,2026_02,2026-04-18 13:53
KZBGY,2059501,1959999915,0.11,pusula,2026_02,2026-04-18 13:53
EYGYO,3046241,362859667,0.84,pusula,2026_02,2026-04-18 13:53
GUNDG,1381679,18968972,7.28,pusula,2026_02,2026-04-18 13:53
PASEU,958122,215295868,0.45,pusula,2026_02,2026-04-18 13:53
HEDEF,1648858,562499930,0.29,pusula,2026_02,2026-04-18 13:53
OZGYO,1792302,490916869,0.37,pusula,2026_02,2026-04-18 13:53
AVOD,1870809,253604577,0.74,pusula,2026_02,2026-04-18 13:53
ODAS,2233842,1113798031,0.2,pusula,2026_02,2026-04-18 13:53
RNPOL,1089696,335900000,0.32,pusula,2026_02,2026-04-18 13:53
MRGYO,3250056,1753202571,0.19,pusula,2026_02,2026-04-18 13:53
TUKAS,3986058,4499995929,0.09,pusula,2026_02,2026-04-18 13:53
HLGYO,2276189,1075198517,0.21,pusula,2026_02,2026-04-18 13:53
ARSAN,1716661,887344274,0.19,pusula,2026_02,2026-04-18 13:53
KLSYN,1209859,107854952,1.12,pusula,2026_02,2026-04-18 13:53
ATATR,851602,280000000,0.3,pusula,2026_02,2026-04-18 13:53
SANFM,1491498,225029995,0.66,pusula,2026_02,2026-04-18 13:53
KBORU,1005848,143999994,0.7,pusula,2026_02,2026-04-18 13:53
MOPAS,731476,57330000,1.28,pusula,2026_02,2026-04-18 13:53
MARMR,1573014,961218727,0.16,pusula,2026_02,2026-04-18 13:53
IZFAS,3386291,156001658,2.17,pusula,2026_02,2026-04-18 13:53
YYLGD,770613,369826200,0.21,pusula,2026_02,2026-04-18 13:53
VESBE,502482,503578676,0.1,pusula,2026_02,2026-04-18 13:53
TYIJWV,435844,2822382,15.44,pusula,2026_02,2026-04-18 13:53
FONET,742359,577082984,0.13,pusula,2026_02,2026-04-18 13:53
MARTI,1194586,650112403,0.18,pusula,2026_02,2026-04-18 13:53
MANAS,973019,255704000,0.38,pusula,2026_02,2026-04-18 13:53
IHLAS,1285418,1396079076,0.09,pusula,2026_02,2026-04-18 13:53
ARFYE,411072,47000000,0.87,pusula,2026_02,2026-04-18 13:53
SAMAT,600013,103183797,0.58,pusula,2026_02,2026-04-18 13:53
ECOGR,710798,110000000,0.65,pusula,2026_02,2026-04-18 13:53
BESTE,322318,54578499,0.59,pusula,2026_02,2026-04-18 13:53
NTGAZ,422492,276000000,0.15,pusula,2026_02,2026-04-18 13:53
MERCN,403949,74389005,0.54,pusula,2026_02,2026-04-18 13:53
MEGMT,588918,72749986,0.81,pusula,2026_02,2026-04-18 13:53
ODINE,302199,52810834,0.57,pusula,2026_02,2026-04-18 13:53
CVKMD,562171,461999787,0.12,pusula,2026_02,2026-04-18 13:53
MTRKS,676628,43633165,1.55,pusula,2026_02,2026-04-18 13:53
MEYSU,1293312,175000000,0.74,pusula,2026_02,2026-04-18 13:53
BORLS,395976,308652686,0.13,pusula,2026_02,2026-04-18 13:53
HDFGS,950439,956974191,0.1,pusula,2026_02,2026-04-18 13:53
IHGZT,391130,570666228,0.07,pusula,2026_02,2026-04-18 13:53
AKFYE,334017,551782160,0.06,pusula,2026_02,2026-04-18 13:53
DMRGD,948119,1277294592,0.07,pusula,2026_02,2026-04-18 13:53
KOCMT,717249,587485478,0.12,pusula,2026_02,2026-04-18 13:53
CEMZY,219206,124119970,0.18,pusula,2026_02,2026-04-18 13:53
PETKM,543265,1241729843,0.04,pusula,2026_02,2026-04-18 13:53
ISKPL,1673960,724625736,0.23,pusula,2026_02,2026-04-18 13:53
KRVGD,56884,596159766,0.01,pusula,2026_02,2026-04-18 13:53
METRO,917791,539989959,0.17,pusula,2026_02,2026-04-18 13:53
TSKB,231217,1516591673,0.02,pusula,2026_02,2026-04-18 13:53
ENTRA,320709,369383564,0.09,pusula,2026_02,2026-04-18 13:53
HURGZ,403969,220784167,0.18,pusula,2026_02,2026-04-18 13:53
DARDL,773079,1753442695,0.04,pusula,2026_02,2026-04-18 13:53
SILVR,405022,212818206,0.19,pusula,2026_02,2026-04-18 13:53
ZEDUR,190066,69899992,0.27,pusula,2026_02,2026-04-18 13:53
KRDMB,173361,118762110,0.15,pusula,2026_02,2026-04-18 13:53
SKTAS,676626,332865443,0.2,pusula,2026_02,2026-04-18 13:53
CONSE,374199,377854899,0.1,pusula,2026_02,2026-04-18 13:53
AKHAN,191258,54700000,0.35,pusula,2026_02,2026-04-18 13:53
OSTIM,344331,510004637,0.07,pusula,2026_02,2026-04-18 13:53
ZERGY,334605,156799985,0.21,pusula,2026_02,2026-04-18 13:53
KCAER,492051,496494775,0.1,pusula,2026_02,2026-04-18 13:53
PGSUS,217251,295068870,0.07,pusula,2026_02,2026-04-18 13:53
ALGYO,3652374,989338262,0.37,pusula,2026_02,2026-04-18 13:53
YESIL,536867,640699949,0.08,pusula,2026_02,2026-04-18 13:53
BNTAS,193350,170624998,0.11,pusula,2026_02,2026-04-18 13:53
IHEVA,1130650,291631239,0.39,pusula,2026_02,2026-04-18 13:53
FRIGO,804119,263258455,0.31,pusula,2026_02,2026-04-18 13:53
NUGYO,177846,324943976,0.05,pusula,2026_02,2026-04-18 13:53
ASGYO,398034,165000000,0.24,pusula,2026_02,2026-04-18 13:53
FZLGY,275542,398427644,0.07,pusula,2026_02,2026-04-18 13:53
BARMA,751001,68130939,1.1,pusula,2026_02,2026-04-18 13:53
AHGAZ,301321,659370871,0.05,pusula,2026_02,2026-04-18 13:53
BERA,206211,491964370,0.04,pusula,2026_02,2026-04-18 13:53
MOGAN,219992,262635000,0.08,pusula,2026_02,2026-04-18 13:53
OZYSR,368100,40488000,0.91,pusula,2026_02,2026-04-18 13:53
BIGCH,125167,368932945,0.03,pusula,2026_02,2026-04-18 13:53
DURKN,109509,42500000,0.26,pusula,2026_02,2026-04-18 13:53
ENDAE,92901,123506828,0.08,pusula,2026_02,2026-04-18 13:53
FRMPL,132515,39997767,0.33,pusula,2026_02,2026-04-18 13:53
AKGRT,135310,629007625,0.02,pusula,2026_02,2026-04-18 13:53
KLGYO,463899,689399869,0.07,pusula,2026_02,2026-04-18 13:53
RTALB,518236,432976722,0.12,pusula,2026_02,2026-04-18 13:53
AKFIS,108615,66841328,0.16,pusula,2026_02,2026-04-18 13:53
TUREX,352664,432000000,0.08,pusula,2026_02,2026-04-18 13:53
KRPLS,158234,78486163,0.2,pusula,2026_02,2026-04-18 13:53
CGCAM,112544,42000000,0.27,pusula,2026_02,2026-04-18 13:53
ZGYO,97103,84500000,0.11,pusula,2026_02,2026-04-18 13:53
YAYLA,214229,39874966,0.54,pusula,2026_02,2026-04-18 13:53
GRNYO,76581,37386059,0.2,pusula,2026_02,2026-04-18 13:53
ASTOR,197061,366896261,0.05,pusula,2026_02,2026-04-18 13:53
GENTS,666720,749958921,0.09,pusula,2026_02,2026-04-18 13:53
ADGYO,100773,379654333,0.03,pusula,2026_02,2026-04-18 13:53
DYOBY,232054,186553687,0.12,pusula,2026_02,2026-04-18 13:53
GEREL,307131,219036379,0.14,pusula,2026_02,2026-04-18 13:53
AKSA,996780,1503650642,0.07,pusula,2026_02,2026-04-18 13:53
BJKAS,272652,1776089716,0.02,pusula,2026_02,2026-04-18 13:53
PNSUT,137872,128323851,0.11,pusula,2026_02,2026-04-18 13:53
BEYAZ,80818,42317352,0.19,pusula,2026_02,2026-04-18 13:53
CEOEM,100198,22209658,0.45,pusula,2026_02,2026-04-18 13:53
MERKO,177876,101104700,0.18,pusula,2026_02,2026-04-18 13:53
YAPRK,59243,4214998,1.41,pusula,2026_02,2026-04-18 13:53
HUNER,262956,670137934,0.04,pusula,2026_02,2026-04-18 13:53
RYGYO,204989,770588057,0.03,pusula,2026_02,2026-04-18 13:53
MPARK,61955,80869110,0.08,pusula,2026_02,2026-04-18 13:53
INDES,143519,462749767,0.03,pusula,2026_02,2026-04-18 13:53
FORMT,619951,1029046010,0.06,pusula,2026_02,2026-04-18 13:53
KATMR,1797806,1980989998,0.09,pusula,2026_02,2026-04-18 13:53
SKYLP,54725,7159255,0.76,pusula,2026_02,2026-04-18 13:53
BOSSA,68329,508724189,0.01,pusula,2026_02,2026-04-18 13:53
BALSU,83119,278000000,0.03,pusula,2026_02,2026-04-18 13:53
AKENR,83326,385189146,0.02,pusula,2026_02,2026-04-18 13:53
AYES,78563,87567109,0.09,pusula,2026_02,2026-04-18 13:53
VESTL,148540,295447203,0.05,pusula,2026_02,2026-04-18 13:53
IVIVNV,39999,4034925,0.99,pusula,2026_02,2026-04-18 13:53
YKSLN,181512,197429570,0.09,pusula,2026_02,2026-04-18 13:53
PNLSN,45637,34752383,0.13,pusula,2026_02,2026-04-18 13:53
CEMTS,156848,233425986,0.07,pusula,2026_02,2026-04-18 13:53
UNLU,106933,102181558,0.1,pusula,2026_02,2026-04-18 13:53
SNGYO,293991,3607173097,0.01,pusula,2026_02,2026-04-18 13:53
ERCB,47636,39113273,0.12,pusula,2026_02,2026-04-18 13:53
SRVGY,252242,812499687,0.03,pusula,2026_02,2026-04-18 13:53
ADEL,60281,112043619,0.05,pusula,2026_02,2026-04-18 13:53
BESLR,124435,658098036,0.02,pusula,2026_02,2026-04-18 13:53
SNICA,411317,321688855,0.13,pusula,2026_02,2026-04-18 13:53
LYDHO,64436,197140970,0.03,pusula,2026_02,2026-04-18 13:53
CCOLA,46658,820001147,0.01,pusula,2026_02,2026-04-18 13:53
GZNMI,45886,40949825,0.11,pusula,2026_02,2026-04-18 13:53
KNFRT,28619,131747000,0.02,pusula,2026_02,2026-04-18 13:53
MHRGY,337607,310499991,0.11,pusula,2026_02,2026-04-18 13:53
ZRGYO,425331,1173404997,0.04,pusula,2026_02,2026-04-18 13:53
MARBL,127227,65226403,0.2,pusula,2026_02,2026-04-18 13:53
KAREL,209849,329659497,0.06,pusula,2026_02,2026-04-18 13:53
EBEBK,28639,40534692,0.07,pusula,2026_02,2026-04-18 13:53
LILAK,124694,260252705,0.05,pusula,2026_02,2026-04-18 13:53
BIMAS,33551,436214016,0.01,pusula,2026_02,2026-04-18 13:53
CIMSA,147101,488404404,0.03,pusula,2026_02,2026-04-18 13:53
KRDMA,51441,240300917,0.02,pusula,2026_02,2026-04-18 13:53
ANSGR,39162,1564416026,0.0,pusula,2026_02,2026-04-18 13:53
GEDZA,32037,42983624,0.07,pusula,2026_02,2026-04-18 13:53
GWIND,54891,179165491,0.03,pusula,2026_02,2026-04-18 13:53
ISSEN,175535,107411517,0.16,pusula,2026_02,2026-04-18 13:53
BOBET,80587,113999998,0.07,pusula,2026_02,2026-04-18 13:53
ELITE,83554,44650000,0.19,pusula,2026_02,2026-04-18 13:53
MEGAP,279516,234498757,0.12,pusula,2026_02,2026-04-18 13:53
YATAS,1776,94866488,0.0,pusula,2026_02,2026-04-18 13:53
PENGD,111649,171069968,0.07,pusula,2026_02,2026-04-18 13:53
HRKET,110584,24000000,0.46,pusula,2026_02,2026-04-18 13:53
PARSN,21769,34033246,0.06,pusula,2026_02,2026-04-18 13:53
LIDFA,322378,458180545,0.07,pusula,2026_02,2026-04-18 13:53
OBASE,17366,14924000,0.12,pusula,2026_02,2026-04-18 13:53
SAFKR,128562,139406162,0.09,pusula,2026_02,2026-04-18 13:53
KONKA,105494,89670000,0.12,pusula,2026_02,2026-04-18 13:53
OYLUM,58302,80937367,0.07,pusula,2026_02,2026-04-18 13:53
ANGEN,122442,86440002,0.14,pusula,2026_02,2026-04-18 13:53
FROTO,182539,625119847,0.03,pusula,2026_02,2026-04-18 13:53
EGSER,336700,545751057,0.06,pusula,2026_02,2026-04-18 13:53
SUNTK,34311,145280000,0.02,pusula,2026_02,2026-04-18 13:53
ULUFA,368733,305269391,0.12,pusula,2026_02,2026-04-18 13:53
GOODY,213663,132804473,0.16,pusula,2026_02,2026-04-18 13:53
EKSUN,334222,171792833,0.19,pusula,2026_02,2026-04-18 13:53
RODRG,63334,16822352,0.38,pusula,2026_02,2026-04-18 13:53
AKYHO,1395376,223895870,0.62,pusula,2026_02,2026-04-18 13:53
RALYH,13240,176370972,0.01,pusula,2026_02,2026-04-18 13:53
VKFYO,33050,26473700,0.12,pusula,2026_02,2026-04-18 13:53
BIENY,105779,83144831,0.13,pusula,2026_02,2026-04-18 13:53
MERIT,16775,329748900,0.01,pusula,2026_02,2026-04-18 13:53
GRTHO,22105,36745000,0.06,pusula,2026_02,2026-04-18 13:53
LINK,20985,18231985,0.12,pusula,2026_02,2026-04-18 13:53
OZATD,32566,13349988,0.24,pusula,2026_02,2026-04-18 13:53
ARENA,34322,66996461,0.05,pusula,2026_02,2026-04-18 13:53
AKSUE,20631,56376184,0.04,pusula,2026_02,2026-04-18 13:53
MAKTK,347651,184370066,0.19,pusula,2026_02,2026-04-18 13:53
PINSU,61221,101635846,0.06,pusula,2026_02,2026-04-18 13:53
RYSAS,82789,1504020937,0.01,pusula,2026_02,2026-04-18 13:53
ICBCT,73099,216761845,0.03,pusula,2026_02,2026-04-18 13:53
SODSN,51368,45429261,0.11,pusula,2026_02,2026-04-18 13:53
OTKAR,14736,33417145,0.04,pusula,2026_02,2026-04-18 13:53
EGPRO,29853,175170570,0.02,pusula,2026_02,2026-04-18 13:53
ENERY,354670,2420687469,0.01,pusula,2026_02,2026-04-18 13:53
OYAYO,33831,19999941,0.17,pusula,2026_02,2026-04-18 13:53
EMPAE,7415,38000000,0.02,pusula,2026_02,2026-04-18 13:53
ALKIM,45162,182767821,0.02,pusula,2026_02,2026-04-18 13:53
ATATP,33205,18809999,0.18,pusula,2026_02,2026-04-18 13:53
DOFRB,21158,45000000,0.05,pusula,2026_02,2026-04-18 13:53
ATLAS,6606,59999865,0.01,pusula,2026_02,2026-04-18 13:53
CATES,39800,33050000,0.12,pusula,2026_02,2026-04-18 13:53
OZKGY,46905,363999945,0.01,pusula,2026_02,2026-04-18 13:53
RUBNS,18224,42377765,0.04,pusula,2026_02,2026-04-18 13:53
DOAS,31584,97899975,0.03,pusula,2026_02,2026-04-18 13:53
LOGO,9342,74328248,0.01,pusula,2026_02,2026-04-18 13:53
PENTA,84385,181070136,0.05,pusula,2026_02,2026-04-18 13:53
DESA,18173,171107590,0.01,pusula,2026_02,2026-04-18 13:53
DGGYO,6556,280709437,0.0,pusula,2026_02,2026-04-18 13:53
MAKIM,9165,42559998,0.02,pusula,2026_02,2026-04-18 13:53
TTRAK,16074,24967158,0.06,pusula,2026_02,2026-04-18 13:53
AFYON,95369,399992258,0.02,pusula,2026_02,2026-04-18 13:53
MARKA,6676,20752018,0.03,pusula,2026_02,2026-04-18 13:53
GRSEL,18326,29650000,0.06,pusula,2026_02,2026-04-18 13:53
EUHOL,42362,142999954,0.03,pusula,2026_02,2026-04-18 13:53
OYYAT,23071,91048322,0.03,pusula,2026_02,2026-04-18 13:53
TKFEN,26970,230848007,0.01,pusula,2026_02,2026-04-18 13:53
BALAT,108269,13585960,0.8,pusula,2026_02,2026-04-18 13:53
ISBIR,10201,14520542,0.07,pusula,2026_02,2026-04-18 13:53
JANTS,44323,207512786,0.02,pusula,2026_02,2026-04-18 13:53
ENJSA,21540,236209270,0.01,pusula,2026_02,2026-04-18 13:53
LIDER,53149,279500000,0.02,pusula,2026_02,2026-04-18 13:53
BMSTL,155576,74772261,0.21,pusula,2026_02,2026-04-18 13:53
BLUME,145161,174710134,0.08,pusula,2026_02,2026-04-18 13:53
QNBTR,25776,2571745911,0.0,pusula,2026_02,2026-04-18 13:53
EUKYO,163826,19899963,0.82,pusula,2026_02,2026-04-18 13:53
MTRYO,62557,39900000,0.16,pusula,2026_02,2026-04-18 13:53
IZINV,6133,13540386,0.05,pusula,2026_02,2026-04-18 13:53
KERVN,496057,588346973,0.08,pusula,2026_02,2026-04-18 13:53
DZGYO,45446,399777846,0.01,pusula,2026_02,2026-04-18 13:53
BRSAN,15265,35912460,0.04,pusula,2026_02,2026-04-18 13:53
TABGD,6100,52499906,0.01,pusula,2026_02,2026-04-18 13:53
YUNSA,2294093,202164056,1.13,pusula,2026_02,2026-04-18 13:53
BURCE,14295,44422390,0.03,pusula,2026_02,2026-04-18 13:53
BAHKM,7443,23289000,0.03,pusula,2026_02,2026-04-18 13:53
KUVVA,6788,24204585,0.03,pusula,2026_02,2026-04-18 13:53
ATSYH,4931,7998869,0.06,pusula,2026_02,2026-04-18 13:53
DUNYH,47467,36443197,0.13,pusula,2026_02,2026-04-18 13:53
FORTE,16371,21999999,0.07,pusula,2026_02,2026-04-18 13:53
TBORG,5043,59392160,0.01,pusula,2026_02,2026-04-18 13:53
CRFSA,9791,18312793,0.05,pusula,2026_02,2026-04-18 13:53
COSMO,1051,6494091,0.02,pusula,2026_02,2026-04-18 13:53
BFREN,4227,24586148,0.02,pusula,2026_02,2026-04-18 13:53
BRMEN,50561,57566555,0.09,pusula,2026_02,2026-04-18 13:53
ECZYT,8407,45880511,0.02,pusula,2026_02,2026-04-18 13:53
GMSTRF,19031,73800000,0.03,pusula,2026_02,2026-04-18 13:53
DGATE,94682,15227271,0.62,pusula,2026_02,2026-04-18 13:53
AVGYO,43278,111590302,0.04,pusula,2026_02,2026-04-18 13:53
BAKAB,6070,34985326,0.02,pusula,2026_02,2026-04-18 13:53
PRKAB,16811,35225443,0.05,pusula,2026_02,2026-04-18 13:53
CASA,3093,4894317,0.06,pusula,2026_02,2026-04-18 13:53
MAALT,1052,4763850,0.02,pusula,2026_02,2026-04-18 13:53
ERBOS,6797,15899843,0.04,pusula,2026_02,2026-04-18 13:53
KENT,576,1786507,0.03,pusula,2026_02,2026-04-18 13:53
