hisse,pp_fark,lot_fark,donem,yukleme
THYAO,1.45,,2026_01,2026-04-18 13:52
TUPRS,3.57,,2026_01,2026-04-18 13:52
SASA,-1.06,,2026_01,2026-04-18 13:52
ASELS,-0.65,,2026_01,2026-04-18 13:52
ISCTR,3.33,,2026_01,2026-04-18 13:52
SISE,1.81,,2026_01,2026-04-18 13:52
HEKTS,1.81,,2026_01,2026-04-18 13:52
EREGL,4.77,,2026_01,2026-04-18 13:52
PGSUS,-2.78,,2026_01,2026-04-18 13:52
ALTNY,4.07,,2026_01,2026-04-18 13:52
REEDR,-0.08,2.211,2026_01,2026-04-18 13:52
KCHOL,3.39,,2026_01,2026-04-18 13:52
KONTR,-3.95,,2026_01,2026-04-18 13:52
FROTO,3.03,,2026_01,2026-04-18 13:52
ASTOR,4.32,,2026_01,2026-04-18 13:52
CWENE,5.6,,2026_01,2026-04-18 13:52
PATEK,-8.17,,2026_01,2026-04-18 13:52
TABGD,0.41,217.289,2026_01,2026-04-18 13:52
IZENR,-0.92,,2026_01,2026-04-18 13:52
ZOREN,2.4,,2026_01,2026-04-18 13:52
CANTE,0.58,,2026_01,2026-04-18 13:52
ENERY,0.86,,2026_01,2026-04-18 13:52
DOAS,6.31,,2026_01,2026-04-18 13:52
OBAMS,-0.12,,2026_01,2026-04-18 13:52
PETKM,3.38,,2026_01,2026-04-18 13:52
ENJSA,1.6,,2026_01,2026-04-18 13:52
AKBNK,1.84,,2026_01,2026-04-18 13:52
SAHOL,2.17,,2026_01,2026-04-18 13:52
TCELL,0.57,,2026_01,2026-04-18 13:52
KCAER,-2.54,,2026_01,2026-04-18 13:52
MIATK,0.96,,2026_01,2026-04-18 13:52
EUPWR,3.68,,2026_01,2026-04-18 13:52
BIMAS,0.84,,2026_01,2026-04-18 13:52
YKBNK,1.17,,2026_01,2026-04-18 13:52
OYAKC,0.34,,2026_01,2026-04-18 13:52
TTRAK,2.13,529.602,2026_01,2026-04-18 13:52
TOASO,4.52,,2026_01,2026-04-18 13:52
TUKAS,1.03,,2026_01,2026-04-18 13:52
ENKAI,0.69,,2026_01,2026-04-18 13:52
GARAN,1.18,,2026_01,2026-04-18 13:52
KRDMD,4.08,,2026_01,2026-04-18 13:52
MGROS,0.63,613.936,2026_01,2026-04-18 13:52
TRALT,4.23,,2026_01,2026-04-18 13:52
AEFES,5.82,,2026_01,2026-04-18 13:52
GSRAY,0.49,,2026_01,2026-04-18 13:52
ISMEN,-0.38,,2026_01,2026-04-18 13:52
AKSA,0.8,,2026_01,2026-04-18 13:52
ODAS,2.14,,2026_01,2026-04-18 13:52
TSPOR,0.53,,2026_01,2026-04-18 13:52
YEOTK,0.26,418.494,2026_01,2026-04-18 13:52
ALARK,3.88,,2026_01,2026-04-18 13:52
GESAN,7.03,,2026_01,2026-04-18 13:52
EKGYO,2.52,,2026_01,2026-04-18 13:52
FENER,2.39,,2026_01,2026-04-18 13:52
ARCLK,0.96,,2026_01,2026-04-18 13:52
MAVI,1.6,,2026_01,2026-04-18 13:52
CIMSA,0.81,,2026_01,2026-04-18 13:52
TTKOM,2.9,,2026_01,2026-04-18 13:52
TAVHL,0.68,,2026_01,2026-04-18 13:52
ULKER,2.95,,2026_01,2026-04-18 13:52
VESTL,1.47,,2026_01,2026-04-18 13:52
CCOLA,0.45,,2026_01,2026-04-18 13:52
SKBNK,1.96,,2026_01,2026-04-18 13:52
AKSEN,-0.14,-903.765,2026_01,2026-04-18 13:52
TURSG,-0.17,,2026_01,2026-04-18 13:52
DOHOL,2.05,,2026_01,2026-04-18 13:52
SOKM,1.68,,2026_01,2026-04-18 13:52
QUAGR,-1.29,,2026_01,2026-04-18 13:52
HALKB,-0.27,,2026_01,2026-04-18 13:52
GLRMK,2.57,995.697,2026_01,2026-04-18 13:52
BRSAN,1.73,620.293,2026_01,2026-04-18 13:52
KTLEV,8.21,,2026_01,2026-04-18 13:52
TSKB,0.29,,2026_01,2026-04-18 13:52
GUBRF,2.47,,2026_01,2026-04-18 13:52
TUREX,2.23,,2026_01,2026-04-18 13:52
VAKBN,0.12,,2026_01,2026-04-18 13:52
PASEU,-0.08,-157.576,2026_01,2026-04-18 13:52
OTKAR,-8.52,,2026_01,2026-04-18 13:52
EFOR,3.29,,2026_01,2026-04-18 13:52
AGHOL,1.11,,2026_01,2026-04-18 13:52
ECILC,3.73,,2026_01,2026-04-18 13:52
BTCIM,0.05,,2026_01,2026-04-18 13:52
TKFEN,0.88,,2026_01,2026-04-18 13:52
BALSU,-4.78,,2026_01,2026-04-18 13:52
ANSGR,0.02,397.648,2026_01,2026-04-18 13:52
DAPGM,5.23,,2026_01,2026-04-18 13:52
GRTHO,0.49,179.949,2026_01,2026-04-18 13:52
TRMET,1.66,,2026_01,2026-04-18 13:52
MAGEN,2.53,,2026_01,2026-04-18 13:52
EGEEN,-0.35,-3.996,2026_01,2026-04-18 13:52
BRYAT,3.41,871.3,2026_01,2026-04-18 13:52
BSOKE,7.24,,2026_01,2026-04-18 13:52
KUYAS,1.56,,2026_01,2026-04-18 13:52
MPARK,-0.34,-278.764,2026_01,2026-04-18 13:52
GENIL,-6.16,,2026_01,2026-04-18 13:52
TRENJ,3.07,,2026_01,2026-04-18 13:52
DSTKF,2.79,,2026_01,2026-04-18 13:52
GRSEL,4.17,,2026_01,2026-04-18 13:52
RALYH,-6.72,,2026_01,2026-04-18 13:52
KLRHO,0.44,,2026_01,2026-04-18 13:52
BMSCH,-7.75,,2026_01,2026-04-18 13:52
BMSTL,1.52,,2026_01,2026-04-18 13:52
BNTAS,0.26,453.435,2026_01,2026-04-18 13:52
BOBET,4.8,,2026_01,2026-04-18 13:52
BORLS,-15.78,,2026_01,2026-04-18 13:52
BORSK,-0.22,-621.546,2026_01,2026-04-18 13:52
BOSSA,0.39,,2026_01,2026-04-18 13:52
BRISA,0.34,106.252,2026_01,2026-04-18 13:52
BRKO,0.0,-3.396,2026_01,2026-04-18 13:52
BRKSN,0.32,202.013,2026_01,2026-04-18 13:52
BRKVY,-1.35,-183.676,2026_01,2026-04-18 13:52
BRLSM,-0.43,-464.787,2026_01,2026-04-18 13:52
BRMEN,0.12,525.999,2026_01,2026-04-18 13:52
AHSGY,2.92,,2026_01,2026-04-18 13:52
ACSEL,0.54,48.36,2026_01,2026-04-18 13:52
AKCNS,-0.01,-5.63,2026_01,2026-04-18 13:52
AKENR,0.58,,2026_01,2026-04-18 13:52
BUCIM,-1.19,,2026_01,2026-04-18 13:52
BULGS,1.99,,2026_01,2026-04-18 13:52
BURCE,-0.48,-213.49,2026_01,2026-04-18 13:52
BURVA,0.53,24.873,2026_01,2026-04-18 13:52
BVSAN,0.27,38.285,2026_01,2026-04-18 13:52
BYDNR,-0.33,115.18,2026_01,2026-04-18 13:52
AKFGY,1.53,,2026_01,2026-04-18 13:52
CASA,0.0,2.0,2026_01,2026-04-18 13:52
CATES,2.98,982.731,2026_01,2026-04-18 13:52
AKFIS,5.0,,2026_01,2026-04-18 13:52
CELHA,-1.16,,2026_01,2026-04-18 13:52
CEMAS,0.48,,2026_01,2026-04-18 13:52
CEMTS,1.08,,2026_01,2026-04-18 13:52
CEMZY,0.62,766.926,2026_01,2026-04-18 13:52
CEOEM,1.0,220.564,2026_01,2026-04-18 13:52
CGCAM,1.2,501.434,2026_01,2026-04-18 13:52
AKFYE,1.25,,2026_01,2026-04-18 13:52
CLEBI,0.07,4.015,2026_01,2026-04-18 13:52
CMBTN,0.95,9.72,2026_01,2026-04-18 13:52
CMENT,0.0,0.0,2026_01,2026-04-18 13:52
CONSE,3.88,,2026_01,2026-04-18 13:52
COSMO,-0.18,-12.09,2026_01,2026-04-18 13:52
CRDFA,-0.09,-63.714,2026_01,2026-04-18 13:52
CRFSA,0.65,119.687,2026_01,2026-04-18 13:52
CUSAN,2.83,523.276,2026_01,2026-04-18 13:52
CVKMD,0.14,639.437,2026_01,2026-04-18 13:52
AKGRT,-0.12,-793.897,2026_01,2026-04-18 13:52
TRHOL,2.95,519.906,2026_01,2026-04-18 13:52
DAGI,-1.63,,2026_01,2026-04-18 13:52
AKMGY,-0.17,-37.814,2026_01,2026-04-18 13:52
DARDL,1.39,,2026_01,2026-04-18 13:52
DCTTR,-1.47,,2026_01,2026-04-18 13:52
DENGE,-0.19,-980.872,2026_01,2026-04-18 13:52
DERHL,1.43,,2026_01,2026-04-18 13:52
DERIM,0.59,235.443,2026_01,2026-04-18 13:52
DESA,0.31,529.271,2026_01,2026-04-18 13:52
DESPC,-2.01,-321.377,2026_01,2026-04-18 13:52
DEVA,0.12,247.915,2026_01,2026-04-18 13:52
DGATE,-0.65,-99.196,2026_01,2026-04-18 13:52
DGGYO,0.02,55.932,2026_01,2026-04-18 13:52
DGNMO,-0.42,,2026_01,2026-04-18 13:52
DIRIT,0.0,0.0,2026_01,2026-04-18 13:52
DITAS,-2.78,,2026_01,2026-04-18 13:52
DMRGD,-5.31,,2026_01,2026-04-18 13:52
DMSAS,-4.53,,2026_01,2026-04-18 13:52
DNISI,0.35,206.185,2026_01,2026-04-18 13:52
ADEL,-0.54,-596.374,2026_01,2026-04-18 13:52
DOCO,0.48,-4.781,2026_01,2026-04-18 13:52
DOFER,-12.67,,2026_01,2026-04-18 13:52
DOFRB,0.37,164.29,2026_01,2026-04-18 13:52
DOGUB,-3.74,-740.805,2026_01,2026-04-18 13:52
ADESE,-2.46,,2026_01,2026-04-18 13:52
DOKTA,0.41,740.737,2026_01,2026-04-18 13:52
AKSGY,0.03,430.46,2026_01,2026-04-18 13:52
DUNYH,0.46,170.79,2026_01,2026-04-18 13:52
DURDO,-0.07,-264.609,2026_01,2026-04-18 13:52
DURKN,4.5,,2026_01,2026-04-18 13:52
DYOBY,0.83,,2026_01,2026-04-18 13:52
DZGYO,1.65,,2026_01,2026-04-18 13:52
EBEBK,-0.76,-306.51,2026_01,2026-04-18 13:52
AKSUE,0.06,36.799,2026_01,2026-04-18 13:52
ECOGR,14.71,,2026_01,2026-04-18 13:52
ECZYT,-0.3,-139.984,2026_01,2026-04-18 13:52
EDATA,2.22,,2026_01,2026-04-18 13:52
EDIP,1.47,534.611,2026_01,2026-04-18 13:52
AKYHO,-1.14,,2026_01,2026-04-18 13:52
ADGYO,-42.97,,2026_01,2026-04-18 13:52
EGEGY,-3.09,,2026_01,2026-04-18 13:52
EGEPO,4.19,,2026_01,2026-04-18 13:52
EGGUB,0.08,59.173,2026_01,2026-04-18 13:52
EGPRO,0.48,852.587,2026_01,2026-04-18 13:52
EGSER,0.25,,2026_01,2026-04-18 13:52
ALBRK,2.83,,2026_01,2026-04-18 13:52
EKIZ,0.0,0.0,2026_01,2026-04-18 13:52
EKOS,0.75,,2026_01,2026-04-18 13:52
EKSUN,-3.33,,2026_01,2026-04-18 13:52
ELITE,0.39,173.86,2026_01,2026-04-18 13:52
EMKEL,0.58,875.74,2026_01,2026-04-18 13:52
EMNIS,0.0,0.0,2026_01,2026-04-18 13:52
ENDAE,0.26,310.516,2026_01,2026-04-18 13:52
ALCAR,-0.88,-15.181,2026_01,2026-04-18 13:52
ALCTL,9.7,,2026_01,2026-04-18 13:52
ALFAS,0.48,407.776,2026_01,2026-04-18 13:52
ENSRI,2.14,,2026_01,2026-04-18 13:52
ENTRA,-1.1,,2026_01,2026-04-18 13:52
EPLAS,3.85,,2026_01,2026-04-18 13:52
ERBOS,1.91,304.132,2026_01,2026-04-18 13:52
ERCB,0.25,271.265,2026_01,2026-04-18 13:52
ALGYO,-0.91,,2026_01,2026-04-18 13:52
ERSU,-0.07,-22.12,2026_01,2026-04-18 13:52
ESCAR,0.15,152.497,2026_01,2026-04-18 13:52
ESCOM,2.86,,2026_01,2026-04-18 13:52
ESEN,-22.3,,2026_01,2026-04-18 13:52
ETILR,1.79,,2026_01,2026-04-18 13:52
ETYAT,0.72,134.605,2026_01,2026-04-18 13:52
EUHOL,-0.07,-106.001,2026_01,2026-04-18 13:52
EUKYO,0.5,101.0,2026_01,2026-04-18 13:52
ALKA,-0.54,,2026_01,2026-04-18 13:52
EUREN,-19.73,,2026_01,2026-04-18 13:52
EUYO,1.18,236.247,2026_01,2026-04-18 13:52
EYGYO,1.15,,2026_01,2026-04-18 13:52
FADE,2.69,,2026_01,2026-04-18 13:52
ALKIM,-0.01,-22.892,2026_01,2026-04-18 13:52
FLAP,0.63,589.377,2026_01,2026-04-18 13:52
FMIZP,2.14,74.925,2026_01,2026-04-18 13:52
FONET,8.47,,2026_01,2026-04-18 13:52
FORMT,2.3,,2026_01,2026-04-18 13:52
FORTE,-1.34,-294.024,2026_01,2026-04-18 13:52
FRIGO,2.05,,2026_01,2026-04-18 13:52
FRMPL,4.39,,2026_01,2026-04-18 13:52
ALKLC,2.43,,2026_01,2026-04-18 13:52
FZLGY,-4.85,,2026_01,2026-04-18 13:52
RUZYE,-0.7,,2026_01,2026-04-18 13:52
GARFA,0.36,486.354,2026_01,2026-04-18 13:52
GATEG,5.94,669.145,2026_01,2026-04-18 13:52
GEDIK,0.17,,2026_01,2026-04-18 13:52
GEDZA,0.88,376.503,2026_01,2026-04-18 13:52
A1CAP,-0.07,,2026_01,2026-04-18 13:52
GENTS,1.67,,2026_01,2026-04-18 13:52
GEREL,-0.04,-77.19,2026_01,2026-04-18 13:52
ALVES,5.14,,2026_01,2026-04-18 13:52
GIPTA,-1.81,-913.493,2026_01,2026-04-18 13:52
GLBMD,-0.39,-112.209,2026_01,2026-04-18 13:52
GLCVY,-0.65,-170.682,2026_01,2026-04-18 13:52
ANELE,-1.73,,2026_01,2026-04-18 13:52
GLRYH,1.08,,2026_01,2026-04-18 13:52
GLYHO,1.94,,2026_01,2026-04-18 13:52
GMTAS,-1.04,,2026_01,2026-04-18 13:52
GOKNR,1.58,,2026_01,2026-04-18 13:52
GOLTS,2.23,277.442,2026_01,2026-04-18 13:52
GOODY,0.03,34.817,2026_01,2026-04-18 13:52
GOZDE,-1.4,,2026_01,2026-04-18 13:52
GRNYO,0.05,21.1,2026_01,2026-04-18 13:52
ANGEN,1.27,,2026_01,2026-04-18 13:52
ANHYT,0.09,81.476,2026_01,2026-04-18 13:52
GSDDE,-0.79,-843.687,2026_01,2026-04-18 13:52
GSDHO,0.53,,2026_01,2026-04-18 13:52
AFYON,1.58,,2026_01,2026-04-18 13:52
ARASE,2.94,,2026_01,2026-04-18 13:52
GUNDG,0.3,58.021,2026_01,2026-04-18 13:52
GWIND,-1.2,,2026_01,2026-04-18 13:52
GZNMI,-5.81,,2026_01,2026-04-18 13:52
AGESA,-1.37,-490.234,2026_01,2026-04-18 13:52
HATEK,0.56,353.19,2026_01,2026-04-18 13:52
HATSN,0.24,107.273,2026_01,2026-04-18 13:52
HDFGS,0.87,,2026_01,2026-04-18 13:52
HEDEF,0.12,656.501,2026_01,2026-04-18 13:52
ARDYZ,-25.05,60.261,2026_01,2026-04-18 13:52
HKTM,-0.9,-655.684,2026_01,2026-04-18 13:52
HLGYO,0.37,,2026_01,2026-04-18 13:52
HOROZ,-0.19,-47.222,2026_01,2026-04-18 13:52
HRKET,4.26,,2026_01,2026-04-18 13:52
HTTBT,-1.1,-916.503,2026_01,2026-04-18 13:52
HUBVC,-0.07,-194.989,2026_01,2026-04-18 13:52
HUNER,-2.31,,2026_01,2026-04-18 13:52
HURGZ,0.91,,2026_01,2026-04-18 13:52
ICBCT,-0.05,-103.149,2026_01,2026-04-18 13:52
ICUGS,-0.23,-798.34,2026_01,2026-04-18 13:52
IDGYO,1.78,,2026_01,2026-04-18 13:52
IEYHO,-2.83,,2026_01,2026-04-18 13:52
IHAAS,3.04,,2026_01,2026-04-18 13:52
IHEVA,0.09,242.936,2026_01,2026-04-18 13:52
IHGZT,3.93,,2026_01,2026-04-18 13:52
IHLAS,0.09,,2026_01,2026-04-18 13:52
IHLGM,0.56,,2026_01,2026-04-18 13:52
IHYAY,0.43,,2026_01,2026-04-18 13:52
IMASM,1.75,,2026_01,2026-04-18 13:52
INDES,-0.54,,2026_01,2026-04-18 13:52
INFO,2.29,,2026_01,2026-04-18 13:52
INGRM,-0.14,-21.336,2026_01,2026-04-18 13:52
INTEK,-0.03,-1.5,2026_01,2026-04-18 13:52
INTEM,1.39,131.244,2026_01,2026-04-18 13:52
INVEO,-0.21,,2026_01,2026-04-18 13:52
INVES,-0.11,-40.827,2026_01,2026-04-18 13:52
ARENA,0.32,237.17,2026_01,2026-04-18 13:52
ISATR,0.0,0.0,2026_01,2026-04-18 13:52
ISBIR,0.1,14.813,2026_01,2026-04-18 13:52
ISBTR,0.01,0.0,2026_01,2026-04-18 13:52
ARFYE,6.74,,2026_01,2026-04-18 13:52
ISDMR,1.94,,2026_01,2026-04-18 13:52
ISFIN,0.64,,2026_01,2026-04-18 13:52
ISGSY,1.8,854.342,2026_01,2026-04-18 13:52
ISGYO,1.17,,2026_01,2026-04-18 13:52
ISKPL,-3.92,,2026_01,2026-04-18 13:52
ISKUR,0.0,0.0,2026_01,2026-04-18 13:52
ARMGD,6.02,,2026_01,2026-04-18 13:52
ISSEN,-0.09,-92.612,2026_01,2026-04-18 13:52
ISYAT,-1.27,,2026_01,2026-04-18 13:52
ARSAN,-1.5,,2026_01,2026-04-18 13:52
IZFAS,-1.96,,2026_01,2026-04-18 13:52
IZINV,-1.08,-146.446,2026_01,2026-04-18 13:52
IZMDC,1.14,,2026_01,2026-04-18 13:52
JANTS,0.83,,2026_01,2026-04-18 13:52
KAPLM,0.9,40.816,2026_01,2026-04-18 13:52
KAREL,-0.16,-523.376,2026_01,2026-04-18 13:52
KARSN,0.69,,2026_01,2026-04-18 13:52
KARTN,0.09,68.97,2026_01,2026-04-18 13:52
KATMR,0.94,,2026_01,2026-04-18 13:52
KAYSE,2.28,,2026_01,2026-04-18 13:52
KBORU,2.85,,2026_01,2026-04-18 13:52
ARTMS,-3.66,-886.341,2026_01,2026-04-18 13:52
ARZUM,-1.11,,2026_01,2026-04-18 13:52
KENT,-0.38,-4.496,2026_01,2026-04-18 13:52
KERVN,0.0,-3.0,2026_01,2026-04-18 13:52
KFEIN,4.31,,2026_01,2026-04-18 13:52
KGYO,-1.09,,2026_01,2026-04-18 13:52
KIMMR,0.72,536.347,2026_01,2026-04-18 13:52
KLGYO,1.08,,2026_01,2026-04-18 13:52
KLKIM,2.26,,2026_01,2026-04-18 13:52
KLMSN,-2.82,-870.052,2026_01,2026-04-18 13:52
KLNMA,-0.02,-14.898,2026_01,2026-04-18 13:52
A1YEN,-0.89,-368.866,2026_01,2026-04-18 13:52
KLSER,0.73,799.706,2026_01,2026-04-18 13:52
KLSYN,-10.48,,2026_01,2026-04-18 13:52
KLYPV,-4.2,,2026_01,2026-04-18 13:52
KMPUR,-1.91,,2026_01,2026-04-18 13:52
KNFRT,-0.21,-273.786,2026_01,2026-04-18 13:52
KOCMT,-0.84,,2026_01,2026-04-18 13:52
KONKA,0.05,40.165,2026_01,2026-04-18 13:52
ASGYO,0.02,42.315,2026_01,2026-04-18 13:52
KONYA,-0.09,-1.559,2026_01,2026-04-18 13:52
KOPOL,1.07,,2026_01,2026-04-18 13:52
KORDS,-0.27,-177.445,2026_01,2026-04-18 13:52
KOTON,4.1,,2026_01,2026-04-18 13:52
AGROT,0.55,,2026_01,2026-04-18 13:52
ASUZU,3.29,,2026_01,2026-04-18 13:52
KRDMA,-0.5,,2026_01,2026-04-18 13:52
KRDMB,5.08,,2026_01,2026-04-18 13:52
ATAGY,0.28,129.223,2026_01,2026-04-18 13:52
KRGYO,1.24,,2026_01,2026-04-18 13:52
KRONT,-0.35,-402.489,2026_01,2026-04-18 13:52
KRPLS,2.0,,2026_01,2026-04-18 13:52
KRSTL,-0.62,,2026_01,2026-04-18 13:52
KRTEK,2.9,552.528,2026_01,2026-04-18 13:52
KRVGD,0.45,,2026_01,2026-04-18 13:52
KSTUR,0.0,-54.0,2026_01,2026-04-18 13:52
ATAKP,-0.21,-60.111,2026_01,2026-04-18 13:52
KTSKR,1.86,272.906,2026_01,2026-04-18 13:52
KUTPO,2.05,214.956,2026_01,2026-04-18 13:52
KUVVA,-0.11,-26.335,2026_01,2026-04-18 13:52
ATATP,3.31,622.481,2026_01,2026-04-18 13:52
KZBGY,-0.42,,2026_01,2026-04-18 13:52
KZGYO,2.75,,2026_01,2026-04-18 13:52
LIDER,1.12,,2026_01,2026-04-18 13:52
LIDFA,0.61,,2026_01,2026-04-18 13:52
LILAK,-0.23,-607.531,2026_01,2026-04-18 13:52
LINK,-0.86,-157.133,2026_01,2026-04-18 13:52
LKMNH,-0.92,,2026_01,2026-04-18 13:52
LMKDC,6.7,,2026_01,2026-04-18 13:52
LOGO,-0.45,-333.556,2026_01,2026-04-18 13:52
LRSHO,0.13,925.97,2026_01,2026-04-18 13:52
LUKSK,0.22,60.088,2026_01,2026-04-18 13:52
LYDHO,-30.65,,2026_01,2026-04-18 13:52
LYDYE,0.21,2.835,2026_01,2026-04-18 13:52
MAALT,0.39,18.368,2026_01,2026-04-18 13:52
MACKO,-6.42,,2026_01,2026-04-18 13:52
ATEKS,0.0,-85.0,2026_01,2026-04-18 13:52
MAKIM,-0.83,-353.54,2026_01,2026-04-18 13:52
MAKTK,0.24,433.207,2026_01,2026-04-18 13:52
MANAS,1.46,,2026_01,2026-04-18 13:52
MARBL,-3.44,,2026_01,2026-04-18 13:52
MARKA,1.97,413.714,2026_01,2026-04-18 13:52
MARMR,-3.15,,2026_01,2026-04-18 13:52
MARTI,-1.92,,2026_01,2026-04-18 13:52
ATLAS,0.78,466.715,2026_01,2026-04-18 13:52
MEDTR,-5.1,,2026_01,2026-04-18 13:52
MEGAP,-0.01,-25.001,2026_01,2026-04-18 13:52
MEGMT,2.75,,2026_01,2026-04-18 13:52
MEKAG,-0.65,-436.205,2026_01,2026-04-18 13:52
MEPET,1.0,739.974,2026_01,2026-04-18 13:52
MERCN,2.19,,2026_01,2026-04-18 13:52
MERIT,-1.71,,2026_01,2026-04-18 13:52
MERKO,-1.8,,2026_01,2026-04-18 13:52
METRO,0.76,,2026_01,2026-04-18 13:52
MEYSU,8.87,,2026_01,2026-04-18 13:52
ATSYH,0.0,2.0,2026_01,2026-04-18 13:52
MHRGY,0.88,,2026_01,2026-04-18 13:52
AVGYO,0.86,957.756,2026_01,2026-04-18 13:52
MMCAS,-0.01,193.0,2026_01,2026-04-18 13:52
MNDRS,0.83,,2026_01,2026-04-18 13:52
MNDTR,0.57,,2026_01,2026-04-18 13:52
MOBTL,0.85,,2026_01,2026-04-18 13:52
MOGAN,1.64,,2026_01,2026-04-18 13:52
MOPAS,3.59,,2026_01,2026-04-18 13:52
AVHOL,1.0,260.703,2026_01,2026-04-18 13:52
MRGYO,0.4,,2026_01,2026-04-18 13:52
MRSHL,-0.3,-12.68,2026_01,2026-04-18 13:52
MSGYO,-0.27,-334.009,2026_01,2026-04-18 13:52
MTRKS,0.28,123.189,2026_01,2026-04-18 13:52
MTRYO,-0.08,-32.499,2026_01,2026-04-18 13:52
MZHLD,-1.03,-740.941,2026_01,2026-04-18 13:52
NATEN,-0.05,-160.275,2026_01,2026-04-18 13:52
NETAS,-0.75,-236.335,2026_01,2026-04-18 13:52
NIBAS,-0.07,-189.274,2026_01,2026-04-18 13:52
NTGAZ,3.34,,2026_01,2026-04-18 13:52
NTHOL,-0.22,,2026_01,2026-04-18 13:52
NUGYO,0.1,313.109,2026_01,2026-04-18 13:52
NUHCM,0.29,94.632,2026_01,2026-04-18 13:52
AVOD,-0.91,,2026_01,2026-04-18 13:52
OBASE,4.82,719.147,2026_01,2026-04-18 13:52
AVPGY,0.95,950.617,2026_01,2026-04-18 13:52
ODINE,8.07,,2026_01,2026-04-18 13:52
OFSYM,0.51,115.61,2026_01,2026-04-18 13:52
ONCSM,-2.72,-274.295,2026_01,2026-04-18 13:52
ONRYT,4.48,883.566,2026_01,2026-04-18 13:52
ORCAY,1.05,,2026_01,2026-04-18 13:52
ORGE,-0.47,-199.947,2026_01,2026-04-18 13:52
ORMA,0.0,0.0,2026_01,2026-04-18 13:52
OSMEN,0.14,214.898,2026_01,2026-04-18 13:52
OSTIM,0.66,,2026_01,2026-04-18 13:52
AVTUR,0.96,414.19,2026_01,2026-04-18 13:52
OTTO,-1.99,5.357,2026_01,2026-04-18 13:52
AYCES,6.11,115.708,2026_01,2026-04-18 13:52
OYAYO,0.09,17.187,2026_01,2026-04-18 13:52
OYLUM,0.33,264.951,2026_01,2026-04-18 13:52
OYYAT,-0.13,-116.979,2026_01,2026-04-18 13:52
OZATD,-0.22,-30.104,2026_01,2026-04-18 13:52
OZGYO,4.53,,2026_01,2026-04-18 13:52
OZKGY,-1.67,,2026_01,2026-04-18 13:52
OZRDN,-0.67,-384.019,2026_01,2026-04-18 13:52
OZSUB,0.47,307.915,2026_01,2026-04-18 13:52
OZYSR,-0.88,-356.956,2026_01,2026-04-18 13:52
PAGYO,-0.11,-60.951,2026_01,2026-04-18 13:52
PAHOL,-4.33,,2026_01,2026-04-18 13:52
PAMEL,0.53,114.323,2026_01,2026-04-18 13:52
PAPIL,2.04,,2026_01,2026-04-18 13:52
PARSN,-0.19,-62.649,2026_01,2026-04-18 13:52
AYDEM,4.7,,2026_01,2026-04-18 13:52
AYEN,-0.18,-101.701,2026_01,2026-04-18 13:52
PCILT,0.64,290.29,2026_01,2026-04-18 13:52
TEHOL,-12.96,,2026_01,2026-04-18 13:52
PEKGY,3.71,,2026_01,2026-04-18 13:52
PENGD,-0.33,-559.85,2026_01,2026-04-18 13:52
PENTA,0.79,,2026_01,2026-04-18 13:52
AYES,0.44,392.161,2026_01,2026-04-18 13:52
PETUN,0.78,,2026_01,2026-04-18 13:52
AYGAZ,-0.28,-278.436,2026_01,2026-04-18 13:52
PINSU,-3.96,,2026_01,2026-04-18 13:52
PKART,2.3,254.322,2026_01,2026-04-18 13:52
PKENT,0.71,170.394,2026_01,2026-04-18 13:52
PLTUR,-0.02,-9.022,2026_01,2026-04-18 13:52
PNLSN,0.5,175.43,2026_01,2026-04-18 13:52
PNSUT,0.43,545.305,2026_01,2026-04-18 13:52
POLHO,0.0,-5.817,2026_01,2026-04-18 13:52
POLTK,-5.05,-56.789,2026_01,2026-04-18 13:52
PRDGS,3.5,,2026_01,2026-04-18 13:52
PRKAB,-1.86,-656.25,2026_01,2026-04-18 13:52
PRKME,-10.37,,2026_01,2026-04-18 13:52
PRZMA,0.29,350.043,2026_01,2026-04-18 13:52
PSDTC,0.35,23.074,2026_01,2026-04-18 13:52
PSGYO,-1.76,,2026_01,2026-04-18 13:52
QNBFK,0.0,21.0,2026_01,2026-04-18 13:52
QNBTR,0.0,,2026_01,2026-04-18 13:52
AZTEK,0.84,,2026_01,2026-04-18 13:52
BAGFS,-0.11,-106.723,2026_01,2026-04-18 13:52
RAYSG,0.33,171.26,2026_01,2026-04-18 13:52
BAHKM,3.64,848.187,2026_01,2026-04-18 13:52
RGYAS,-1.5,,2026_01,2026-04-18 13:52
RNPOL,-0.84,-140.301,2026_01,2026-04-18 13:52
RODRG,1.15,199.675,2026_01,2026-04-18 13:52
ROYAL,0.0,86.0,2026_01,2026-04-18 13:52
RTALB,5.35,,2026_01,2026-04-18 13:52
RUBNS,6.46,,2026_01,2026-04-18 13:52
RYGYO,1.63,,2026_01,2026-04-18 13:52
RYSAS,0.1,,2026_01,2026-04-18 13:52
SAFKR,0.73,,2026_01,2026-04-18 13:52
BAKAB,1.29,450.97,2026_01,2026-04-18 13:52
SAMAT,-0.49,-508.216,2026_01,2026-04-18 13:52
SANEL,1.16,209.14,2026_01,2026-04-18 13:52
SANFM,-0.96,,2026_01,2026-04-18 13:52
SANKO,1.29,483.434,2026_01,2026-04-18 13:52
SARKY,-0.37,,2026_01,2026-04-18 13:52
BALAT,-0.13,-9.992,2026_01,2026-04-18 13:52
