hisse,adet2,adet_fark,tks2,oran2,pp_fark,dolasim_pct,kurum,donem,tip,yukleme
ENDAE,3780369,-95096,125773836,3.0057,-0.0756,-0.0756,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
CEMZY,1130633,-95193,124119970,0.9109,-0.0767,-0.0767,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
SEKFK,2278086,-99149,62311473,3.656,-0.1591,-0.1591,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
MOGAN,14369735,-100872,262635000,5.4714,-0.0384,-0.0384,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
AFYON,214526537,-102278,399992258,53.6327,-0.0255,-0.0256,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
AVPGY,15243681,-102766,99999990,15.2437,-0.1027,-0.1028,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
EPLAS,6356993,-108029,190491857,3.3371,-0.0568,-0.0567,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
YIGIT,7557736,-109183,89724474,8.4233,-0.1217,-0.1217,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
LIDER,468862,-110285,279500000,0.1678,-0.0394,-0.0395,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
KNFRT,2567283,-115335,131747000,1.9486,-0.0876,-0.0875,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
KGYO,9915517,-116311,767894934,1.2913,-0.0151,-0.0151,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
EMPAE,1288774,-117562,38000000,3.3915,-0.3094,-0.3094,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
GOKNR,5512635,-134150,185092608,2.9783,-0.0725,-0.0725,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
DYOBY,4507950,-134710,186553687,2.4164,-0.0722,-0.0722,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
KERVN,17276025,-137685,588346973,2.9364,-0.0234,-0.0234,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
CRFSA,5497857,-139091,18312793,30.0219,-0.7596,-0.7595,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
KMPUR,6305173,-139966,132432524,4.761,-0.1057,-0.1057,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
ARCLK,3523400,-142602,170054939,2.0719,-0.0839,-0.0839,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
IHLAS,109109184,-146368,1396079076,7.8154,-0.0105,-0.0105,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
DSTKF,61034,-146744,84533333,0.0722,-0.1736,-0.1736,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
VESBE,19028355,-147530,503578676,3.7786,-0.0293,-0.0293,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
BMSTL,4522298,-152965,74760491,6.049,-0.2047,-0.2046,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
AHGAZ,9235261,-155419,659370871,1.4006,-0.0236,-0.0236,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
KRDMB,11671067,-156431,118762110,9.8273,-0.1317,-0.1317,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
ECOGR,2468071,-164161,110000000,2.2437,-0.1492,-0.1492,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
KCHOL,25021858,-166097,674053695,3.7121,-0.0247,-0.0246,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
ENERY,261180355,-166240,2420687469,10.7895,-0.0069,-0.0069,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
RUBNS,1575857,-169065,42377765,3.7186,-0.3989,-0.3989,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
HLGYO,37419948,-173703,1075198517,3.4803,-0.0161,-0.0162,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
MEGAP,17021633,-173832,234498757,7.2587,-0.0742,-0.0741,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
IDGYO,4309777,-175543,114852114,3.7525,-0.1528,-0.1528,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
PGSUS,14828589,-175907,295068869,5.0255,-0.0596,-0.0596,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
AHSGY,4512588,-179755,184999889,2.4392,-0.0972,-0.0972,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
BAYRK,16550902,-181246,189751123,8.7224,-0.0955,-0.0955,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
YAYLA,2167082,-182357,39874966,5.4347,-0.4573,-0.4573,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
BRMEN,3683150,-183575,57566555,6.3981,-0.3189,-0.3189,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
KRSTL,9017100,-195439,183664642,4.9095,-0.1065,-0.1064,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
GOODY,3869446,-199211,132804473,2.9136,-0.15,-0.15,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
ARFYE,1600034,-199493,47000000,3.4043,-0.4245,-0.4245,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
MERCN,3687457,-203989,74389005,4.957,-0.2742,-0.2742,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
IHEVA,14856103,-215456,291631239,5.0941,-0.0739,-0.0739,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
DEVA,2925082,-216302,199971824,1.4627,-0.1082,-0.1082,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
EGPRO,3934604,-220966,175170570,2.2462,-0.1261,-0.1261,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
INVEO,9753878,-226130,998999954,0.9764,-0.0226,-0.0226,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
GLYHO,45397418,-230964,1949290631,2.3289,-0.0119,-0.0118,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
LRSHO,40175549,-238494,724120946,5.5482,-0.0329,-0.0329,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
HATSN,2833403,-261321,50924964,5.5639,-0.5131,-0.5131,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
FZLGY,7067488,-263645,398427644,1.7738,-0.0662,-0.0662,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
ALKIM,20585141,-268804,182767821,11.263,-0.1471,-0.1471,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
RYGYO,52984904,-291063,770588057,6.8759,-0.0378,-0.0378,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
TSGYO,5545493,-294043,266499982,2.0809,-0.1103,-0.1103,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
GRNYO,2387068,-294130,37386059,6.3849,-0.7868,-0.7867,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
BIMAS,1571060,-304118,436214016,0.3602,-0.0697,-0.0697,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
BMSCH,3930860,-324028,70207402,5.5989,-0.4616,-0.4615,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
KTLEV,21672468,-336630,1288500000,1.682,-0.0261,-0.0261,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
MAKTK,5067835,-336892,184370066,2.7487,-0.1828,-0.1827,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
KUYAS,5165060,-338812,398957788,1.2946,-0.085,-0.0849,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
EGSER,14153791,-345504,545751057,2.5935,-0.0633,-0.0633,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
KLGYO,36262122,-350642,689399869,5.26,-0.0508,-0.0509,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
CRDFA,7260307,-352610,224990570,3.2269,-0.1568,-0.1567,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
YUNSA,12557186,-355929,202164056,6.2114,-0.176,-0.1761,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
ANELE,1851702,-356914,151405542,1.223,-0.2357,-0.2357,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
KRDMD,14431167,-366104,780216365,1.8496,-0.047,-0.0469,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
ARENA,2972638,-368883,66996461,4.437,-0.5506,-0.5506,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
SAFKR,5534347,-377294,140056162,3.9515,-0.2694,-0.2694,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
IEYHO,4933132,-382197,541033797,0.9118,-0.0706,-0.0706,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
SOKM,9071524,-405717,448708248,2.0217,-0.0904,-0.0904,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
KZBGY,343498840,-411491,1959999915,17.5255,-0.0209,-0.021,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
EKOS,18889353,-416423,307199852,6.1489,-0.1355,-0.1356,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
CCOLA,5861896,-427427,821509647,0.7136,-0.052,-0.052,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
SILVR,10291699,-432984,212818206,4.8359,-0.2035,-0.2035,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
IHLGM,57104765,-436295,986078000,5.7911,-0.0442,-0.0442,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
INFO,23906905,-442024,767463333,3.1151,-0.0576,-0.0576,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
IMASM,41970378,-453256,650600499,6.451,-0.0697,-0.0697,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
KAYSE,50182581,-455947,828951998,6.0537,-0.055,-0.055,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
DURDO,35134710,-490105,379703149,9.2532,-0.1291,-0.1291,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
ATLAS,5250671,-491740,59999865,8.7511,-0.8196,-0.8196,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
MAGEN,4507246,-493001,719512140,0.6264,-0.0685,-0.0685,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
SANFM,5066937,-508209,225029995,2.2517,-0.2258,-0.2258,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
GSDHO,16740007,-520188,999994969,1.674,-0.052,-0.052,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
AZTEK,15899160,-534375,279000000,5.6986,-0.1916,-0.1915,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
GSDDE,2389789,-541222,106850751,2.2366,-0.5065,-0.5065,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
TOASO,3786439,-570501,120585077,3.1401,-0.4731,-0.4731,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
AGYO,5478512,-573129,129036460,4.2457,-0.4442,-0.4442,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
AEFES,75767700,-618612,2028860053,3.7345,-0.0305,-0.0305,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
ENKAI,8963490,-647116,874733059,1.0247,-0.074,-0.074,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
SEGYO,8913369,-670335,203351321,4.3832,-0.3297,-0.3296,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
HUNER,37290311,-719435,670137933,5.5646,-0.1073,-0.1074,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
MANAS,18416909,-725423,306992000,5.9991,-0.2363,-0.2363,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
VAKFN,86918009,-726542,2064378140,4.2104,-0.0352,-0.0352,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
GARAN,11901448,-761763,2454957797,0.4848,-0.031,-0.031,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
ATATR,12073548,-807939,280000000,4.312,-0.2885,-0.2885,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
OZKGY,5495099,-864067,363999945,1.5096,-0.2374,-0.2374,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
BORLS,23356366,-889955,308652686,7.5672,-0.2883,-0.2883,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
IHYAY,17688305,-929621,388124996,4.5574,-0.2395,-0.2395,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
PRDGS,7799202,-932908,110850000,7.0358,-0.8416,-0.8416,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
ASTOR,7226468,-945449,426646223,1.6938,-0.2216,-0.2216,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
BSOKE,12768989,-965469,458487038,2.785,-0.2106,-0.2106,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
DMRGD,21961836,-984387,1277294592,1.7194,-0.0771,-0.0771,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
IZENR,28109943,-987342,914537597,3.0737,-0.1079,-0.108,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
TSPOR,240457651,-1045255,3674975174,6.5431,-0.0285,-0.0284,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
SRVGY,35762043,-1082567,812499687,4.4015,-0.1332,-0.1332,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
VAKBN,9564168,-1105335,8046896130,0.1189,-0.0137,-0.0137,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
EYGYO,12170318,-1108925,362859668,3.354,-0.3056,-0.3056,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
DARDL,43480470,-1112269,1753442695,2.4797,-0.0635,-0.0634,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
CIMSA,167654118,-1119628,488602363,34.313,-0.2291,-0.2291,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
FENER,221871389,-1155665,2772321468,8.0031,-0.0417,-0.0417,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
SEKUR,7899100,-1168725,131457835,6.0088,-0.8891,-0.889,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
BINHO,24946728,-1357941,488884380,5.1028,-0.2778,-0.2778,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
BJKAS,247714203,-1365803,1776089716,13.9472,-0.0769,-0.0769,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
MIATK,16552308,-1445792,313087979,5.2868,-0.4618,-0.4618,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
LIDFA,19020333,-1460478,458180545,4.1513,-0.3187,-0.3188,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
KARSN,474831980,-1573909,827827039,57.3588,-0.1902,-0.1901,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
AKSA,212836628,-1622176,1503650642,14.1547,-0.1078,-0.1079,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
FONET,28592319,-2024884,577082984,4.9546,-0.3509,-0.3509,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
BIGEN,4766041,-2135538,115500000,4.1264,-1.849,-1.849,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
TSKB,19562831,-2572232,1516591673,1.2899,-0.1696,-0.1696,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
TTKOM,5480688,-3130347,524999999,1.0439,-0.5963,-0.5963,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
VKGYO,53001353,-3584961,1637203242,3.2373,-0.219,-0.219,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
AKBNK,409869316,-3752161,3059320216,13.3974,-0.1226,-0.1226,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
QUAGR,60721929,-4301299,1773200000,3.4244,-0.2426,-0.2426,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
PSGYO,157397714,-4547189,2954231556,5.3279,-0.1539,-0.1539,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
PEKGY,116611261,-5466458,4685173406,2.4889,-0.1167,-0.1167,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
EREGL,97825017,-6067919,3554244056,2.7523,-0.1708,-0.1707,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
EUREN,57049522,-6211192,1040132637,5.4848,-0.5972,-0.5972,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
MRGYO,108290530,-6838682,2277966226,4.7538,-0.3002,-0.3002,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
KAREL,6664742,-7509571,329659497,2.0217,-2.278,-2.278,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
THYAO,44513521,-7797840,739463453,6.0197,-1.0545,-1.0545,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
ISCTR,242807255,-12788311,8880396856,2.7342,-0.144,-0.144,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
YKBNK,55047663,-14565928,4705620952,1.1698,-0.3096,-0.3095,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
TURSG,24729698,-21231832,7907296076,0.3127,-0.2686,-0.2685,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
SASA,2236022062,-27102248,25700434927,8.7003,-0.1055,-0.1055,AK_YATIRIM,202604_04,haftalik,2026-05-01 15:34
SASA,2308451150,72429088,25700434927,8.9821,0.2818,0.2818,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
ISCTR,305170606,62363352,8880396856,3.4365,0.7023,0.7023,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
YKBNK,70899961,15852298,4705620952,1.5067,0.3369,0.3369,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
QUAGR,71951945,11230016,1773200000,4.0577,0.6333,0.6333,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
KAREL,12637007,5972265,329659497,3.8334,1.8117,1.8116,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
KRDMD,20228162,5796995,780216365,2.5926,0.743,0.743,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
CEMZY,5520646,4390013,692395830,0.7973,0.634,0.634,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
ASTOR,11569525,4343057,426646223,2.7117,1.0179,1.018,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
SELVA,63579647,4082521,775687737,8.1966,0.5264,0.5263,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
EREGL,101199955,3374938,3554244056,2.8473,0.095,0.095,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
TSKB,22670020,3107189,1516591674,1.4948,0.2049,0.2049,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
SAHOL,152423263,2663239,1153233184,13.217,0.2309,0.2309,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
ESCOM,26519384,2571976,465831670,5.6929,0.5521,0.5521,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
TUCLK,19408109,2205701,283182600,6.8536,0.7789,0.7789,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
DMRGD,24052925,2091089,1277294592,1.8831,0.1637,0.1637,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
EUREN,59070949,2021427,1040132637,5.6792,0.1944,0.1943,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
EYGYO,14149118,1978800,362859668,3.8993,0.5453,0.5453,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
GARAN,13787940,1886492,2454957797,0.5616,0.0768,0.0768,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
ALVES,63039772,1880728,1359999780,4.6353,0.1383,0.1383,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
RYSAS,203673695,1861798,1504020937,13.5419,0.1237,0.1238,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
ICUGS,28827199,1665472,336250000,8.5731,0.4953,0.4953,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
ENSRI,12006698,1522857,236283503,5.0815,0.6445,0.6445,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
FROTO,27323440,1419380,625119847,4.3709,0.227,0.2271,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
KCHOL,26426936,1405078,674053695,3.9206,0.2085,0.2085,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
IZENR,29440756,1330813,914222597,3.2203,0.1456,0.1456,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
BTCIM,143211731,1308979,4220350772,3.3934,0.0311,0.031,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
GENIL,21645008,1283916,1289069985,1.6791,0.0996,0.0996,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
FENER,223132503,1261114,2772321468,8.0486,0.0455,0.0455,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
DAPGM,16777844,1208636,942959850,1.7793,0.1282,0.1282,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
FONET,29753665,1161346,577082984,5.1559,0.2013,0.2012,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
GWIND,9440586,1136363,179165491,5.2692,0.6343,0.6343,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
LRSHO,41176830,1001281,724120946,5.6865,0.1383,0.1383,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
HALKB,27298855,946453,6546422780,0.417,0.0145,0.0145,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
IHEVA,15800137,944034,291631239,5.4178,0.3237,0.3237,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
TSPOR,241327651,870000,3674975174,6.5668,0.0237,0.0237,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
CEMAS,41846683,837593,790994229,5.2904,0.1059,0.1059,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
NIBAS,19960122,830845,267767946,7.4543,0.3103,0.3103,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
SMRTG,37859456,816939,664164672,5.7003,0.123,0.123,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
NATEN,18890711,788331,371249995,5.0884,0.2123,0.2123,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
EKGYO,49631629,758956,1925107366,2.5781,0.0394,0.0394,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
YIGIT,8280438,722702,89724474,9.2287,0.8054,0.8055,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
ODAS,68069258,698965,1113798031,6.1115,0.0628,0.0628,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
SOKM,9758795,687271,448708248,2.1749,0.1532,0.1532,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
ENKAI,9585321,621831,874733059,1.0958,0.0711,0.0711,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
KOPOL,14310502,605684,266319652,5.3734,0.2274,0.2274,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
POLHO,9619766,583714,164140074,5.8607,0.3556,0.3556,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
KLGYO,36841742,579620,689399869,5.344,0.084,0.0841,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
FLAP,12957893,559847,93599985,13.8439,0.5981,0.5981,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
ETILR,9522251,545769,156217454,6.0955,0.3494,0.3494,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
KGYO,10459999,544482,767894934,1.3622,0.0709,0.0709,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
AZTEK,16441524,542364,279000000,5.893,0.1944,0.1944,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
SAMAT,6377272,517510,103183797,6.1805,0.5015,0.5015,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
GLRYH,19402176,511234,599623814,3.2357,0.0852,0.0853,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
DENGE,35635163,505451,525284797,6.784,0.0963,0.0962,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
BESTE,3057471,486521,54578499,5.602,0.8914,0.8914,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
SAFKR,5997946,463599,140056162,4.2825,0.331,0.331,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
AKSA,213278039,441411,1503650642,14.184,0.0293,0.0294,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
MIATK,16992592,440284,313087979,5.4274,0.1406,0.1406,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
YKSLN,12292220,435304,197429566,6.2261,0.2205,0.2205,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
KZBGY,343927678,428838,1959999915,17.5473,0.0218,0.0219,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
MGROS,1981070,410393,96563593,2.0516,0.425,0.425,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
RYGYO,53388350,403446,770588057,6.9283,0.0524,0.0524,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
YUNSA,12937796,380610,202164056,6.3997,0.1883,0.1883,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
CONSE,25409924,380157,377854899,6.7248,0.1006,0.1006,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
EMKEL,8043715,371988,149999458,5.3625,0.248,0.248,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
IMASM,42334473,364095,650600499,6.507,0.056,0.056,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
AKSUE,3120436,360744,56376184,5.535,0.6399,0.6399,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
MOBTL,20716366,355860,207999999,9.9598,0.1711,0.1711,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
AFYON,214874122,347584,399992258,53.7196,0.0869,0.0869,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
TUPRS,44968288,334668,942334140,4.772,0.0355,0.0355,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
FZLGY,7389782,322294,398427644,1.8547,0.0809,0.0809,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
GESAN,7636792,316115,141759179,5.3872,0.223,0.223,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
GRNYO,2689960,302892,37386059,7.1951,0.8102,0.8102,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
AKYHO,12735213,302868,223895870,5.688,0.1353,0.1353,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
UCAYM,2932743,277743,60000000,4.8879,0.4629,0.4629,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
SEYKM,11575195,275537,151040901,7.6636,0.1824,0.1824,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
METRO,10039621,271909,539989959,1.8592,0.0503,0.0504,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
DOAS,8191487,271287,97899975,8.3672,0.2771,0.2771,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
VESTL,18403244,269679,295447203,6.2289,0.0912,0.0913,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
GEREL,10751501,268746,219036379,4.9085,0.1226,0.1227,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
BERA,7584112,249026,492053330,1.5413,0.0506,0.0506,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
DYOBY,4755514,247564,186553687,2.5491,0.1327,0.1327,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
KUYAS,5412080,247020,398957788,1.3566,0.062,0.0619,AK_YATIRIM,202604_05,haftalik,2026-05-01 15:34
