hisse,adet2,adet_fark,tks2,oran2,pp_fark,dolasim_pct,kurum,donem,tip,yukleme
BEYAZ,226874,-238692,42317352,0.5361,-0.5641,-0.5641,TEB,2025_10,aylik,2026-05-01 15:30
FORMT,17237174,-244762,1075744355,1.6023,-0.0228,-0.0228,TEB,2025_10,aylik,2026-05-01 15:30
ARSAN,9304508,-245732,887344274,1.0486,-0.0277,-0.0277,TEB,2025_10,aylik,2026-05-01 15:30
BUCIM,10405543,-247368,1286538062,0.8088,-0.0192,-0.0192,TEB,2025_10,aylik,2026-05-01 15:30
BORLS,2770571,-258257,284522686,0.9738,-0.0907,-0.0908,TEB,2025_10,aylik,2026-05-01 15:30
LILAK,1238194,-270855,260253530,0.4758,-0.104,-0.1041,TEB,2025_10,aylik,2026-05-01 15:30
FZLGY,446756,-273443,398427439,0.1121,-0.0687,-0.0686,TEB,2025_10,aylik,2026-05-01 15:30
ISFIN,2712987,-285567,310154523,0.8747,-0.0921,-0.0921,TEB,2025_10,aylik,2026-05-01 15:30
BURCE,385161,-295849,44422390,0.867,-0.666,-0.666,TEB,2025_10,aylik,2026-05-01 15:30
LMKDC,833271,-301389,155929999,0.5344,-0.1933,-0.1933,TEB,2025_10,aylik,2026-05-01 15:30
KRONT,5525183,-306268,116892885,4.7267,-0.262,-0.262,TEB,2025_10,aylik,2026-05-01 15:30
SARKY,11912252,-307501,999999671,1.1912,-0.0308,-0.0308,TEB,2025_10,aylik,2026-05-01 15:30
AKFIS,645805,-311908,66841328,0.9662,-0.4666,-0.4666,TEB,2025_10,aylik,2026-05-01 15:30
VAKBN,4273108,-314601,8046896130,0.0531,-0.0039,-0.0039,TEB,2025_10,aylik,2026-05-01 15:30
AKSGY,4616419,-322996,1628451947,0.2835,-0.0198,-0.0198,TEB,2025_10,aylik,2026-05-01 15:30
HEDEF,582324,-329194,562499930,0.1035,-0.0585,-0.0585,TEB,2025_10,aylik,2026-05-01 15:30
ENJSA,1699475,-335887,236211770,0.7195,-0.1422,-0.1422,TEB,2025_10,aylik,2026-05-01 15:30
CEMZY,62618,-349642,124119970,0.0504,-0.2817,-0.2817,TEB,2025_10,aylik,2026-05-01 15:30
GRNYO,1361662,-361056,37386059,3.6422,-0.9657,-0.9658,TEB,2025_10,aylik,2026-05-01 15:30
BINHO,6673586,-366209,488884390,1.3651,-0.0749,-0.0749,TEB,2025_10,aylik,2026-05-01 15:30
EYGYO,3495841,-370479,341859668,1.0226,-0.1084,-0.1084,TEB,2025_10,aylik,2026-05-01 15:30
OZKGY,4615021,-377548,363999944,1.2679,-0.1037,-0.1037,TEB,2025_10,aylik,2026-05-01 15:30
PRDGS,1478643,-402093,110850000,1.3339,-0.3627,-0.3627,TEB,2025_10,aylik,2026-05-01 15:30
BJKAS,18405146,-409796,1339632769,1.3739,-0.0306,-0.0306,TEB,2025_10,aylik,2026-05-01 15:30
KRDMD,7391178,-415665,780216362,0.9473,-0.0533,-0.0533,TEB,2025_10,aylik,2026-05-01 15:30
INFO,4072945,-429433,767463347,0.5307,-0.056,-0.056,TEB,2025_10,aylik,2026-05-01 15:30
DAPGM,9048807,-478290,911156364,0.9931,-0.0525,-0.0525,TEB,2025_10,aylik,2026-05-01 15:30
SEYKM,2155745,-484874,151040666,1.4273,-0.321,-0.321,TEB,2025_10,aylik,2026-05-01 15:30
ETILR,2075571,-488243,156217451,1.3286,-0.3126,-0.3125,TEB,2025_10,aylik,2026-05-01 15:30
SELVA,5048633,-543234,332398988,1.5188,-0.1635,-0.1634,TEB,2025_10,aylik,2026-05-01 15:30
BAYRK,398821,-544208,42857336,0.9306,-1.2698,-1.2698,TEB,2025_10,aylik,2026-05-01 15:30
IHLGM,9945777,-556767,986078000,1.0086,-0.0565,-0.0565,TEB,2025_10,aylik,2026-05-01 15:30
NATEN,6329484,-614079,309375000,2.0459,-0.1985,-0.1985,TEB,2025_10,aylik,2026-05-01 15:30
AKSA,15621376,-639204,1503671742,1.0389,-0.0425,-0.0425,TEB,2025_10,aylik,2026-05-01 15:30
CVKMD,7091271,-643600,461634287,1.5361,-0.1394,-0.1394,TEB,2025_10,aylik,2026-05-01 15:30
BIGEN,2124752,-653845,115500000,1.8396,-0.5661,-0.5661,TEB,2025_10,aylik,2026-05-01 15:30
SEGYO,2198754,-655946,203388821,1.0811,-0.3225,-0.3225,TEB,2025_10,aylik,2026-05-01 15:30
ECILC,2263033,-667513,210589603,1.0746,-0.317,-0.317,TEB,2025_10,aylik,2026-05-01 15:30
SKBNK,15472073,-711200,2498879855,0.6192,-0.0284,-0.0285,TEB,2025_10,aylik,2026-05-01 15:30
INVEO,4505481,-735898,998999954,0.451,-0.0737,-0.0737,TEB,2025_10,aylik,2026-05-01 15:30
ASELS,6813196,-803558,1178408369,0.5782,-0.0682,-0.0682,TEB,2025_10,aylik,2026-05-01 15:30
CWENE,3983196,-865804,492223916,0.8092,-0.1759,-0.1759,TEB,2025_10,aylik,2026-05-01 15:30
VKGYO,29937446,-906095,1637203243,1.8286,-0.0553,-0.0553,TEB,2025_10,aylik,2026-05-01 15:30
TEKTU,5375448,-946540,195656403,2.7474,-0.4838,-0.4838,TEB,2025_10,aylik,2026-05-01 15:30
ENERY,11169888,-949428,2420687469,0.4614,-0.0393,-0.0392,TEB,2025_10,aylik,2026-05-01 15:30
TUPRS,8983625,-963917,902334853,0.9956,-0.1068,-0.1068,TEB,2025_10,aylik,2026-05-01 15:30
SAFKR,2457222,-966231,139433366,1.7623,-0.693,-0.693,TEB,2025_10,aylik,2026-05-01 15:30
FROTO,5682974,-1103272,625120837,0.9091,-0.1765,-0.1765,TEB,2025_10,aylik,2026-05-01 15:30
KARSN,5954056,-1248175,827850973,0.7192,-0.1508,-0.1508,TEB,2025_10,aylik,2026-05-01 15:30
AKGRT,3209341,-1310086,629007625,0.5102,-0.2083,-0.2083,TEB,2025_10,aylik,2026-05-01 15:30
IHYAY,5952533,-1455790,388124996,1.5337,-0.375,-0.3751,TEB,2025_10,aylik,2026-05-01 15:30
ICUGS,5204714,-1611389,336250000,1.5479,-0.4792,-0.4792,TEB,2025_10,aylik,2026-05-01 15:30
ESEN,507106,-1631495,682499950,0.0743,-0.239,-0.239,TEB,2025_10,aylik,2026-05-01 15:30
METRO,2497213,-1710558,539989959,0.4625,-0.3167,-0.3168,TEB,2025_10,aylik,2026-05-01 15:30
BTCIM,66454782,-1942026,4047112112,1.642,-0.048,-0.048,TEB,2025_10,aylik,2026-05-01 15:30
HALKB,7759652,-1957753,6546420950,0.1185,-0.0299,-0.0299,TEB,2025_10,aylik,2026-05-01 15:30
AKBNK,21034322,-1999332,3059320205,0.6875,-0.0654,-0.0654,TEB,2025_10,aylik,2026-05-01 15:30
AEFES,53605506,-2132095,2028857873,2.6422,-0.105,-0.1051,TEB,2025_10,aylik,2026-05-01 15:30
IMASM,8595931,-2179859,622850499,1.3801,-0.35,-0.35,TEB,2025_10,aylik,2026-05-01 15:30
HLGYO,11265069,-2538921,1075198536,1.0477,-0.2362,-0.2361,TEB,2025_10,aylik,2026-05-01 15:30
KATMR,26920173,-2608981,1980989998,1.3589,-0.1317,-0.1317,TEB,2025_10,aylik,2026-05-01 15:30
BERA,16219588,-2642545,491282450,3.3015,-0.5379,-0.5379,TEB,2025_10,aylik,2026-05-01 15:30
CCOLA,2612656,-2683090,815835147,0.3202,-0.3289,-0.3289,TEB,2025_10,aylik,2026-05-01 15:30
IEYHO,2934436,-2735818,541033857,0.5424,-0.5056,-0.5057,TEB,2025_10,aylik,2026-05-01 15:30
TSKB,14709027,-2999159,1516591674,0.9699,-0.1977,-0.1978,TEB,2025_10,aylik,2026-05-01 15:30
VAKFN,23087075,-3406716,2064369445,1.1184,-0.165,-0.165,TEB,2025_10,aylik,2026-05-01 15:30
ODAS,18165837,-3418995,1113798031,1.631,-0.3069,-0.307,TEB,2025_10,aylik,2026-05-01 15:30
GLYHO,32610410,-3810926,1949290631,1.6729,-0.1955,-0.1955,TEB,2025_10,aylik,2026-05-01 15:30
HDFGS,10856415,-4115854,956974192,1.1345,-0.43,-0.4301,TEB,2025_10,aylik,2026-05-01 15:30
YKBNK,29829663,-4667452,4705620930,0.6339,-0.0992,-0.0992,TEB,2025_10,aylik,2026-05-01 15:30
TUKAS,39014687,-5042211,4499495931,0.8671,-0.1121,-0.1121,TEB,2025_10,aylik,2026-05-01 15:30
CANTE,90414773,-7386743,4995739411,1.8098,-0.1479,-0.1479,TEB,2025_10,aylik,2026-05-01 15:30
GSRAY,165569791,-9606889,10123744690,1.6355,-0.0949,-0.0949,TEB,2025_10,aylik,2026-05-01 15:30
EREGL,32736856,-14507853,3554228530,0.9211,-0.4082,-0.4082,TEB,2025_10,aylik,2026-05-01 15:30
CANTE,110593785,20179012,6026334128,1.8352,0.3349,0.3348,TEB,2025_11,aylik,2026-05-01 15:30
ADESE,28223943,15830559,4687131701,0.6022,0.3378,0.3377,TEB,2025_11,aylik,2026-05-01 15:30
TSPOR,88002020,14828538,3674975253,2.3946,0.4035,0.4035,TEB,2025_11,aylik,2026-05-01 15:30
EREGL,40536984,7800128,3554230838,1.1405,0.2194,0.2195,TEB,2025_11,aylik,2026-05-01 15:30
YKBNK,37312783,7483120,4705620952,0.7929,0.159,0.159,TEB,2025_11,aylik,2026-05-01 15:30
ESEN,7478646,6971540,682499950,1.0958,1.0215,1.0215,TEB,2025_11,aylik,2026-05-01 15:30
GSRAY,170990964,5421173,10123744690,1.689,0.0535,0.0535,TEB,2025_11,aylik,2026-05-01 15:30
EUREN,19185655,5398584,1040132637,1.8445,0.519,0.519,TEB,2025_11,aylik,2026-05-01 15:30
HDFGS,15619099,4762684,956974192,1.6321,0.4976,0.4977,TEB,2025_11,aylik,2026-05-01 15:30
ADEL,19638216,4297988,112043619,17.5273,3.836,3.836,TEB,2025_11,aylik,2026-05-01 15:30
SELVA,8766062,3717429,747897737,1.1721,0.4971,0.4971,TEB,2025_11,aylik,2026-05-01 15:30
USAK,32606461,3697920,1218028691,2.677,0.3036,0.3036,TEB,2025_11,aylik,2026-05-01 15:30
HEKTS,68011611,3010570,3946441454,1.7234,0.0763,0.0763,TEB,2025_11,aylik,2026-05-01 15:30
LIDFA,8821916,2898726,234964383,3.7546,1.2337,1.2337,TEB,2025_11,aylik,2026-05-01 15:30
IHGZT,15183733,2446997,570666229,2.6607,0.4288,0.4288,TEB,2025_11,aylik,2026-05-01 15:30
THYAO,11471272,2416794,739464752,1.5513,0.3268,0.3268,TEB,2025_11,aylik,2026-05-01 15:30
YESIL,15083162,2367404,640699952,2.3542,0.3695,0.3695,TEB,2025_11,aylik,2026-05-01 15:30
INFO,6268076,2195131,767463351,0.8167,0.286,0.286,TEB,2025_11,aylik,2026-05-01 15:30
KATMR,29082408,2162235,1980989998,1.4681,0.1092,0.1091,TEB,2025_11,aylik,2026-05-01 15:30
MRGYO,12225871,2134610,1035439186,1.1807,0.2061,0.2062,TEB,2025_11,aylik,2026-05-01 15:30
VAKBN,6387204,2114096,8046896130,0.0794,0.0263,0.0263,TEB,2025_11,aylik,2026-05-01 15:30
ECOGR,2771182,1906961,110000000,2.5193,1.7336,1.7336,TEB,2025_11,aylik,2026-05-01 15:30
BJKAS,20290788,1885642,1339632796,1.5147,0.1408,0.1408,TEB,2025_11,aylik,2026-05-01 15:30
TSKB,16559991,1850964,1516591674,1.0919,0.122,0.122,TEB,2025_11,aylik,2026-05-01 15:30
TATEN,2217631,1759957,280799724,0.7898,0.6268,0.6268,TEB,2025_11,aylik,2026-05-01 15:30
IHYAY,7605620,1653087,388124996,1.9596,0.4259,0.4259,TEB,2025_11,aylik,2026-05-01 15:30
KAREL,5368266,1435525,329659498,1.6284,0.4354,0.4355,TEB,2025_11,aylik,2026-05-01 15:30
CEMAS,13410781,1422304,790994683,1.6954,0.1798,0.1798,TEB,2025_11,aylik,2026-05-01 15:30
REEDR,10431202,1303377,622078663,1.6768,0.2095,0.2095,TEB,2025_11,aylik,2026-05-01 15:30
TUKAS,40264429,1249742,4499995930,0.8948,0.0278,0.0278,TEB,2025_11,aylik,2026-05-01 15:30
ALBRK,5475796,1236212,1050478429,0.5213,0.1177,0.1177,TEB,2025_11,aylik,2026-05-01 15:30
AKGRT,4431996,1222655,629007625,0.7046,0.1944,0.1944,TEB,2025_11,aylik,2026-05-01 15:30
BESLR,3985123,1199585,658098036,0.6056,0.1823,0.1823,TEB,2025_11,aylik,2026-05-01 15:30
INVEO,5642416,1136935,998999954,0.5648,0.1138,0.1138,TEB,2025_11,aylik,2026-05-01 15:30
SEKUR,1773225,1019244,112302199,1.579,0.9076,0.9076,TEB,2025_11,aylik,2026-05-01 15:30
BUCIM,11405045,999502,1286538062,0.8865,0.0777,0.0777,TEB,2025_11,aylik,2026-05-01 15:30
ODAS,19150157,984320,1113798031,1.7194,0.0884,0.0884,TEB,2025_11,aylik,2026-05-01 15:30
KCAER,8721497,982995,496494776,1.7566,0.198,0.198,TEB,2025_11,aylik,2026-05-01 15:30
ASELS,7775160,961964,1178597817,0.6597,0.0816,0.0816,TEB,2025_11,aylik,2026-05-01 15:30
METRO,3380206,882993,539989959,0.626,0.1635,0.1635,TEB,2025_11,aylik,2026-05-01 15:30
GEDIK,3122704,819235,983076856,0.3176,0.0833,0.0833,TEB,2025_11,aylik,2026-05-01 15:30
LRSHO,15652052,781172,724120946,2.1615,0.1079,0.1079,TEB,2025_11,aylik,2026-05-01 15:30
GLYHO,33390391,779981,1949290631,1.713,0.0401,0.04,TEB,2025_11,aylik,2026-05-01 15:30
RTALB,12582321,778574,432976722,2.906,0.1798,0.1798,TEB,2025_11,aylik,2026-05-01 15:30
ZOREN,48941347,775724,2681244194,1.8253,0.0289,0.0289,TEB,2025_11,aylik,2026-05-01 15:30
QUAGR,13658639,750594,1773200000,0.7703,0.0423,0.0423,TEB,2025_11,aylik,2026-05-01 15:30
ASTOR,9551774,737567,366896261,2.6034,0.201,0.201,TEB,2025_11,aylik,2026-05-01 15:30
KOPOL,4785071,729615,266339652,1.7966,0.2739,0.2739,TEB,2025_11,aylik,2026-05-01 15:30
OSMEN,4834471,717954,153955538,3.1402,0.4664,0.4663,TEB,2025_11,aylik,2026-05-01 15:30
FROTO,6370983,688009,625120847,1.0192,0.1101,0.1101,TEB,2025_11,aylik,2026-05-01 15:30
ISMEN,5328594,687408,467723148,1.1393,0.147,0.147,TEB,2025_11,aylik,2026-05-01 15:30
EMKEL,1618380,646509,149999456,1.0789,0.431,0.431,TEB,2025_11,aylik,2026-05-01 15:30
TUPRS,9623828,640202,902334854,1.0665,0.0709,0.0709,TEB,2025_11,aylik,2026-05-01 15:30
LMKDC,1468635,635364,155929999,0.9419,0.4075,0.4075,TEB,2025_11,aylik,2026-05-01 15:30
DENGE,7468407,609576,525284801,1.4218,0.1161,0.116,TEB,2025_11,aylik,2026-05-01 15:30
DMRGD,1679706,597586,159661824,1.052,0.3742,0.3743,TEB,2025_11,aylik,2026-05-01 15:30
KRTEK,980262,584087,18764650,5.224,3.1127,3.1127,TEB,2025_11,aylik,2026-05-01 15:30
KARSN,6502041,547985,827850973,0.7854,0.0662,0.0662,TEB,2025_11,aylik,2026-05-01 15:30
KRDMD,7937448,546270,780216365,1.0173,0.07,0.07,TEB,2025_11,aylik,2026-05-01 15:30
BRKO,2987232,539466,138126479,2.1627,0.3906,0.3906,TEB,2025_11,aylik,2026-05-01 15:30
AHGAZ,1656885,526707,659370871,0.2513,0.0799,0.0799,TEB,2025_11,aylik,2026-05-01 15:30
KRGYO,3555663,469223,275373393,1.2912,0.1704,0.1704,TEB,2025_11,aylik,2026-05-01 15:30
KUYAS,3794227,468817,398958897,0.951,0.1175,0.1175,TEB,2025_11,aylik,2026-05-01 15:30
SAHOL,8372470,454053,1142761169,0.7327,0.0398,0.0397,TEB,2025_11,aylik,2026-05-01 15:30
KRDMA,24121390,441385,240300918,10.038,0.1837,0.1837,TEB,2025_11,aylik,2026-05-01 15:30
YUNSA,5535100,438869,202164056,2.7379,0.2171,0.2171,TEB,2025_11,aylik,2026-05-01 15:30
PRDGS,1901756,423113,110850000,1.7156,0.3817,0.3817,TEB,2025_11,aylik,2026-05-01 15:30
AKENR,5676650,414748,385194146,1.4737,0.1077,0.1077,TEB,2025_11,aylik,2026-05-01 15:30
MERCN,1207770,401288,74389005,1.6236,0.5395,0.5394,TEB,2025_11,aylik,2026-05-01 15:30
BALSU,973327,390823,278000000,0.3501,0.1406,0.1406,TEB,2025_11,aylik,2026-05-01 15:30
LILAK,1623305,385111,260253530,0.6237,0.1479,0.148,TEB,2025_11,aylik,2026-05-01 15:30
ECILC,2644393,381360,210589603,1.2557,0.1811,0.1811,TEB,2025_11,aylik,2026-05-01 15:30
CEMZY,442278,379660,124119970,0.3563,0.3059,0.3059,TEB,2025_11,aylik,2026-05-01 15:30
MOBTL,2771427,379231,207999999,1.3324,0.1823,0.1823,TEB,2025_11,aylik,2026-05-01 15:30
ZEDUR,8765701,366916,69899992,12.5403,0.5249,0.5249,TEB,2025_11,aylik,2026-05-01 15:30
EGSER,6777313,324913,545751057,1.2418,0.0595,0.0595,TEB,2025_11,aylik,2026-05-01 15:30
DZGYO,3150768,322674,399777846,0.7881,0.0807,0.0807,TEB,2025_11,aylik,2026-05-01 15:30
KZBGY,3747023,317543,587776683,0.6375,0.054,0.054,TEB,2025_11,aylik,2026-05-01 15:30
AGROT,8180579,313100,385999885,2.1193,0.0811,0.0811,TEB,2025_11,aylik,2026-05-01 15:30
ENJSA,2008841,309366,236211770,0.8504,0.1309,0.131,TEB,2025_11,aylik,2026-05-01 15:30
ENKAI,5462441,299549,874736069,0.6245,0.0343,0.0342,TEB,2025_11,aylik,2026-05-01 15:30
INDES,4266978,297825,462749768,0.9221,0.0644,0.0644,TEB,2025_11,aylik,2026-05-01 15:30
EGGUB,979783,297409,75862114,1.2915,0.392,0.392,TEB,2025_11,aylik,2026-05-01 15:30
GOKNR,1381284,291817,177677566,0.7774,0.1642,0.1642,TEB,2025_11,aylik,2026-05-01 15:30
ARDYZ,1578405,273687,127277471,1.2401,0.215,0.215,TEB,2025_11,aylik,2026-05-01 15:30
AKSA,15894815,273439,1503671742,1.0571,0.0182,0.0182,TEB,2025_11,aylik,2026-05-01 15:30
ICUGS,5468074,263360,336250000,1.6262,0.0783,0.0783,TEB,2025_11,aylik,2026-05-01 15:30
ALGYO,4547248,259381,141336768,3.2173,0.1835,0.1835,TEB,2025_11,aylik,2026-05-01 15:30
KBORU,2490569,256033,143999994,1.7296,0.1778,0.1778,TEB,2025_11,aylik,2026-05-01 15:30
EUPWR,3185349,252179,199610525,1.5958,0.1264,0.1263,TEB,2025_11,aylik,2026-05-01 15:30
KRSTL,3301739,222623,183664642,1.7977,0.1212,0.1212,TEB,2025_11,aylik,2026-05-01 15:30
EUHOL,2218964,218237,142999955,1.5517,0.1526,0.1526,TEB,2025_11,aylik,2026-05-01 15:30
DOFRB,761583,217394,45000000,1.6924,0.4831,0.4831,TEB,2025_11,aylik,2026-05-01 15:30
SAMAT,1510281,216932,103183797,1.4637,0.2103,0.2102,TEB,2025_11,aylik,2026-05-01 15:30
GIPTA,1629691,210033,51186922,3.1838,0.4103,0.4103,TEB,2025_11,aylik,2026-05-01 15:30
KCHOL,6148168,197254,674052132,0.9121,0.0292,0.0293,TEB,2025_11,aylik,2026-05-01 15:30
KLGYO,6221266,193585,689399869,0.9024,0.0281,0.0281,TEB,2025_11,aylik,2026-05-01 15:30
KOTON,1345817,176443,136599960,0.9852,0.1291,0.1292,TEB,2025_11,aylik,2026-05-01 15:30
MERKO,1521627,173778,101104701,1.505,0.1719,0.1719,TEB,2025_11,aylik,2026-05-01 15:30
KRPLS,1167275,171724,78486163,1.4872,0.2188,0.2188,TEB,2025_11,aylik,2026-05-01 15:30
HKTM,1190698,168669,72750000,1.6367,0.2318,0.2318,TEB,2025_11,aylik,2026-05-01 15:30
ERCB,444067,167426,33770475,1.315,0.4958,0.4958,TEB,2025_11,aylik,2026-05-01 15:30
FLAP,1798864,166487,93599986,1.9219,0.1779,0.1779,TEB,2025_11,aylik,2026-05-01 15:30
GLCVY,710637,163955,26400000,2.6918,0.621,0.621,TEB,2025_11,aylik,2026-05-01 15:30
BORSK,1455407,163418,69999972,2.0792,0.2335,0.2335,TEB,2025_11,aylik,2026-05-01 15:30
TURSG,14852973,152974,7907296076,0.1878,0.0019,0.0019,TEB,2025_11,aylik,2026-05-01 15:30
NUGYO,2732942,150921,324943976,0.8411,0.0465,0.0464,TEB,2025_11,aylik,2026-05-01 15:30
SUNTK,189226,149554,145280000,0.1302,0.1029,0.1029,TEB,2025_11,aylik,2026-05-01 15:30
BURCE,531503,146342,44422390,1.1965,0.3295,0.3294,TEB,2025_11,aylik,2026-05-01 15:30
GESAN,2165678,140980,141759180,1.5277,0.0994,0.0995,TEB,2025_11,aylik,2026-05-01 15:30
MEGAP,4980758,137589,234498757,2.124,0.0587,0.0587,TEB,2025_11,aylik,2026-05-01 15:30
KNFRT,1108961,134252,131747000,0.8417,0.1019,0.1019,TEB,2025_11,aylik,2026-05-01 15:30
OZRDN,591431,133216,57107579,1.0356,0.2332,0.2333,TEB,2025_11,aylik,2026-05-01 15:30
BEYAZ,357104,130230,42317352,0.8439,0.3078,0.3077,TEB,2025_11,aylik,2026-05-01 15:30
VSNMD,603838,129077,24000000,2.516,0.5378,0.5378,TEB,2025_11,aylik,2026-05-01 15:30
KLSER,1708252,128982,109457175,1.5607,0.1179,0.1178,TEB,2025_11,aylik,2026-05-01 15:30
BIMAS,734632,128843,436214016,0.1684,0.0295,0.0295,TEB,2025_11,aylik,2026-05-01 15:30
BAYRK,524799,125978,42857336,1.2245,0.2939,0.2939,TEB,2025_11,aylik,2026-05-01 15:30
KLKIM,2396090,124361,138383655,1.7315,0.0899,0.0899,TEB,2025_11,aylik,2026-05-01 15:30
PLTUR,787332,122027,49500000,1.5906,0.2465,0.2465,TEB,2025_11,aylik,2026-05-01 15:30
BLUME,2004097,121322,174710134,1.1471,0.0694,0.0694,TEB,2025_11,aylik,2026-05-01 15:30
HUBVC,4848417,120018,277189572,1.7491,0.0433,0.0433,TEB,2025_11,aylik,2026-05-01 15:30
RYGYO,3674370,118769,770588057,0.4768,0.0154,0.0154,TEB,2025_11,aylik,2026-05-01 15:30
AKBNK,21152106,117784,3059320205,0.6914,0.0039,0.0039,TEB,2025_11,aylik,2026-05-01 15:30
ARTMS,365790,113546,24199999,1.5115,0.4692,0.4692,TEB,2025_11,aylik,2026-05-01 15:30
VANGD,585086,112584,24374995,2.4004,0.4619,0.4619,TEB,2025_11,aylik,2026-05-01 15:30
IMASM,8705649,109718,622850499,1.3977,0.0176,0.0176,TEB,2025_11,aylik,2026-05-01 15:30
MAGEN,3460064,108958,719512141,0.4809,0.0152,0.0151,TEB,2025_11,aylik,2026-05-01 15:30
FZLGY,551058,104301,398427644,0.1383,0.0262,0.0262,TEB,2025_11,aylik,2026-05-01 15:30
CELHA,1821582,101760,146124228,1.2466,0.0696,0.0696,TEB,2025_11,aylik,2026-05-01 15:30
IDGYO,1289606,97242,119234996,1.0816,0.0816,0.0816,TEB,2025_11,aylik,2026-05-01 15:30
AKFIS,739319,93514,66841328,1.1061,0.1399,0.1399,TEB,2025_11,aylik,2026-05-01 15:30
MNDRS,3457055,92163,222007982,1.5572,0.0415,0.0415,TEB,2025_11,aylik,2026-05-01 15:30
RYSAS,4081430,89876,1504020937,0.2714,0.006,0.006,TEB,2025_11,aylik,2026-05-01 15:30
SURGY,556846,87247,44472081,1.2521,0.1962,0.1962,TEB,2025_11,aylik,2026-05-01 15:30
ATATP,152050,85742,18809999,0.8083,0.4558,0.4558,TEB,2025_11,aylik,2026-05-01 15:30
MZHLD,1254587,85687,72215314,1.7373,0.1187,0.1187,TEB,2025_11,aylik,2026-05-01 15:30
ISGSY,603973,85509,47378729,1.2748,0.1805,0.1805,TEB,2025_11,aylik,2026-05-01 15:30
ADGYO,579262,83676,82499970,0.7021,0.1014,0.1014,TEB,2025_11,aylik,2026-05-01 15:30
HTTBT,3464323,82476,82805422,4.1837,0.0996,0.0996,TEB,2025_11,aylik,2026-05-01 15:30
HOROZ,472319,78890,24599986,1.92,0.3207,0.3207,TEB,2025_11,aylik,2026-05-01 15:30
BYDNR,489460,78792,17999984,2.7192,0.4377,0.4377,TEB,2025_11,aylik,2026-05-01 15:30
TOASO,1983422,77819,120585076,1.6448,0.0645,0.0645,TEB,2025_11,aylik,2026-05-01 15:30
SANEL,251679,75366,18112451,1.3895,0.4161,0.4161,TEB,2025_11,aylik,2026-05-01 15:30
ENDAE,1529035,73286,118902778,1.286,0.0617,0.0616,TEB,2025_11,aylik,2026-05-01 15:30
ISGYO,3210549,73102,531312439,0.6043,0.0138,0.0138,TEB,2025_11,aylik,2026-05-01 15:30
ANSGR,2556493,71777,1564416026,0.1634,0.0046,0.0046,TEB,2025_11,aylik,2026-05-01 15:30
RGYAS,157477,69329,105523000,0.1492,0.0657,0.0657,TEB,2025_11,aylik,2026-05-01 15:30
AEFES,53674436,68930,2028860053,2.6455,0.0034,0.0034,TEB,2025_11,aylik,2026-05-01 15:30
GMTAS,2705058,68801,148547413,1.821,0.0463,0.0463,TEB,2025_11,aylik,2026-05-01 15:30
SELEC,815059,68176,124262097,0.6559,0.0548,0.0549,TEB,2025_11,aylik,2026-05-01 15:30
ERSU,617716,66700,31755894,1.9452,0.21,0.21,TEB,2025_11,aylik,2026-05-01 15:30
ANHYT,1440133,64900,88457041,1.6281,0.0734,0.0734,TEB,2025_11,aylik,2026-05-01 15:30
SARKY,11976958,64706,999999671,1.1977,0.0065,0.0065,TEB,2025_11,aylik,2026-05-01 15:30
GOZDE,1563638,63942,384992447,0.4061,0.0166,0.0166,TEB,2025_11,aylik,2026-05-01 15:30
AGHOL,35679644,59405,1068822243,3.3382,0.0055,0.0056,TEB,2025_11,aylik,2026-05-01 15:30
IHEVA,5006121,58302,291631239,1.7166,0.02,0.02,TEB,2025_11,aylik,2026-05-01 15:30
GOODY,1855724,58012,132804473,1.3973,0.0436,0.0437,TEB,2025_11,aylik,2026-05-01 15:30
BINHO,6730743,57157,488884390,1.3768,0.0117,0.0117,TEB,2025_11,aylik,2026-05-01 15:30
ELITE,1435862,56824,44650000,3.2158,0.1272,0.1273,TEB,2025_11,aylik,2026-05-01 15:30
YAYLA,1029726,56168,39874966,2.5824,0.1409,0.1409,TEB,2025_11,aylik,2026-05-01 15:30
KAYSE,1534208,55251,191576082,0.8008,0.0288,0.0288,TEB,2025_11,aylik,2026-05-01 15:30
ENTRA,4606598,53553,369565717,1.2465,0.0145,0.0145,TEB,2025_11,aylik,2026-05-01 15:30
GRTHO,101844,53331,36745000,0.2772,0.1452,0.1451,TEB,2025_11,aylik,2026-05-01 15:30
AKFYE,2877715,52934,370851661,0.776,0.0143,0.0143,TEB,2025_11,aylik,2026-05-01 15:30
ANGEN,1971631,51452,84800000,2.325,0.0606,0.0607,TEB,2025_11,aylik,2026-05-01 15:30
ARMGD,436300,50428,54996000,0.7933,0.0917,0.0917,TEB,2025_11,aylik,2026-05-01 15:30
DITAS,481855,47345,41703723,1.1554,0.1135,0.1135,TEB,2025_11,aylik,2026-05-01 15:30
VKFYO,439238,44398,26473700,1.6591,0.1677,0.1677,TEB,2025_11,aylik,2026-05-01 15:30
ISYAT,1406167,43559,152245569,0.9236,0.0286,0.0286,TEB,2025_11,aylik,2026-05-01 15:30
AYDEM,1799238,43513,130000000,1.384,0.0334,0.0335,TEB,2025_11,aylik,2026-05-01 15:30
BVSAN,244483,42582,13749999,1.7781,0.3097,0.3097,TEB,2025_11,aylik,2026-05-01 15:30
BRSAN,2863756,40040,35912460,7.9743,0.1115,0.1115,TEB,2025_11,aylik,2026-05-01 15:30
