hisse,pp_fark,lot_fark,donem,yukleme
KONTR,0.46,,2026_01_04,2026-04-18 16:42
FROTO,1.02,,2026_01_04,2026-04-18 16:42
ASTOR,0.09,304.632,2026_01_04,2026-04-18 16:42
CWENE,0.78,,2026_01_04,2026-04-18 16:42
PATEK,0.03,85.604,2026_01_04,2026-04-18 16:42
TABGD,0.64,335.29,2026_01_04,2026-04-18 16:42
IZENR,-0.2,,2026_01_04,2026-04-18 16:42
ZOREN,1.54,,2026_01_04,2026-04-18 16:42
CANTE,0.45,,2026_01_04,2026-04-18 16:42
ENERY,0.09,,2026_01_04,2026-04-18 16:42
DOAS,0.93,906.83,2026_01_04,2026-04-18 16:42
OBAMS,-0.03,-205.112,2026_01_04,2026-04-18 16:42
PETKM,0.81,,2026_01_04,2026-04-18 16:42
ENJSA,0.53,,2026_01_04,2026-04-18 16:42
AKBNK,1.62,,2026_01_04,2026-04-18 16:42
SAHOL,1.46,,2026_01_04,2026-04-18 16:42
TCELL,0.02,397.295,2026_01_04,2026-04-18 16:42
KCAER,-1.36,,2026_01_04,2026-04-18 16:42
MIATK,0.93,,2026_01_04,2026-04-18 16:42
EUPWR,0.67,,2026_01_04,2026-04-18 16:42
BIMAS,0.6,,2026_01_04,2026-04-18 16:42
YKBNK,0.77,,2026_01_04,2026-04-18 16:42
OYAKC,0.09,,2026_01_04,2026-04-18 16:42
TTRAK,0.56,139.085,2026_01_04,2026-04-18 16:42
TOASO,1.38,,2026_01_04,2026-04-18 16:42
TUKAS,-0.53,,2026_01_04,2026-04-18 16:42
ENKAI,0.83,,2026_01_04,2026-04-18 16:42
GARAN,0.92,,2026_01_04,2026-04-18 16:42
KRDMD,-0.06,-476.288,2026_01_04,2026-04-18 16:42
MGROS,-0.92,-883.466,2026_01_04,2026-04-18 16:42
TRALT,1.25,,2026_01_04,2026-04-18 16:42
AEFES,2.15,,2026_01_04,2026-04-18 16:42
GSRAY,0.45,,2026_01_04,2026-04-18 16:42
ISMEN,-0.69,,2026_01_04,2026-04-18 16:42
AKSA,0.46,,2026_01_04,2026-04-18 16:42
ODAS,2.24,,2026_01_04,2026-04-18 16:42
TSPOR,-0.42,,2026_01_04,2026-04-18 16:42
YEOTK,-0.41,-669.292,2026_01_04,2026-04-18 16:42
ALARK,0.72,,2026_01_04,2026-04-18 16:42
GESAN,1.41,,2026_01_04,2026-04-18 16:42
EKGYO,2.06,,2026_01_04,2026-04-18 16:42
FENER,1.5,,2026_01_04,2026-04-18 16:42
ARCLK,0.36,600.357,2026_01_04,2026-04-18 16:42
MAVI,0.25,,2026_01_04,2026-04-18 16:42
CIMSA,1.74,,2026_01_04,2026-04-18 16:42
TTKOM,0.01,87.05,2026_01_04,2026-04-18 16:42
TAVHL,0.3,635.645,2026_01_04,2026-04-18 16:42
ULKER,0.46,,2026_01_04,2026-04-18 16:42
VESTL,0.72,,2026_01_04,2026-04-18 16:42
CCOLA,0.06,447.615,2026_01_04,2026-04-18 16:42
SKBNK,0.76,,2026_01_04,2026-04-18 16:42
AKSEN,0.26,,2026_01_04,2026-04-18 16:42
TURSG,-0.43,,2026_01_04,2026-04-18 16:42
DOHOL,0.16,,2026_01_04,2026-04-18 16:42
SOKM,0.74,,2026_01_04,2026-04-18 16:42
QUAGR,1.99,,2026_01_04,2026-04-18 16:42
HALKB,-0.23,,2026_01_04,2026-04-18 16:42
GLRMK,0.61,237.189,2026_01_04,2026-04-18 16:42
BRSAN,1.22,437.622,2026_01_04,2026-04-18 16:42
KTLEV,-0.54,,2026_01_04,2026-04-18 16:42
TSKB,2.24,,2026_01_04,2026-04-18 16:42
GUBRF,1.5,,2026_01_04,2026-04-18 16:42
TUREX,-2.43,,2026_01_04,2026-04-18 16:42
VAKBN,0.08,,2026_01_04,2026-04-18 16:42
PASEU,-0.14,-285.604,2026_01_04,2026-04-18 16:42
OTKAR,-0.64,-214.714,2026_01_04,2026-04-18 16:42
EFOR,-0.38,,2026_01_04,2026-04-18 16:42
AGHOL,0.38,,2026_01_04,2026-04-18 16:42
ECILC,0.64,,2026_01_04,2026-04-18 16:42
BTCIM,0.19,,2026_01_04,2026-04-18 16:42
TKFEN,0.44,,2026_01_04,2026-04-18 16:42
BALSU,-1.7,,2026_01_04,2026-04-18 16:42
ANSGR,0.04,729.073,2026_01_04,2026-04-18 16:42
DAPGM,0.49,,2026_01_04,2026-04-18 16:42
GRTHO,0.33,123.439,2026_01_04,2026-04-18 16:42
TRMET,1.48,,2026_01_04,2026-04-18 16:42
MAGEN,-0.14,,2026_01_04,2026-04-18 16:42
EGEEN,-0.4,-4.519,2026_01_04,2026-04-18 16:42
BRYAT,0.59,60.584,2026_01_04,2026-04-18 16:42
BSOKE,0.31,,2026_01_04,2026-04-18 16:42
KUYAS,-0.79,,2026_01_04,2026-04-18 16:42
MPARK,-0.21,-171.956,2026_01_04,2026-04-18 16:42
GENIL,-3.48,,2026_01_04,2026-04-18 16:42
TRENJ,-0.15,-144.707,2026_01_04,2026-04-18 16:42
DSTKF,0.43,357.821,2026_01_04,2026-04-18 16:42
GRSEL,0.92,271.735,2026_01_04,2026-04-18 16:42
RALYH,-0.52,-917.595,2026_01_04,2026-04-18 16:42
KLRHO,0.1,337.183,2026_01_04,2026-04-18 16:42
BMSCH,-2.26,,2026_01_04,2026-04-18 16:42
BMSTL,1.17,879.174,2026_01_04,2026-04-18 16:42
BNTAS,-1.15,,2026_01_04,2026-04-18 16:42
BOBET,-0.48,-542.551,2026_01_04,2026-04-18 16:42
BORLS,0.25,785.138,2026_01_04,2026-04-18 16:42
BORSK,-4.12,,2026_01_04,2026-04-18 16:42
BOSSA,0.23,,2026_01_04,2026-04-18 16:42
BRISA,0.07,23.082,2026_01_04,2026-04-18 16:42
BRKO,-0.01,-15.443,2026_01_04,2026-04-18 16:42
BRKSN,-0.1,-62.8,2026_01_04,2026-04-18 16:42
BRKVY,-0.26,-35.816,2026_01_04,2026-04-18 16:42
BRLSM,-0.63,-680.232,2026_01_04,2026-04-18 16:42
BRMEN,0.0,0.0,2026_01_04,2026-04-18 16:42
AHSGY,-0.1,-193.946,2026_01_04,2026-04-18 16:42
ACSEL,0.09,8.335,2026_01_04,2026-04-18 16:42
AKCNS,2.3,905.021,2026_01_04,2026-04-18 16:42
AKENR,0.36,,2026_01_04,2026-04-18 16:42
BUCIM,-0.63,,2026_01_04,2026-04-18 16:42
BULGS,1.1,792.087,2026_01_04,2026-04-18 16:42
BURCE,0.21,91.9,2026_01_04,2026-04-18 16:42
BURVA,-0.14,-6.802,2026_01_04,2026-04-18 16:42
BVSAN,-0.13,-17.745,2026_01_04,2026-04-18 16:42
BYDNR,-1.22,-44.304,2026_01_04,2026-04-18 16:42
AKFGY,0.18,,2026_01_04,2026-04-18 16:42
CASA,0.0,2.0,2026_01_04,2026-04-18 16:42
CATES,-1.49,-493.192,2026_01_04,2026-04-18 16:42
AKFIS,0.92,616.791,2026_01_04,2026-04-18 16:42
CELHA,0.19,257.27,2026_01_04,2026-04-18 16:42
CEMAS,-0.17,,2026_01_04,2026-04-18 16:42
CEMTS,0.48,,2026_01_04,2026-04-18 16:42
CEMZY,0.53,654.062,2026_01_04,2026-04-18 16:42
CEOEM,-1.64,-353.277,2026_01_04,2026-04-18 16:42
CGCAM,1.6,668.975,2026_01_04,2026-04-18 16:42
AKFYE,0.39,,2026_01_04,2026-04-18 16:42
CLEBI,0.25,13.805,2026_01_04,2026-04-18 16:42
CMBTN,0.1,965.0,2026_01_04,2026-04-18 16:42
CMENT,0.0,0.0,2026_01_04,2026-04-18 16:42
CONSE,1.98,,2026_01_04,2026-04-18 16:42
COSMO,0.0,0.0,2026_01_04,2026-04-18 16:42
CRDFA,0.1,78.263,2026_01_04,2026-04-18 16:42
CRFSA,-1.88,-343.249,2026_01_04,2026-04-18 16:42
CUSAN,2.87,530.604,2026_01_04,2026-04-18 16:42
CVKMD,0.78,,2026_01_04,2026-04-18 16:42
AKGRT,0.07,384.165,2026_01_04,2026-04-18 16:42
TRHOL,0.85,150.301,2026_01_04,2026-04-18 16:42
DAGI,0.63,,2026_01_04,2026-04-18 16:42
AKMGY,-0.05,-10.408,2026_01_04,2026-04-18 16:42
DARDL,-0.03,-524.922,2026_01_04,2026-04-18 16:42
DCTTR,5.56,,2026_01_04,2026-04-18 16:42
DENGE,-0.09,-449.336,2026_01_04,2026-04-18 16:42
DERHL,-1.08,,2026_01_04,2026-04-18 16:42
DERIM,0.07,26.191,2026_01_04,2026-04-18 16:42
DESA,-0.11,-189.208,2026_01_04,2026-04-18 16:42
DESPC,-0.74,-118.975,2026_01_04,2026-04-18 16:42
DEVA,0.02,55.82,2026_01_04,2026-04-18 16:42
DGATE,-0.4,-60.622,2026_01_04,2026-04-18 16:42
DGGYO,0.01,39.631,2026_01_04,2026-04-18 16:42
DGNMO,-0.44,,2026_01_04,2026-04-18 16:42
DIRIT,0.0,0.0,2026_01_04,2026-04-18 16:42
DITAS,-0.97,-810.142,2026_01_04,2026-04-18 16:42
DMRGD,-0.25,,2026_01_04,2026-04-18 16:42
DMSAS,-4.78,,2026_01_04,2026-04-18 16:42
DNISI,-0.64,-384.017,2026_01_04,2026-04-18 16:42
ADEL,-0.15,-159.287,2026_01_04,2026-04-18 16:42
DOCO,-0.83,-4.583,2026_01_04,2026-04-18 16:42
DOFER,-2.54,-498.926,2026_01_04,2026-04-18 16:42
DOFRB,-0.43,-196.339,2026_01_04,2026-04-18 16:42
DOGUB,0.29,56.41,2026_01_04,2026-04-18 16:42
ADESE,-4.35,,2026_01_04,2026-04-18 16:42
DOKTA,0.3,444.436,2026_01_04,2026-04-18 16:42
AKSGY,0.1,,2026_01_04,2026-04-18 16:42
DUNYH,-0.24,-84.246,2026_01_04,2026-04-18 16:42
DURDO,-0.37,,2026_01_04,2026-04-18 16:42
DURKN,0.72,309.066,2026_01_04,2026-04-18 16:42
DYOBY,0.43,798.529,2026_01_04,2026-04-18 16:42
DZGYO,0.53,,2026_01_04,2026-04-18 16:42
EBEBK,-0.34,-136.201,2026_01_04,2026-04-18 16:42
AKSUE,-0.02,-11.791,2026_01_04,2026-04-18 16:42
ECOGR,0.08,85.786,2026_01_04,2026-04-18 16:42
ECZYT,-0.05,-22.157,2026_01_04,2026-04-18 16:42
EDATA,0.1,157.721,2026_01_04,2026-04-18 16:42
EDIP,0.03,10.26,2026_01_04,2026-04-18 16:42
AKYHO,-0.11,-252.484,2026_01_04,2026-04-18 16:42
ADGYO,0.13,488.253,2026_01_04,2026-04-18 16:42
EGEGY,1.85,,2026_01_04,2026-04-18 16:42
EGEPO,1.26,,2026_01_04,2026-04-18 16:42
EGGUB,0.13,98.439,2026_01_04,2026-04-18 16:42
EGPRO,0.42,742.516,2026_01_04,2026-04-18 16:42
EGSER,0.35,,2026_01_04,2026-04-18 16:42
ALBRK,1.59,,2026_01_04,2026-04-18 16:42
EKIZ,0.0,0.0,2026_01_04,2026-04-18 16:42
EKOS,-0.11,-341.634,2026_01_04,2026-04-18 16:42
EKSUN,-2.13,,2026_01_04,2026-04-18 16:42
ELITE,0.23,105.534,2026_01_04,2026-04-18 16:42
EMKEL,-0.01,-7.139,2026_01_04,2026-04-18 16:42
EMNIS,0.0,0.0,2026_01_04,2026-04-18 16:42
ENDAE,-0.77,-927.042,2026_01_04,2026-04-18 16:42
ALCAR,-0.06,-1.06,2026_01_04,2026-04-18 16:42
ALCTL,7.47,,2026_01_04,2026-04-18 16:42
ALFAS,0.34,287.567,2026_01_04,2026-04-18 16:42
ENSRI,0.96,,2026_01_04,2026-04-18 16:42
ENTRA,-0.98,,2026_01_04,2026-04-18 16:42
EPLAS,2.19,,2026_01_04,2026-04-18 16:42
ERBOS,0.09,14.174,2026_01_04,2026-04-18 16:42
ERCB,-0.1,-36.595,2026_01_04,2026-04-18 16:42
ALGYO,-0.14,,2026_01_04,2026-04-18 16:42
ERSU,-0.21,-66.721,2026_01_04,2026-04-18 16:42
ESCAR,-0.5,-508.42,2026_01_04,2026-04-18 16:42
ESCOM,0.13,583.804,2026_01_04,2026-04-18 16:42
ESEN,-36.78,,2026_01_04,2026-04-18 16:42
ETILR,-1.22,,2026_01_04,2026-04-18 16:42
ETYAT,0.84,157.361,2026_01_04,2026-04-18 16:42
EUHOL,-0.21,-299.998,2026_01_04,2026-04-18 16:42
EUKYO,0.0,0.0,2026_01_04,2026-04-18 16:42
ALKA,-0.62,,2026_01_04,2026-04-18 16:42
EUREN,0.44,,2026_01_04,2026-04-18 16:42
EUYO,1.1,218.639,2026_01_04,2026-04-18 16:42
EYGYO,-1.46,,2026_01_04,2026-04-18 16:42
FADE,0.01,3.926,2026_01_04,2026-04-18 16:42
ALKIM,-0.58,,2026_01_04,2026-04-18 16:42
FLAP,0.04,35.825,2026_01_04,2026-04-18 16:42
FMIZP,-0.1,-3.374,2026_01_04,2026-04-18 16:42
FONET,2.96,,2026_01_04,2026-04-18 16:42
FORMT,-0.53,,2026_01_04,2026-04-18 16:42
FORTE,-1.17,-255.92,2026_01_04,2026-04-18 16:42
FRIGO,-4.01,,2026_01_04,2026-04-18 16:42
FRMPL,-4.23,,2026_01_04,2026-04-18 16:42
ALKLC,0.73,330.304,2026_01_04,2026-04-18 16:42
FZLGY,-1.43,,2026_01_04,2026-04-18 16:42
RUZYE,-1.31,,2026_01_04,2026-04-18 16:42
GARFA,0.26,354.778,2026_01_04,2026-04-18 16:42
GATEG,-0.01,-1.015,2026_01_04,2026-04-18 16:42
GEDIK,0.3,,2026_01_04,2026-04-18 16:42
GEDZA,-0.58,-251.478,2026_01_04,2026-04-18 16:42
A1CAP,-0.36,-916.606,2026_01_04,2026-04-18 16:42
GENTS,-0.21,,2026_01_04,2026-04-18 16:42
GEREL,-0.13,-289.434,2026_01_04,2026-04-18 16:42
ALVES,4.01,,2026_01_04,2026-04-18 16:42
GIPTA,0.25,132.247,2026_01_04,2026-04-18 16:42
GLBMD,-0.2,-57.136,2026_01_04,2026-04-18 16:42
GLCVY,-1.54,-406.274,2026_01_04,2026-04-18 16:42
ANELE,0.14,222.027,2026_01_04,2026-04-18 16:42
GLRYH,0.38,,2026_01_04,2026-04-18 16:42
GLYHO,0.78,,2026_01_04,2026-04-18 16:42
GMTAS,0.65,,2026_01_04,2026-04-18 16:42
GOKNR,0.4,718.522,2026_01_04,2026-04-18 16:42
GOLTS,0.16,20.507,2026_01_04,2026-04-18 16:42
GOODY,0.01,13.354,2026_01_04,2026-04-18 16:42
GOZDE,-0.44,,2026_01_04,2026-04-18 16:42
GRNYO,0.04,15.593,2026_01_04,2026-04-18 16:42
ANGEN,0.23,198.457,2026_01_04,2026-04-18 16:42
ANHYT,-1.61,,2026_01_04,2026-04-18 16:42
GSDDE,-0.72,-769.848,2026_01_04,2026-04-18 16:42
GSDHO,0.02,275.712,2026_01_04,2026-04-18 16:42
AFYON,0.3,,2026_01_04,2026-04-18 16:42
ARASE,0.77,385.367,2026_01_04,2026-04-18 16:42
GUNDG,0.42,80.624,2026_01_04,2026-04-18 16:42
GWIND,-1.64,,2026_01_04,2026-04-18 16:42
GZNMI,0.47,192.264,2026_01_04,2026-04-18 16:42
AGESA,0.06,21.932,2026_01_04,2026-04-18 16:42
HATEK,0.57,356.39,2026_01_04,2026-04-18 16:42
HATSN,-0.93,-413.358,2026_01_04,2026-04-18 16:42
HDFGS,0.89,,2026_01_04,2026-04-18 16:42
HEDEF,0.1,555.405,2026_01_04,2026-04-18 16:42
ARDYZ,0.04,95.064,2026_01_04,2026-04-18 16:42
HKTM,-0.81,-585.079,2026_01_04,2026-04-18 16:42
HLGYO,-1.63,,2026_01_04,2026-04-18 16:42
HOROZ,0.92,227.867,2026_01_04,2026-04-18 16:42
HRKET,2.01,483.451,2026_01_04,2026-04-18 16:42
HTTBT,-0.63,-522.861,2026_01_04,2026-04-18 16:42
HUBVC,-0.52,,2026_01_04,2026-04-18 16:42
HUNER,-1.3,,2026_01_04,2026-04-18 16:42
HURGZ,0.12,247.972,2026_01_04,2026-04-18 16:42
ICBCT,-0.12,-264.874,2026_01_04,2026-04-18 16:42
ICUGS,-0.39,,2026_01_04,2026-04-18 16:42
IDGYO,-0.52,-624.124,2026_01_04,2026-04-18 16:42
IEYHO,-0.21,,2026_01_04,2026-04-18 16:42
IHAAS,1.97,,2026_01_04,2026-04-18 16:42
IHEVA,-0.06,-183.781,2026_01_04,2026-04-18 16:42
IHGZT,1.6,,2026_01_04,2026-04-18 16:42
IHLAS,-0.44,,2026_01_04,2026-04-18 16:42
IHLGM,0.09,916.519,2026_01_04,2026-04-18 16:42
IHYAY,1.12,,2026_01_04,2026-04-18 16:42
IMASM,0.37,,2026_01_04,2026-04-18 16:42
INDES,0.94,,2026_01_04,2026-04-18 16:42
INFO,1.21,,2026_01_04,2026-04-18 16:42
INGRM,0.1,15.709,2026_01_04,2026-04-18 16:42
INTEK,0.0,0.0,2026_01_04,2026-04-18 16:42
INTEM,0.37,34.876,2026_01_04,2026-04-18 16:42
INVEO,-0.28,,2026_01_04,2026-04-18 16:42
INVES,-0.17,-63.338,2026_01_04,2026-04-18 16:42
ARENA,0.18,118.103,2026_01_04,2026-04-18 16:42
ISATR,0.0,0.0,2026_01_04,2026-04-18 16:42
ISBIR,0.09,14.209,2026_01_04,2026-04-18 16:42
ISBTR,0.0,0.0,2026_01_04,2026-04-18 16:42
ARFYE,4.15,,2026_01_04,2026-04-18 16:42
ISDMR,-0.03,-41.132,2026_01_04,2026-04-18 16:42
ISFIN,0.62,,2026_01_04,2026-04-18 16:42
ISGSY,0.17,80.768,2026_01_04,2026-04-18 16:42
ISGYO,0.42,,2026_01_04,2026-04-18 16:42
ISKPL,-0.26,,2026_01_04,2026-04-18 16:42
ISKUR,0.0,0.0,2026_01_04,2026-04-18 16:42
ARMGD,-0.81,-448.56,2026_01_04,2026-04-18 16:42
ISSEN,0.23,252.898,2026_01_04,2026-04-18 16:42
ISYAT,-0.81,,2026_01_04,2026-04-18 16:42
ARSAN,0.16,,2026_01_04,2026-04-18 16:42
IZFAS,-1.95,,2026_01_04,2026-04-18 16:42
IZINV,-0.2,-27.3,2026_01_04,2026-04-18 16:42
IZMDC,0.08,613.338,2026_01_04,2026-04-18 16:42
JANTS,0.6,,2026_01_04,2026-04-18 16:42
KAPLM,-0.11,-5.221,2026_01_04,2026-04-18 16:42
KAREL,0.15,503.96,2026_01_04,2026-04-18 16:42
KARSN,0.33,,2026_01_04,2026-04-18 16:42
KARTN,0.0,3.557,2026_01_04,2026-04-18 16:42
KATMR,0.19,,2026_01_04,2026-04-18 16:42
KAYSE,0.42,,2026_01_04,2026-04-18 16:42
KBORU,1.74,,2026_01_04,2026-04-18 16:42
ARTMS,-1.3,-313.623,2026_01_04,2026-04-18 16:42
ARZUM,-1.77,,2026_01_04,2026-04-18 16:42
KENT,0.0,5.0,2026_01_04,2026-04-18 16:42
KERVN,0.0,-5.0,2026_01_04,2026-04-18 16:42
KFEIN,0.79,,2026_01_04,2026-04-18 16:42
KGYO,0.56,,2026_01_04,2026-04-18 16:42
KIMMR,0.86,647.11,2026_01_04,2026-04-18 16:42
KLGYO,2.08,,2026_01_04,2026-04-18 16:42
KLKIM,-0.63,-874.207,2026_01_04,2026-04-18 16:42
KLMSN,0.42,130.38,2026_01_04,2026-04-18 16:42
KLNMA,-0.01,-4.996,2026_01_04,2026-04-18 16:42
A1YEN,0.27,108.416,2026_01_04,2026-04-18 16:42
KLSER,0.01,19.573,2026_01_04,2026-04-18 16:42
KLSYN,2.01,,2026_01_04,2026-04-18 16:42
KLYPV,-0.82,-382.015,2026_01_04,2026-04-18 16:42
KMPUR,-0.26,-345.241,2026_01_04,2026-04-18 16:42
KNFRT,-0.21,-283.064,2026_01_04,2026-04-18 16:42
KOCMT,0.76,,2026_01_04,2026-04-18 16:42
KONKA,0.02,15.134,2026_01_04,2026-04-18 16:42
ASGYO,0.48,803.601,2026_01_04,2026-04-18 16:42
KONYA,-0.08,-1.329,2026_01_04,2026-04-18 16:42
KOPOL,-0.08,-215.291,2026_01_04,2026-04-18 16:42
KORDS,-0.04,-23.175,2026_01_04,2026-04-18 16:42
KOTON,1.03,,2026_01_04,2026-04-18 16:42
AGROT,0.18,,2026_01_04,2026-04-18 16:42
ASUZU,0.18,73.993,2026_01_04,2026-04-18 16:42
KRDMA,-0.09,-230.067,2026_01_04,2026-04-18 16:42
KRDMB,1.89,,2026_01_04,2026-04-18 16:42
ATAGY,-0.16,-72.355,2026_01_04,2026-04-18 16:42
KRGYO,0.45,,2026_01_04,2026-04-18 16:42
KRONT,0.13,159.144,2026_01_04,2026-04-18 16:42
KRPLS,1.38,,2026_01_04,2026-04-18 16:42
KRSTL,0.15,277.454,2026_01_04,2026-04-18 16:42
KRTEK,1.49,281.66,2026_01_04,2026-04-18 16:42
KRVGD,0.79,,2026_01_04,2026-04-18 16:42
KSTUR,0.0,-24.0,2026_01_04,2026-04-18 16:42
ATAKP,1.21,341.998,2026_01_04,2026-04-18 16:42
KTSKR,1.33,195.648,2026_01_04,2026-04-18 16:42
KUTPO,1.95,204.829,2026_01_04,2026-04-18 16:42
KUVVA,-0.01,-1.0,2026_01_04,2026-04-18 16:42
ATATP,-2.48,-466.032,2026_01_04,2026-04-18 16:42
KZBGY,0.27,,2026_01_04,2026-04-18 16:42
KZGYO,2.18,,2026_01_04,2026-04-18 16:42
LIDER,0.11,313.292,2026_01_04,2026-04-18 16:42
LIDFA,1.14,,2026_01_04,2026-04-18 16:42
LILAK,-0.07,-187.429,2026_01_04,2026-04-18 16:42
LINK,-0.18,-33.966,2026_01_04,2026-04-18 16:42
LKMNH,0.0,2.804,2026_01_04,2026-04-18 16:42
LMKDC,2.06,,2026_01_04,2026-04-18 16:42
LOGO,-0.28,-208.614,2026_01_04,2026-04-18 16:42
LRSHO,0.03,206.555,2026_01_04,2026-04-18 16:42
LUKSK,0.18,49.047,2026_01_04,2026-04-18 16:42
LYDHO,-0.19,528.789,2026_01_04,2026-04-18 16:42
LYDYE,0.02,255.0,2026_01_04,2026-04-18 16:42
MAALT,0.31,14.631,2026_01_04,2026-04-18 16:42
MACKO,-0.18,-76.407,2026_01_04,2026-04-18 16:42
ATEKS,0.0,-176.0,2026_01_04,2026-04-18 16:42
MAKIM,0.42,181.251,2026_01_04,2026-04-18 16:42
MAKTK,0.03,61.382,2026_01_04,2026-04-18 16:42
MANAS,1.47,,2026_01_04,2026-04-18 16:42
MARBL,-3.05,,2026_01_04,2026-04-18 16:42
MARKA,-0.34,-68.901,2026_01_04,2026-04-18 16:42
MARMR,-5.81,,2026_01_04,2026-04-18 16:42
MARTI,-0.67,,2026_01_04,2026-04-18 16:42
ATLAS,0.25,149.566,2026_01_04,2026-04-18 16:42
MEDTR,0.54,131.588,2026_01_04,2026-04-18 16:42
MEGAP,0.0,-11.0,2026_01_04,2026-04-18 16:42
MEGMT,0.51,368.859,2026_01_04,2026-04-18 16:42
MEKAG,0.24,,2026_01_04,2026-04-18 16:42
MEPET,0.54,401.266,2026_01_04,2026-04-18 16:42
MERCN,1.61,,2026_01_04,2026-04-18 16:42
MERIT,-0.83,,2026_01_04,2026-04-18 16:42
MERKO,-3.12,,2026_01_04,2026-04-18 16:42
METRO,0.23,,2026_01_04,2026-04-18 16:42
MEYSU,-12.53,,2026_01_04,2026-04-18 16:42
ATSYH,0.0,2.0,2026_01_04,2026-04-18 16:42
MHRGY,-0.26,-822.842,2026_01_04,2026-04-18 16:42
AVGYO,1.05,,2026_01_04,2026-04-18 16:42
MMCAS,0.0,194.0,2026_01_04,2026-04-18 16:42
MNDRS,-0.17,-379.023,2026_01_04,2026-04-18 16:42
MNDTR,0.35,,2026_01_04,2026-04-18 16:42
MOBTL,1.33,,2026_01_04,2026-04-18 16:42
MOGAN,1.07,,2026_01_04,2026-04-18 16:42
MOPAS,2.91,,2026_01_04,2026-04-18 16:42
AVHOL,0.25,64.854,2026_01_04,2026-04-18 16:42
MRGYO,0.54,,2026_01_04,2026-04-18 16:42
MRSHL,-0.05,-2.223,2026_01_04,2026-04-18 16:42
MSGYO,-0.14,-236.075,2026_01_04,2026-04-18 16:42
MTRKS,-0.11,-49.428,2026_01_04,2026-04-18 16:42
MTRYO,0.0,1.0,2026_01_04,2026-04-18 16:42
MZHLD,-0.04,-23.673,2026_01_04,2026-04-18 16:42
NATEN,-0.01,-34.189,2026_01_04,2026-04-18 16:42
NETAS,-1.44,-458.107,2026_01_04,2026-04-18 16:42
NIBAS,0.62,,2026_01_04,2026-04-18 16:42
NTGAZ,1.5,,2026_01_04,2026-04-18 16:42
NTHOL,0.03,165.194,2026_01_04,2026-04-18 16:42
NUGYO,-0.07,-250.906,2026_01_04,2026-04-18 16:42
NUHCM,-0.12,-40.116,2026_01_04,2026-04-18 16:42
AVOD,-1.26,,2026_01_04,2026-04-18 16:42
OBASE,1.8,269.402,2026_01_04,2026-04-18 16:42
AVPGY,0.33,336.537,2026_01_04,2026-04-18 16:42
ODINE,2.18,,2026_01_04,2026-04-18 16:42
OFSYM,-1.8,-411.127,2026_01_04,2026-04-18 16:42
ONCSM,0.03,3.658,2026_01_04,2026-04-18 16:42
ONRYT,0.98,192.401,2026_01_04,2026-04-18 16:42
ORCAY,0.7,,2026_01_04,2026-04-18 16:42
ORGE,0.44,180.731,2026_01_04,2026-04-18 16:42
ORMA,0.0,0.0,2026_01_04,2026-04-18 16:42
OSMEN,-0.75,,2026_01_04,2026-04-18 16:42
OSTIM,0.62,,2026_01_04,2026-04-18 16:42
AVTUR,-0.12,-50.302,2026_01_04,2026-04-18 16:42
OTTO,-0.18,-9.742,2026_01_04,2026-04-18 16:42
AYCES,4.34,82.321,2026_01_04,2026-04-18 16:42
OYAYO,0.34,66.229,2026_01_04,2026-04-18 16:42
OYLUM,-0.56,-452.663,2026_01_04,2026-04-18 16:42
OYYAT,0.17,152.649,2026_01_04,2026-04-18 16:42
OZATD,-0.76,-101.429,2026_01_04,2026-04-18 16:42
OZGYO,0.22,,2026_01_04,2026-04-18 16:42
OZKGY,0.16,579.744,2026_01_04,2026-04-18 16:42
OZRDN,-0.18,-102.995,2026_01_04,2026-04-18 16:42
OZSUB,1.44,613.915,2026_01_04,2026-04-18 16:42
OZYSR,-0.46,-185.688,2026_01_04,2026-04-18 16:42
PAGYO,0.1,63.164,2026_01_04,2026-04-18 16:42
PAHOL,0.05,,2026_01_04,2026-04-18 16:42
PAMEL,0.05,10.961,2026_01_04,2026-04-18 16:42
PAPIL,2.17,,2026_01_04,2026-04-18 16:42
PARSN,-1.1,-374.421,2026_01_04,2026-04-18 16:42
AYDEM,2.82,,2026_01_04,2026-04-18 16:42
AYEN,-0.83,-460.479,2026_01_04,2026-04-18 16:42
PCILT,0.12,56.233,2026_01_04,2026-04-18 16:42
TEHOL,-3.51,,2026_01_04,2026-04-18 16:42
PEKGY,-0.59,,2026_01_04,2026-04-18 16:42
PENGD,-0.82,,2026_01_04,2026-04-18 16:42
PENTA,0.31,555.306,2026_01_04,2026-04-18 16:42
AYES,0.04,35.48,2026_01_04,2026-04-18 16:42
PETUN,0.53,713.214,2026_01_04,2026-04-18 16:42
AYGAZ,-0.13,-127.472,2026_01_04,2026-04-18 16:42
PINSU,0.06,64.34,2026_01_04,2026-04-18 16:42
PKART,-0.22,-23.567,2026_01_04,2026-04-18 16:42
PKENT,0.33,78.854,2026_01_04,2026-04-18 16:42
PLTUR,-0.18,-86.943,2026_01_04,2026-04-18 16:42
PNLSN,1.22,424.111,2026_01_04,2026-04-18 16:42
PNSUT,0.04,49.45,2026_01_04,2026-04-18 16:42
POLHO,0.07,112.34,2026_01_04,2026-04-18 16:42
POLTK,-2.87,-32.34,2026_01_04,2026-04-18 16:42
