hisse,pp_fark,lot_fark,donem,yukleme
TKFEN,-0.96,,2026_03_04,2026-04-18 17:32
BALSU,-0.42,,2026_03_04,2026-04-18 17:32
ANSGR,0.15,,2026_03_04,2026-04-18 17:32
BTCIM,0.93,,2026_03_04,2026-04-18 17:32
DAPGM,-0.83,-980.649,2026_03_04,2026-04-18 17:32
MAGEN,1.1,,2026_03_04,2026-04-18 17:32
GRTHO,-1.89,-696.358,2026_03_04,2026-04-18 17:32
TRMET,-1.58,,2026_03_04,2026-04-18 17:32
EGEEN,-0.95,-10.775,2026_03_04,2026-04-18 17:32
GENIL,0.78,,2026_03_04,2026-04-18 17:32
BRYAT,-0.04,-3.951,2026_03_04,2026-04-18 17:32
BSOKE,0.85,,2026_03_04,2026-04-18 17:32
KLRHO,-0.04,-162.824,2026_03_04,2026-04-18 17:32
MPARK,0.02,21.723,2026_03_04,2026-04-18 17:32
KUYAS,4.43,,2026_03_04,2026-04-18 17:32
TRENJ,-0.25,-245.577,2026_03_04,2026-04-18 17:32
DSTKF,-0.77,-647.931,2026_03_04,2026-04-18 17:32
GRSEL,-0.96,-284.913,2026_03_04,2026-04-18 17:32
RALYH,1.2,,2026_03_04,2026-04-18 17:32
BNTAS,-0.34,-578.901,2026_03_04,2026-04-18 17:32
BOBET,-1.39,,2026_03_04,2026-04-18 17:32
BORLS,-0.57,,2026_03_04,2026-04-18 17:32
BORSK,0.1,284.151,2026_03_04,2026-04-18 17:32
BOSSA,-0.28,,2026_03_04,2026-04-18 17:32
BRISA,0.01,462.0,2026_03_04,2026-04-18 17:32
BRKO,0.02,20.001,2026_03_04,2026-04-18 17:32
BRKSN,-0.15,-91.399,2026_03_04,2026-04-18 17:32
BRKVY,0.44,59.774,2026_03_04,2026-04-18 17:32
BRLSM,-0.5,-536.662,2026_03_04,2026-04-18 17:32
BRMEN,0.54,306.405,2026_03_04,2026-04-18 17:32
AHSGY,-0.33,-606.007,2026_03_04,2026-04-18 17:32
ACSEL,-0.46,-38.69,2026_03_04,2026-04-18 17:32
AKCNS,0.47,185.095,2026_03_04,2026-04-18 17:32
AKENR,-0.34,,2026_03_04,2026-04-18 17:32
BUCIM,-0.42,,2026_03_04,2026-04-18 17:32
BULGS,1.06,766.835,2026_03_04,2026-04-18 17:32
BURCE,0.11,47.901,2026_03_04,2026-04-18 17:32
BURVA,2.84,134.091,2026_03_04,2026-04-18 17:32
BVSAN,0.06,7.633,2026_03_04,2026-04-18 17:32
BYDNR,0.51,117.745,2026_03_04,2026-04-18 17:32
AKFGY,-0.58,,2026_03_04,2026-04-18 17:32
CASA,0.0,1.0,2026_03_04,2026-04-18 17:32
CATES,-2.49,-823.466,2026_03_04,2026-04-18 17:32
AKFIS,-4.17,,2026_03_04,2026-04-18 17:32
CELHA,-0.19,-276.235,2026_03_04,2026-04-18 17:32
CEMAS,-0.14,,2026_03_04,2026-04-18 17:32
CEMTS,-0.38,-876.485,2026_03_04,2026-04-18 17:32
CEMZY,0.83,,2026_03_04,2026-04-18 17:32
CEOEM,-5.46,,2026_03_04,2026-04-18 17:32
CGCAM,-1.2,-505.016,2026_03_04,2026-04-18 17:32
AKFYE,-0.07,-411.122,2026_03_04,2026-04-18 17:32
CLEBI,0.17,9.315,2026_03_04,2026-04-18 17:32
CMBTN,-0.08,-842.0,2026_03_04,2026-04-18 17:32
CMENT,0.0,1.0,2026_03_04,2026-04-18 17:32
CONSE,-1.66,,2026_03_04,2026-04-18 17:32
COSMO,-0.27,-17.328,2026_03_04,2026-04-18 17:32
CRDFA,0.64,,2026_03_04,2026-04-18 17:32
CRFSA,-0.42,-76.321,2026_03_04,2026-04-18 17:32
CUSAN,1.35,250.156,2026_03_04,2026-04-18 17:32
AKGRT,-2.25,,2026_03_04,2026-04-18 17:32
AKHAN,1.62,888.717,2026_03_04,2026-04-18 17:32
TRHOL,2.0,350.842,2026_03_04,2026-04-18 17:32
DAGI,2.58,,2026_03_04,2026-04-18 17:32
AKMGY,0.02,3.237,2026_03_04,2026-04-18 17:32
DARDL,-0.16,,2026_03_04,2026-04-18 17:32
DCTTR,0.69,,2026_03_04,2026-04-18 17:32
DENGE,0.85,,2026_03_04,2026-04-18 17:32
DERHL,0.38,740.19,2026_03_04,2026-04-18 17:32
DERIM,-0.94,-380.422,2026_03_04,2026-04-18 17:32
DESA,0.02,29.605,2026_03_04,2026-04-18 17:32
DESPC,-0.62,-99.134,2026_03_04,2026-04-18 17:32
DEVA,-0.08,-162.686,2026_03_04,2026-04-18 17:32
DGATE,-1.14,-172.771,2026_03_04,2026-04-18 17:32
DGGYO,0.0,12.374,2026_03_04,2026-04-18 17:32
DGNMO,0.0,5.213,2026_03_04,2026-04-18 17:32
DIRIT,0.0,0.0,2026_03_04,2026-04-18 17:32
DITAS,-1.21,,2026_03_04,2026-04-18 17:32
DMRGD,-1.02,,2026_03_04,2026-04-18 17:32
DMSAS,-0.45,-882.64,2026_03_04,2026-04-18 17:32
DNISI,-0.18,-106.401,2026_03_04,2026-04-18 17:32
ADEL,-0.44,-494.478,2026_03_04,2026-04-18 17:32
DOCO,-6.0,-24.165,2026_03_04,2026-04-18 17:32
DOFER,-0.37,-74.803,2026_03_04,2026-04-18 17:32
DOFRB,6.57,,2026_03_04,2026-04-18 17:32
DOGUB,0.76,150.43,2026_03_04,2026-04-18 17:32
ADESE,-0.84,,2026_03_04,2026-04-18 17:32
DOKTA,-0.05,-76.497,2026_03_04,2026-04-18 17:32
AKSGY,-0.59,,2026_03_04,2026-04-18 17:32
DUNYH,0.22,81.135,2026_03_04,2026-04-18 17:32
DURDO,-0.36,,2026_03_04,2026-04-18 17:32
DURKN,-2.2,-936.303,2026_03_04,2026-04-18 17:32
DYOBY,0.03,62.962,2026_03_04,2026-04-18 17:32
DZGYO,0.34,,2026_03_04,2026-04-18 17:32
EBEBK,-1.23,-499.307,2026_03_04,2026-04-18 17:32
AKSUE,0.94,529.932,2026_03_04,2026-04-18 17:32
ECOGR,1.56,,2026_03_04,2026-04-18 17:32
ECZYT,0.22,99.242,2026_03_04,2026-04-18 17:32
EDATA,-1.09,,2026_03_04,2026-04-18 17:32
EDIP,-0.22,-79.115,2026_03_04,2026-04-18 17:32
AKYHO,0.07,164.598,2026_03_04,2026-04-18 17:32
ADGYO,0.25,946.851,2026_03_04,2026-04-18 17:32
EGEGY,3.4,,2026_03_04,2026-04-18 17:32
EGEPO,-0.69,,2026_03_04,2026-04-18 17:32
EGGUB,0.69,520.488,2026_03_04,2026-04-18 17:32
EGPRO,-0.18,-315.458,2026_03_04,2026-04-18 17:32
EGSER,-0.01,-38.153,2026_03_04,2026-04-18 17:32
ALBRK,-1.88,,2026_03_04,2026-04-18 17:32
EKIZ,0.04,3.126,2026_03_04,2026-04-18 17:32
EKOS,0.02,67.79,2026_03_04,2026-04-18 17:32
EKSUN,0.37,639.409,2026_03_04,2026-04-18 17:32
ELITE,-0.59,-261.522,2026_03_04,2026-04-18 17:32
EMKEL,-1.93,,2026_03_04,2026-04-18 17:32
EMNIS,0.0,0.0,2026_03_04,2026-04-18 17:32
EMPAE,-4.45,,2026_03_04,2026-04-18 17:32
ENDAE,0.9,,2026_03_04,2026-04-18 17:32
ALCAR,-1.59,-27.369,2026_03_04,2026-04-18 17:32
ALCTL,-0.19,-25.828,2026_03_04,2026-04-18 17:32
ALFAS,-0.86,-725.281,2026_03_04,2026-04-18 17:32
ENSRI,1.91,,2026_03_04,2026-04-18 17:32
ENTRA,1.19,,2026_03_04,2026-04-18 17:32
EPLAS,0.25,480.956,2026_03_04,2026-04-18 17:32
ERBOS,-0.1,-16.013,2026_03_04,2026-04-18 17:32
ERCB,-0.85,-333.211,2026_03_04,2026-04-18 17:32
ALGYO,-0.26,,2026_03_04,2026-04-18 17:32
ERSU,1.04,329.682,2026_03_04,2026-04-18 17:32
ESCAR,-4.35,,2026_03_04,2026-04-18 17:32
ESCOM,0.01,549.96,2026_03_04,2026-04-18 17:32
ESEN,-0.04,-280.466,2026_03_04,2026-04-18 17:32
ETILR,0.2,302.372,2026_03_04,2026-04-18 17:32
ETYAT,-0.19,-33.238,2026_03_04,2026-04-18 17:32
EUHOL,-0.49,-701.482,2026_03_04,2026-04-18 17:32
EUKYO,-0.09,-18.044,2026_03_04,2026-04-18 17:32
ALKA,0.07,230.551,2026_03_04,2026-04-18 17:32
ALKIM,0.08,153.818,2026_03_04,2026-04-18 17:32
EUYO,-0.14,-26.992,2026_03_04,2026-04-18 17:32
EYGYO,-2.04,,2026_03_04,2026-04-18 17:32
FADE,-1.6,-678.305,2026_03_04,2026-04-18 17:32
ALKLC,2.99,,2026_03_04,2026-04-18 17:32
FLAP,0.15,145.276,2026_03_04,2026-04-18 17:32
FMIZP,-3.6,-126.086,2026_03_04,2026-04-18 17:32
FONET,0.25,,2026_03_04,2026-04-18 17:32
FORMT,4.97,,2026_03_04,2026-04-18 17:32
FORTE,-0.77,-213.416,2026_03_04,2026-04-18 17:32
FRIGO,0.65,,2026_03_04,2026-04-18 17:32
FRMPL,-3.61,,2026_03_04,2026-04-18 17:32
RUZYE,0.36,954.769,2026_03_04,2026-04-18 17:32
FZLGY,-11.85,,2026_03_04,2026-04-18 17:32
A1CAP,-0.26,-652.658,2026_03_04,2026-04-18 17:32
GARFA,-0.32,-443.583,2026_03_04,2026-04-18 17:32
GATEG,0.0,750.0,2026_03_04,2026-04-18 17:32
GEDIK,0.12,,2026_03_04,2026-04-18 17:32
GEDZA,-1.18,-508.498,2026_03_04,2026-04-18 17:32
ALVES,2.64,,2026_03_04,2026-04-18 17:32
GENKM,0.85,,2026_03_04,2026-04-18 17:32
GENTS,-0.55,,2026_03_04,2026-04-18 17:32
GEREL,0.95,,2026_03_04,2026-04-18 17:32
ANELE,-3.25,,2026_03_04,2026-04-18 17:32
GIPTA,0.78,401.006,2026_03_04,2026-04-18 17:32
GLBMD,-0.03,-7.638,2026_03_04,2026-04-18 17:32
GLCVY,0.41,109.692,2026_03_04,2026-04-18 17:32
ANGEN,-0.34,-292.165,2026_03_04,2026-04-18 17:32
GLRYH,-1.05,,2026_03_04,2026-04-18 17:32
GLYHO,-0.16,,2026_03_04,2026-04-18 17:32
GMTAS,0.23,699.923,2026_03_04,2026-04-18 17:32
GOKNR,1.48,,2026_03_04,2026-04-18 17:32
GOLTS,0.01,1.688,2026_03_04,2026-04-18 17:32
GOODY,-1.81,,2026_03_04,2026-04-18 17:32
GOZDE,-0.36,,2026_03_04,2026-04-18 17:32
GRNYO,0.0,8.0,2026_03_04,2026-04-18 17:32
ANHYT,-1.1,-965.29,2026_03_04,2026-04-18 17:32
AFYON,-0.13,-519.908,2026_03_04,2026-04-18 17:32
GSDDE,-0.75,-799.147,2026_03_04,2026-04-18 17:32
GSDHO,-0.43,,2026_03_04,2026-04-18 17:32
ARASE,0.52,260.179,2026_03_04,2026-04-18 17:32
AGESA,-0.3,-109.374,2026_03_04,2026-04-18 17:32
GUNDG,3.67,697.528,2026_03_04,2026-04-18 17:32
GWIND,1.24,,2026_03_04,2026-04-18 17:32
GZNMI,-0.2,-83.519,2026_03_04,2026-04-18 17:32
ARDYZ,0.28,798.794,2026_03_04,2026-04-18 17:32
HATEK,0.07,44.453,2026_03_04,2026-04-18 17:32
HATSN,-0.26,-114.947,2026_03_04,2026-04-18 17:32
HDFGS,-2.08,,2026_03_04,2026-04-18 17:32
HEDEF,0.4,,2026_03_04,2026-04-18 17:32
ARENA,-0.65,-435.434,2026_03_04,2026-04-18 17:32
HKTM,0.24,176.303,2026_03_04,2026-04-18 17:32
HLGYO,-0.55,,2026_03_04,2026-04-18 17:32
HOROZ,-1.8,-442.058,2026_03_04,2026-04-18 17:32
HRKET,-2.42,-579.554,2026_03_04,2026-04-18 17:32
HTTBT,-0.09,-70.832,2026_03_04,2026-04-18 17:32
HUBVC,0.07,215.589,2026_03_04,2026-04-18 17:32
HUNER,-0.06,-425.005,2026_03_04,2026-04-18 17:32
HURGZ,0.36,797.124,2026_03_04,2026-04-18 17:32
ICBCT,-0.48,,2026_03_04,2026-04-18 17:32
ICUGS,3.08,,2026_03_04,2026-04-18 17:32
IDGYO,0.37,435.67,2026_03_04,2026-04-18 17:32
IEYHO,1.73,,2026_03_04,2026-04-18 17:32
IHAAS,1.68,941.576,2026_03_04,2026-04-18 17:32
IHEVA,0.17,481.098,2026_03_04,2026-04-18 17:32
IHGZT,-2.32,,2026_03_04,2026-04-18 17:32
IHLAS,1.11,,2026_03_04,2026-04-18 17:32
IHLGM,-0.36,,2026_03_04,2026-04-18 17:32
IHYAY,0.29,,2026_03_04,2026-04-18 17:32
IMASM,-0.28,,2026_03_04,2026-04-18 17:32
INDES,0.6,,2026_03_04,2026-04-18 17:32
INFO,0.19,,2026_03_04,2026-04-18 17:32
INGRM,0.0,-523.0,2026_03_04,2026-04-18 17:32
INTEK,0.0,0.0,2026_03_04,2026-04-18 17:32
INTEM,0.06,5.215,2026_03_04,2026-04-18 17:32
INVEO,0.26,,2026_03_04,2026-04-18 17:32
INVES,0.95,356.729,2026_03_04,2026-04-18 17:32
ARFYE,1.29,604.177,2026_03_04,2026-04-18 17:32
ISATR,0.0,0.0,2026_03_04,2026-04-18 17:32
ISBIR,0.0,0.0,2026_03_04,2026-04-18 17:32
ISBTR,0.0,0.0,2026_03_04,2026-04-18 17:32
ARMGD,-0.92,-511.338,2026_03_04,2026-04-18 17:32
ISDMR,-1.67,,2026_03_04,2026-04-18 17:32
ISFIN,-0.02,-65.151,2026_03_04,2026-04-18 17:32
ISGSY,-1.11,-527.657,2026_03_04,2026-04-18 17:32
ISGYO,0.09,441.196,2026_03_04,2026-04-18 17:32
ISKPL,-8.17,,2026_03_04,2026-04-18 17:32
ISKUR,0.0,0.0,2026_03_04,2026-04-18 17:32
ARSAN,-0.12,,2026_03_04,2026-04-18 17:32
ISSEN,-0.53,-574.963,2026_03_04,2026-04-18 17:32
ISYAT,0.06,78.79,2026_03_04,2026-04-18 17:32
ARTMS,4.03,,2026_03_04,2026-04-18 17:32
IZFAS,2.22,,2026_03_04,2026-04-18 17:32
IZINV,-0.46,-61.319,2026_03_04,2026-04-18 17:32
IZMDC,-0.4,,2026_03_04,2026-04-18 17:32
JANTS,-0.43,-894.272,2026_03_04,2026-04-18 17:32
KAPLM,-0.09,-2.963,2026_03_04,2026-04-18 17:32
KAREL,-0.13,-430.813,2026_03_04,2026-04-18 17:32
KARSN,-0.77,,2026_03_04,2026-04-18 17:32
KARTN,-0.66,-483.401,2026_03_04,2026-04-18 17:32
KATMR,-0.56,,2026_03_04,2026-04-18 17:32
KAYSE,-0.48,,2026_03_04,2026-04-18 17:32
KBORU,-0.16,-227.458,2026_03_04,2026-04-18 17:32
ARZUM,-0.92,,2026_03_04,2026-04-18 17:32
A1YEN,-1.28,-530.241,2026_03_04,2026-04-18 17:32
KENT,0.0,6.0,2026_03_04,2026-04-18 17:32
KERVN,0.0,-1.245,2026_03_04,2026-04-18 17:32
KFEIN,-0.57,-857.157,2026_03_04,2026-04-18 17:32
KGYO,-0.84,,2026_03_04,2026-04-18 17:32
KIMMR,0.33,246.302,2026_03_04,2026-04-18 17:32
KLGYO,0.43,,2026_03_04,2026-04-18 17:32
KLKIM,0.0,-2.054,2026_03_04,2026-04-18 17:32
KLMSN,0.79,245.629,2026_03_04,2026-04-18 17:32
KLNMA,-0.05,-44.274,2026_03_04,2026-04-18 17:32
ASGYO,0.08,132.977,2026_03_04,2026-04-18 17:32
KLSER,-0.51,-548.018,2026_03_04,2026-04-18 17:32
KLSYN,-4.13,,2026_03_04,2026-04-18 17:32
KLYPV,-1.89,-877.785,2026_03_04,2026-04-18 17:32
KMPUR,1.26,,2026_03_04,2026-04-18 17:32
KNFRT,0.23,306.324,2026_03_04,2026-04-18 17:32
KOCMT,-1.26,,2026_03_04,2026-04-18 17:32
KONKA,-0.71,-641.718,2026_03_04,2026-04-18 17:32
AGROT,0.64,,2026_03_04,2026-04-18 17:32
KONYA,-0.11,-1.854,2026_03_04,2026-04-18 17:32
KOPOL,-3.91,,2026_03_04,2026-04-18 17:32
KORDS,0.33,213.583,2026_03_04,2026-04-18 17:32
KOTON,-1.6,,2026_03_04,2026-04-18 17:32
ASUZU,-0.54,-220.919,2026_03_04,2026-04-18 17:32
ATAGY,0.56,255.657,2026_03_04,2026-04-18 17:32
KRDMA,-2.61,,2026_03_04,2026-04-18 17:32
KRDMB,1.09,,2026_03_04,2026-04-18 17:32
ATAKP,-0.3,-85.351,2026_03_04,2026-04-18 17:32
KRGYO,-0.17,-449.92,2026_03_04,2026-04-18 17:32
KRONT,0.33,389.031,2026_03_04,2026-04-18 17:32
KRPLS,3.56,,2026_03_04,2026-04-18 17:32
KRSTL,-1.82,,2026_03_04,2026-04-18 17:32
KRTEK,-4.21,-795.824,2026_03_04,2026-04-18 17:32
KRVGD,0.58,,2026_03_04,2026-04-18 17:32
KSTUR,-0.01,-112.0,2026_03_04,2026-04-18 17:32
ATATP,-1.72,-323.336,2026_03_04,2026-04-18 17:32
KTSKR,-2.07,-304.237,2026_03_04,2026-04-18 17:32
KUTPO,-1.37,-144.339,2026_03_04,2026-04-18 17:32
KUVVA,0.24,58.452,2026_03_04,2026-04-18 17:32
ATATR,1.25,,2026_03_04,2026-04-18 17:32
KZBGY,0.42,,2026_03_04,2026-04-18 17:32
KZGYO,-2.68,,2026_03_04,2026-04-18 17:32
LIDER,-0.07,-215.601,2026_03_04,2026-04-18 17:32
LIDFA,-0.5,,2026_03_04,2026-04-18 17:32
LILAK,2.31,,2026_03_04,2026-04-18 17:32
LINK,-1.98,,2026_03_04,2026-04-18 17:32
LKMNH,-0.7,,2026_03_04,2026-04-18 17:32
LMKDC,-0.74,,2026_03_04,2026-04-18 17:32
LOGO,-0.59,-440.427,2026_03_04,2026-04-18 17:32
LRSHO,-2.89,,2026_03_04,2026-04-18 17:32
LUKSK,0.16,44.701,2026_03_04,2026-04-18 17:32
LXGYO,-23.98,,2026_03_04,2026-04-18 17:32
LYDHO,0.31,605.045,2026_03_04,2026-04-18 17:32
LYDYE,0.13,1.773,2026_03_04,2026-04-18 17:32
MAALT,0.19,8.986,2026_03_04,2026-04-18 17:32
MACKO,-0.82,-339.55,2026_03_04,2026-04-18 17:32
ATEKS,0.0,125.0,2026_03_04,2026-04-18 17:32
MAKIM,0.42,179.208,2026_03_04,2026-04-18 17:32
MAKTK,0.07,122.099,2026_03_04,2026-04-18 17:32
MANAS,-5.57,,2026_03_04,2026-04-18 17:32
MARBL,-0.84,-548.568,2026_03_04,2026-04-18 17:32
MARKA,2.11,438.296,2026_03_04,2026-04-18 17:32
MARMR,-1.74,,2026_03_04,2026-04-18 17:32
MARTI,1.41,,2026_03_04,2026-04-18 17:32
ATLAS,0.65,387.226,2026_03_04,2026-04-18 17:32
MCARD,-3.17,-599.409,2026_03_04,2026-04-18 17:32
MEDTR,-0.21,-51.234,2026_03_04,2026-04-18 17:32
MEGAP,-0.01,-28.989,2026_03_04,2026-04-18 17:32
MEGMT,6.91,,2026_03_04,2026-04-18 17:32
MEKAG,1.6,,2026_03_04,2026-04-18 17:32
MEPET,0.16,116.64,2026_03_04,2026-04-18 17:32
MERCN,0.18,137.367,2026_03_04,2026-04-18 17:32
MERIT,-0.44,,2026_03_04,2026-04-18 17:32
MERKO,1.07,,2026_03_04,2026-04-18 17:32
METRO,-0.45,,2026_03_04,2026-04-18 17:32
MEYSU,0.36,631.109,2026_03_04,2026-04-18 17:32
ATSYH,0.0,0.0,2026_03_04,2026-04-18 17:32
MHRGY,0.3,938.894,2026_03_04,2026-04-18 17:32
AVGYO,-0.81,-894.39,2026_03_04,2026-04-18 17:32
MMCAS,0.0,0.0,2026_03_04,2026-04-18 17:32
MNDRS,-0.06,-135.823,2026_03_04,2026-04-18 17:32
MNDTR,0.09,829.951,2026_03_04,2026-04-18 17:32
MOBTL,-4.52,,2026_03_04,2026-04-18 17:32
MOGAN,0.82,,2026_03_04,2026-04-18 17:32
MOPAS,-4.62,,2026_03_04,2026-04-18 17:32
AVHOL,-0.43,-113.354,2026_03_04,2026-04-18 17:32
MRGYO,2.15,,2026_03_04,2026-04-18 17:32
MRSHL,0.11,4.657,2026_03_04,2026-04-18 17:32
MSGYO,-0.97,,2026_03_04,2026-04-18 17:32
MTRKS,-0.48,-208.194,2026_03_04,2026-04-18 17:32
MTRYO,0.0,0.0,2026_03_04,2026-04-18 17:32
MZHLD,0.05,31.162,2026_03_04,2026-04-18 17:32
NATEN,0.03,79.39,2026_03_04,2026-04-18 17:32
NETAS,0.38,121.714,2026_03_04,2026-04-18 17:32
NETCD,-0.23,-91.5,2026_03_04,2026-04-18 17:32
NIBAS,2.59,,2026_03_04,2026-04-18 17:32
NTGAZ,-2.77,,2026_03_04,2026-04-18 17:32
NTHOL,-0.56,,2026_03_04,2026-04-18 17:32
NUGYO,0.18,598.862,2026_03_04,2026-04-18 17:32
NUHCM,0.36,119.534,2026_03_04,2026-04-18 17:32
AVOD,0.64,,2026_03_04,2026-04-18 17:32
OBASE,-0.37,-54.338,2026_03_04,2026-04-18 17:32
AVPGY,-0.73,-736.935,2026_03_04,2026-04-18 17:32
ODINE,1.02,538.385,2026_03_04,2026-04-18 17:32
OFSYM,-1.6,-364.081,2026_03_04,2026-04-18 17:32
ONCSM,2.19,220.67,2026_03_04,2026-04-18 17:32
ONRYT,0.95,187.602,2026_03_04,2026-04-18 17:32
ORCAY,0.15,234.488,2026_03_04,2026-04-18 17:32
ORGE,0.64,269.022,2026_03_04,2026-04-18 17:32
ORMA,0.0,0.0,2026_03_04,2026-04-18 17:32
OSMEN,0.58,,2026_03_04,2026-04-18 17:32
OSTIM,0.39,,2026_03_04,2026-04-18 17:32
AVTUR,0.82,354.858,2026_03_04,2026-04-18 17:32
OTTO,0.63,36.804,2026_03_04,2026-04-18 17:32
AYCES,2.26,42.775,2026_03_04,2026-04-18 17:32
OYAYO,0.08,16.158,2026_03_04,2026-04-18 17:32
OYLUM,-0.01,-8.715,2026_03_04,2026-04-18 17:32
OYYAT,-0.37,-334.328,2026_03_04,2026-04-18 17:32
OZATD,-0.56,-74.532,2026_03_04,2026-04-18 17:32
OZGYO,0.3,,2026_03_04,2026-04-18 17:32
OZKGY,1.51,,2026_03_04,2026-04-18 17:32
OZRDN,-0.15,-86.25,2026_03_04,2026-04-18 17:32
OZSUB,0.15,196.232,2026_03_04,2026-04-18 17:32
OZYSR,0.21,83.762,2026_03_04,2026-04-18 17:32
PAGYO,-0.16,-96.176,2026_03_04,2026-04-18 17:32
AYDEM,-0.87,,2026_03_04,2026-04-18 17:32
PAMEL,0.09,17.654,2026_03_04,2026-04-18 17:32
PAPIL,0.18,354.251,2026_03_04,2026-04-18 17:32
PARSN,-0.62,-209.693,2026_03_04,2026-04-18 17:32
AYEN,-0.65,-356.485,2026_03_04,2026-04-18 17:32
AYES,-0.01,4.0,2026_03_04,2026-04-18 17:32
PCILT,-1.77,-799.173,2026_03_04,2026-04-18 17:32
TEHOL,-0.67,,2026_03_04,2026-04-18 17:32
PEKGY,-0.49,,2026_03_04,2026-04-18 17:32
PENGD,-2.3,,2026_03_04,2026-04-18 17:32
PENTA,-0.44,-802.548,2026_03_04,2026-04-18 17:32
AYGAZ,0.23,232.226,2026_03_04,2026-04-18 17:32
PETUN,-1.18,,2026_03_04,2026-04-18 17:32
AZTEK,0.01,26.943,2026_03_04,2026-04-18 17:32
PINSU,-0.58,-588.28,2026_03_04,2026-04-18 17:32
PKART,-2.19,-241.913,2026_03_04,2026-04-18 17:32
PKENT,0.18,42.058,2026_03_04,2026-04-18 17:32
PLTUR,0.59,294.265,2026_03_04,2026-04-18 17:32
PNLSN,-0.87,-301.672,2026_03_04,2026-04-18 17:32
PNSUT,0.56,712.339,2026_03_04,2026-04-18 17:32
POLHO,-1.45,,2026_03_04,2026-04-18 17:32
POLTK,-0.39,-4.389,2026_03_04,2026-04-18 17:32
PRDGS,0.2,222.816,2026_03_04,2026-04-18 17:32
PRKAB,1.28,451.021,2026_03_04,2026-04-18 17:32
PRKME,-1.09,-580.719,2026_03_04,2026-04-18 17:32
PRZMA,-0.72,-446.464,2026_03_04,2026-04-18 17:32
PSDTC,-0.48,-32.044,2026_03_04,2026-04-18 17:32
BAGFS,-2.35,,2026_03_04,2026-04-18 17:32
QNBFK,0.0,7.0,2026_03_04,2026-04-18 17:32
QNBTR,0.0,28.0,2026_03_04,2026-04-18 17:32
BAHKM,0.58,136.246,2026_03_04,2026-04-18 17:32
BAKAB,-0.84,-293.364,2026_03_04,2026-04-18 17:32
RAYSG,0.17,91.038,2026_03_04,2026-04-18 17:32
BALAT,0.04,5.3,2026_03_04,2026-04-18 17:32
RGYAS,0.44,465.345,2026_03_04,2026-04-18 17:32
RNPOL,0.3,,2026_03_04,2026-04-18 17:32
RODRG,-0.47,-78.881,2026_03_04,2026-04-18 17:32
ROYAL,0.0,5.0,2026_03_04,2026-04-18 17:32
RTALB,-3.68,,2026_03_04,2026-04-18 17:32
RUBNS,4.62,,2026_03_04,2026-04-18 17:32
RYGYO,-0.03,-238.626,2026_03_04,2026-04-18 17:32
RYSAS,0.0,-16.722,2026_03_04,2026-04-18 17:32
SAFKR,4.74,,2026_03_04,2026-04-18 17:32
AGYO,0.27,343.587,2026_03_04,2026-04-18 17:32
SAMAT,-0.18,-181.164,2026_03_04,2026-04-18 17:32
SANEL,-0.19,-33.81,2026_03_04,2026-04-18 17:32
SANFM,0.42,928.736,2026_03_04,2026-04-18 17:32
SANKO,-0.98,-366.96,2026_03_04,2026-04-18 17:32
BANVT,-0.07,-25.885,2026_03_04,2026-04-18 17:32
BARMA,-2.01,,2026_03_04,2026-04-18 17:32
SAYAS,0.09,37.853,2026_03_04,2026-04-18 17:32
SDTTR,1.16,185.211,2026_03_04,2026-04-18 17:32
SEGMN,-2.53,,2026_03_04,2026-04-18 17:32
SEGYO,-3.79,,2026_03_04,2026-04-18 17:32
SEKFK,0.07,45.0,2026_03_04,2026-04-18 17:32
SEKUR,1.11,,2026_03_04,2026-04-18 17:32
SELEC,-0.47,-577.818,2026_03_04,2026-04-18 17:32
SELVA,0.22,,2026_03_04,2026-04-18 17:32
SERNT,-0.08,-87.558,2026_03_04,2026-04-18 17:32
SEYKM,0.24,360.973,2026_03_04,2026-04-18 17:32
SILVR,-0.01,-14.779,2026_03_04,2026-04-18 17:32
BASCM,0.05,25.0,2026_03_04,2026-04-18 17:32
BASGZ,-0.17,-294.822,2026_03_04,2026-04-18 17:32
SKTAS,0.96,,2026_03_04,2026-04-18 17:32
SKYLP,1.94,139.276,2026_03_04,2026-04-18 17:32
SKYMD,-0.28,-147.76,2026_03_04,2026-04-18 17:32
SMART,2.24,667.563,2026_03_04,2026-04-18 17:32
SMRTG,-3.83,,2026_03_04,2026-04-18 17:32
SMRVA,-0.02,-5.179,2026_03_04,2026-04-18 17:32
SNGYO,-0.23,,2026_03_04,2026-04-18 17:32
SNICA,-3.4,,2026_03_04,2026-04-18 17:32
SNPAM,0.0,2.0,2026_03_04,2026-04-18 17:32
SODSN,0.0,3.0,2026_03_04,2026-04-18 17:32
SOKE,3.69,,2026_03_04,2026-04-18 17:32
BAYRK,-0.2,-393.445,2026_03_04,2026-04-18 17:32
SONME,0.08,3.518,2026_03_04,2026-04-18 17:32
SRVGY,0.27,,2026_03_04,2026-04-18 17:32
SUMAS,0.01,470.0,2026_03_04,2026-04-18 17:32
SUNTK,0.11,159.262,2026_03_04,2026-04-18 17:32
SURGY,-1.41,-636.989,2026_03_04,2026-04-18 17:32
SUWEN,-0.48,,2026_03_04,2026-04-18 17:32
SVGYO,4.17,,2026_03_04,2026-04-18 17:32
BEGYO,-0.35,,2026_03_04,2026-04-18 17:32
