hisse,yab_fark,tks2,donem,yukleme
KGYO,209679,767895148,2026_02_03,2026-04-18 17:22
GLRMK,205088,38760000,2026_02_03,2026-04-18 17:22
ALKA,203761,330750000,2026_02_03,2026-04-18 17:22
ARFYE,195446,47000000,2026_02_03,2026-04-18 17:22
KNFRT,195238,131747000,2026_02_03,2026-04-18 17:22
KRSTL,193649,183664642,2026_02_03,2026-04-18 17:22
IZMDC,192906,723225318,2026_02_03,2026-04-18 17:22
MNDTR,192654,910071938,2026_02_03,2026-04-18 17:22
SUWEN,180143,365687500,2026_02_03,2026-04-18 17:22
ARDYZ,173678,279551557,2026_02_03,2026-04-18 17:22
TRGYO,166019,251573369,2026_02_03,2026-04-18 17:22
VBTYZ,157029,56025000,2026_02_03,2026-04-18 17:22
OZATD,155873,13349988,2026_02_03,2026-04-18 17:22
GSDDE,154204,106850751,2026_02_03,2026-04-18 17:22
AVOD,154099,253604577,2026_02_03,2026-04-18 17:22
EMKEL,152376,149999456,2026_02_03,2026-04-18 17:22
GENTS,151963,749958921,2026_02_03,2026-04-18 17:22
KRONT,146382,116892885,2026_02_03,2026-04-18 17:22
ZRGYO,134286,1173404997,2026_02_03,2026-04-18 17:22
BEYAZ,133520,42317352,2026_02_03,2026-04-18 17:22
KTSKR,132352,14691795,2026_02_03,2026-04-18 17:22
DSTKF,131309,83333333,2026_02_03,2026-04-18 17:22
KLMSN,129697,30881297,2026_02_03,2026-04-18 17:22
NIBAS,128497,267767946,2026_02_03,2026-04-18 17:22
KLYPV,125272,46334639,2026_02_03,2026-04-18 17:22
GLCVY,124510,26400000,2026_02_03,2026-04-18 17:22
HRKET,120427,24000000,2026_02_03,2026-04-18 17:22
VAKFA,112036,224999701,2026_02_03,2026-04-18 17:22
BOSSA,111079,508724189,2026_02_03,2026-04-18 17:22
DOAS,110305,97899975,2026_02_03,2026-04-18 17:22
CATES,107669,33050000,2026_02_03,2026-04-18 17:22
TEKTU,104487,195639311,2026_02_03,2026-04-18 17:22
TAVHL,103752,213213415,2026_02_03,2026-04-18 17:22
KORDS,100873,65421451,2026_02_03,2026-04-18 17:22
KAPLM,100183,4563571,2026_02_03,2026-04-18 17:22
ARMGD,96223,54996000,2026_02_03,2026-04-18 17:22
SANKO,91148,37499197,2026_02_03,2026-04-18 17:22
SEKUR,90671,131457835,2026_02_03,2026-04-18 17:22
DESPC,86885,16023700,2026_02_03,2026-04-18 17:22
AKCNS,85439,39359284,2026_02_03,2026-04-18 17:22
ATATP,84442,18809999,2026_02_03,2026-04-18 17:22
PNLSN,84205,34752383,2026_02_03,2026-04-18 17:22
ARTMS,79339,24199999,2026_02_03,2026-04-18 17:22
LINK,76107,18231985,2026_02_03,2026-04-18 17:22
BINBN,73247,17000000,2026_02_03,2026-04-18 17:22
BAHKM,71489,23289000,2026_02_03,2026-04-18 17:22
AKSUE,64951,56376184,2026_02_03,2026-04-18 17:22
OZSUB,64220,42499126,2026_02_03,2026-04-18 17:22
HTTBT,64093,82805422,2026_02_03,2026-04-18 17:22
KONTR,61355,936038762,2026_02_03,2026-04-18 17:22
BRKSN,55948,62639942,2026_02_03,2026-04-18 17:22
YKSLN,54484,197429570,2026_02_03,2026-04-18 17:22
BAKAB,54328,34985326,2026_02_03,2026-04-18 17:22
ANHYT,54181,88457041,2026_02_03,2026-04-18 17:22
ADGYO,53641,379654333,2026_02_03,2026-04-18 17:22
MEPET,52776,73940585,2026_02_03,2026-04-18 17:22
UFUK,52279,46845974,2026_02_03,2026-04-18 17:22
PCILT,51936,45014182,2026_02_03,2026-04-18 17:22
GRTHO,51159,36745000,2026_02_03,2026-04-18 17:22
BIZIM,50488,27601626,2026_02_03,2026-04-18 17:22
CEMAS,48429,790994229,2026_02_03,2026-04-18 17:22
GRSEL,48252,29650000,2026_02_03,2026-04-18 17:22
TUREX,47762,432000000,2026_02_03,2026-04-18 17:22
KMPUR,46695,132432524,2026_02_03,2026-04-18 17:22
KARTN,46359,72781126,2026_02_03,2026-04-18 17:22
ADEL,45836,112043619,2026_02_03,2026-04-18 17:22
ECZYT,44499,45880511,2026_02_03,2026-04-18 17:22
VERTU,44321,22000000,2026_02_03,2026-04-18 17:22
PARSN,43873,34033246,2026_02_03,2026-04-18 17:22
ALTNY,41517,399885115,2026_02_03,2026-04-18 17:22
AVHOL,40314,26047279,2026_02_03,2026-04-18 17:22
KUTPO,40060,10524430,2026_02_03,2026-04-18 17:22
BEGYO,39659,290000000,2026_02_03,2026-04-18 17:22
TLMAN,39508,10300000,2026_02_03,2026-04-18 17:22
RUBNS,38930,42377765,2026_02_03,2026-04-18 17:22
ODAS,38459,1113798031,2026_02_03,2026-04-18 17:22
SAYAS,38128,42530887,2026_02_03,2026-04-18 17:22
GEDZA,37609,42983624,2026_02_03,2026-04-18 17:22
OFSYM,37147,22749998,2026_02_03,2026-04-18 17:22
OZYSR,36753,40488000,2026_02_03,2026-04-18 17:22
CRDFA,35451,74996857,2026_02_03,2026-04-18 17:22
OSMEN,34665,157750927,2026_02_03,2026-04-18 17:22
GSDHO,34253,999994969,2026_02_03,2026-04-18 17:22
SMRVA,34103,28000000,2026_02_03,2026-04-18 17:22
TMPOL,33259,11039990,2026_02_03,2026-04-18 17:22
DERIM,31989,40403770,2026_02_03,2026-04-18 17:22
YESIL,31786,640699949,2026_02_03,2026-04-18 17:22
GARAN,31613,2454957798,2026_02_03,2026-04-18 17:22
LUKSK,31500,27257202,2026_02_03,2026-04-18 17:22
SUNTK,30630,145280000,2026_02_03,2026-04-18 17:22
IMASM,28989,622850499,2026_02_03,2026-04-18 17:22
GZNMI,28559,40949825,2026_02_03,2026-04-18 17:22
TRCAS,27965,206252778,2026_02_03,2026-04-18 17:22
IHAAS,27285,56031248,2026_02_03,2026-04-18 17:22
SMART,26409,29737499,2026_02_03,2026-04-18 17:22
SEKFK,26041,62311473,2026_02_03,2026-04-18 17:22
ULUSE,25279,24000000,2026_02_03,2026-04-18 17:22
UCAYM,24999,60000000,2026_02_03,2026-04-18 17:22
AYGAZ,24645,98568807,2026_02_03,2026-04-18 17:22
ICBCT,24067,216761845,2026_02_03,2026-04-18 17:22
BIGTK,23800,23834373,2026_02_03,2026-04-18 17:22
BESLR,23639,658098036,2026_02_03,2026-04-18 17:22
CRFSA,22804,18312793,2026_02_03,2026-04-18 17:22
NUGYO,22613,324943976,2026_02_03,2026-04-18 17:22
AHSGY,22473,184999889,2026_02_03,2026-04-18 17:22
DNISI,22112,59171727,2026_02_03,2026-04-18 17:22
CEOEM,22003,22209658,2026_02_03,2026-04-18 17:22
FMIZP,20637,3497641,2026_02_03,2026-04-18 17:22
PAGYO,19238,57781202,2026_02_03,2026-04-18 17:22
PRKAB,18585,35225443,2026_02_03,2026-04-18 17:22
BAYRK,18354,189751123,2026_02_03,2026-04-18 17:22
VKING,18156,30932905,2026_02_03,2026-04-18 17:22
ASUZU,17804,41130807,2026_02_03,2026-04-18 17:22
EBEBK,17295,40534692,2026_02_03,2026-04-18 17:22
TMSN,17229,44449988,2026_02_03,2026-04-18 17:22
AYCES,16514,1895369,2026_02_03,2026-04-18 17:22
TGSAS,16344,12348294,2026_02_03,2026-04-18 17:22
MAKTK,14373,184370066,2026_02_03,2026-04-18 17:22
CGCAM,13814,42000000,2026_02_03,2026-04-18 17:22
GIPTA,12408,51617863,2026_02_03,2026-04-18 17:22
PINSU,11429,101635846,2026_02_03,2026-04-18 17:22
PRDGS,11380,110850000,2026_02_03,2026-04-18 17:22
ISGYO,11340,531312439,2026_02_03,2026-04-18 17:22
ARASE,8467,49999991,2026_02_03,2026-04-18 17:22
PNSUT,8330,128323851,2026_02_03,2026-04-18 17:22
GOLTS,8291,12422783,2026_02_03,2026-04-18 17:22
PAMEL,8160,21533681,2026_02_03,2026-04-18 17:22
MAALT,7506,4763850,2026_02_03,2026-04-18 17:22
NUHCM,7061,33163299,2026_02_03,2026-04-18 17:22
BAGFS,6913,100042745,2026_02_03,2026-04-18 17:22
DERHL,6646,197281316,2026_02_03,2026-04-18 17:22
JANTS,6553,207512786,2026_02_03,2026-04-18 17:22
CUSAN,6274,18500000,2026_02_03,2026-04-18 17:22
EGEPO,5807,200000000,2026_02_03,2026-04-18 17:22
BVSAN,5576,13749998,2026_02_03,2026-04-18 17:22
DOFRB,5312,45000000,2026_02_03,2026-04-18 17:22
LRSHO,4509,724120946,2026_02_03,2026-04-18 17:22
MARMR,4142,961218727,2026_02_03,2026-04-18 17:22
MARKA,3740,20752018,2026_02_03,2026-04-18 17:22
BANVT,3693,36961044,2026_02_03,2026-04-18 17:22
ALCAR,3576,1721735,2026_02_03,2026-04-18 17:22
TTRAK,3488,24967158,2026_02_03,2026-04-18 17:22
VERUS,3455,34499937,2026_02_03,2026-04-18 17:22
PLTUR,3146,49500000,2026_02_03,2026-04-18 17:22
ISGSY,1897,47378729,2026_02_03,2026-04-18 17:22
CMBTN,1128,1023000,2026_02_03,2026-04-18 17:22
BIGEN,1011,115500000,2026_02_03,2026-04-18 17:22
DOFER,863,20172500,2026_02_03,2026-04-18 17:22
POLTK,790,1125000,2026_02_03,2026-04-18 17:22
OTTO,718,5824438,2026_02_03,2026-04-18 17:22
ALKLC,669,45382467,2026_02_03,2026-04-18 17:22
INGRM,135,14969536,2026_02_03,2026-04-18 17:22
SONME,0,4349319,2026_02_03,2026-04-18 17:22
OYAYO,0,19999941,2026_02_03,2026-04-18 17:22
OYLUM,0,80937367,2026_02_03,2026-04-18 17:22
ARBUL,0,15459297,2026_02_03,2026-04-18 17:22
LIOYS,0,31625013,2026_02_03,2026-04-18 17:22
OZRDN,0,57107579,2026_02_03,2026-04-18 17:22
ALVES,0,862856920,2026_02_03,2026-04-18 17:22
TDGYO,0,59898213,2026_02_03,2026-04-18 17:22
FENIS,0,26080019,2026_02_03,2026-04-18 17:22
FLAP,0,93599985,2026_02_03,2026-04-18 17:22
EGCYO,0,21986285,2026_02_03,2026-04-18 17:22
KENT,0,1786507,2026_02_03,2026-04-18 17:22
KERVN,0,588346973,2026_02_03,2026-04-18 17:22
DGGYO,0,280709437,2026_02_03,2026-04-18 17:22
MANGO,0,37831688,2026_02_03,2026-04-18 17:22
ASYAB,0,477899601,2026_02_03,2026-04-18 17:22
AGYO,0,129036460,2026_02_03,2026-04-18 17:22
ATEKS,0,5441598,2026_02_03,2026-04-18 17:22
MEGAP,0,234498757,2026_02_03,2026-04-18 17:22
KLNMA,0,91846864,2026_02_03,2026-04-18 17:22
ATPET,0,11403497,2026_02_03,2026-04-18 17:22
TRHOL,0,17635692,2026_02_03,2026-04-18 17:22
MEMSA,0,160110709,2026_02_03,2026-04-18 17:22
MENBA,0,3496852,2026_02_03,2026-04-18 17:22
AKYHO,0,223895870,2026_02_03,2026-04-18 17:22
CMENT,0,56829666,2026_02_03,2026-04-18 17:22
PRZMA,0,61941150,2026_02_03,2026-04-18 17:22
PSDTC,0,6599991,2026_02_03,2026-04-18 17:22
AKMGY,0,21568998,2026_02_03,2026-04-18 17:22
UKIM,0,2053621,2026_02_03,2026-04-18 17:22
ULAS,0,25200172,2026_02_03,2026-04-18 17:22
QNBFK,0,843137646,2026_02_03,2026-04-18 17:22
QNBTR,0,2571745911,2026_02_03,2026-04-18 17:22
GLBMD,0,28880500,2026_02_03,2026-04-18 17:22
UNTAR,0,29562129,2026_02_03,2026-04-18 17:22
RNPOL,0,16795000,2026_02_03,2026-04-18 17:22
UZEL,0,26329793,2026_02_03,2026-04-18 17:22
ENPRA,0,15294299,2026_02_03,2026-04-18 17:22
GLDTRF,0,45850000,2026_02_03,2026-04-18 17:22
DOGUB,0,19821566,2026_02_03,2026-04-18 17:22
KRATL,0,17800000,2026_02_03,2026-04-18 17:22
ISBIR,0,14520542,2026_02_03,2026-04-18 17:22
AKPAZ,0,22488832,2026_02_03,2026-04-18 17:22
SANEL,0,18112451,2026_02_03,2026-04-18 17:22
BRMEN,0,57566555,2026_02_03,2026-04-18 17:22
YGYO,0,1310632851,2026_02_03,2026-04-18 17:22
ERSU,0,31755894,2026_02_03,2026-04-18 17:22
GOLDS,0,192323946,2026_02_03,2026-04-18 17:22
KSTUR,0,3952560,2026_02_03,2026-04-18 17:22
ARTOG,0,18578922,2026_02_03,2026-04-18 17:22
BURCE,0,44422390,2026_02_03,2026-04-18 17:22
SEYKM,0,151040901,2026_02_03,2026-04-18 17:22
ZGYO,0,84500000,2026_02_03,2026-04-18 17:22
SILVR,0,212818206,2026_02_03,2026-04-18 17:22
GRNYO,0,37386059,2026_02_03,2026-04-18 17:22
SKYLP,0,7159255,2026_02_03,2026-04-18 17:22
BURVA,0,4723271,2026_02_03,2026-04-18 17:22
ORCAY,0,150197341,2026_02_03,2026-04-18 17:22
ARAT,0,39867975,2026_02_03,2026-04-18 17:22
SNPAM,0,19679871,2026_02_03,2026-04-18 17:22
EUHOL,0,142999954,2026_02_03,2026-04-18 17:22
BYDNR,0,22999984,2026_02_03,2026-04-18 17:22
TARKM,-9,4999997,2026_02_03,2026-04-18 17:22
MRSHL,-13,4212888,2026_02_03,2026-04-18 17:22
LYDYE,-136,1391287,2026_02_03,2026-04-18 17:22
ACSEL,-529,8589113,2026_02_03,2026-04-18 17:22
KONYA,-1321,1646416,2026_02_03,2026-04-18 17:22
INTEM,-1460,9428747,2026_02_03,2026-04-18 17:22
BFREN,-2499,24586148,2026_02_03,2026-04-18 17:22
ELITE,-2733,44650000,2026_02_03,2026-04-18 17:22
TBORG,-2851,59392160,2026_02_03,2026-04-18 17:22
EGEGY,-3027,69140000,2026_02_03,2026-04-18 17:22
ANGEN,-3996,86440002,2026_02_03,2026-04-18 17:22
EGEEN,-4431,1137161,2026_02_03,2026-04-18 17:22
BRYAT,-4582,10264685,2026_02_03,2026-04-18 17:22
BMSCH,-5092,69277402,2026_02_03,2026-04-18 17:22
INVES,-5537,37480000,2026_02_03,2026-04-18 17:22
ERBOS,-5570,15899843,2026_02_03,2026-04-18 17:22
EGGUB,-6246,75862197,2026_02_03,2026-04-18 17:22
ARENA,-6809,66996461,2026_02_03,2026-04-18 17:22
ERCB,-7087,39113273,2026_02_03,2026-04-18 17:22
CLEBI,-9731,5490178,2026_02_03,2026-04-18 17:22
ALFAS,-10620,84639559,2026_02_03,2026-04-18 17:22
INVEO,-10735,998999954,2026_02_03,2026-04-18 17:22
SELEC,-11699,124262097,2026_02_03,2026-04-18 17:22
ALKIM,-11996,182767821,2026_02_03,2026-04-18 17:22
YAYLA,-14213,39874966,2026_02_03,2026-04-18 17:22
SKTAS,-15759,332865443,2026_02_03,2026-04-18 17:22
ONCSM,-17132,10086000,2026_02_03,2026-04-18 17:22
AKHAN,-18680,54700000,2026_02_03,2026-04-18 17:22
YGGYO,-20440,240625741,2026_02_03,2026-04-18 17:22
MERKO,-20495,101104700,2026_02_03,2026-04-18 17:22
DOKTA,-21833,145872862,2026_02_03,2026-04-18 17:22
KONKA,-22181,89670000,2026_02_03,2026-04-18 17:22
BRLSM,-22240,108025075,2026_02_03,2026-04-18 17:22
DGATE,-26548,15227271,2026_02_03,2026-04-18 17:22
DUNYH,-26553,36443197,2026_02_03,2026-04-18 17:22
HKTM,-27029,72747495,2026_02_03,2026-04-18 17:22
AKENR,-29560,385189146,2026_02_03,2026-04-18 17:22
MZHLD,-33805,72215314,2026_02_03,2026-04-18 17:22
YATAS,-35728,94866488,2026_02_03,2026-04-18 17:22
PKENT,-36763,23766169,2026_02_03,2026-04-18 17:22
TEZOL,-41423,139999972,2026_02_03,2026-04-18 17:22
MARBL,-42445,65226403,2026_02_03,2026-04-18 17:22
CEMTS,-43513,233425986,2026_02_03,2026-04-18 17:22
ATAKP,-43769,28224000,2026_02_03,2026-04-18 17:22
OBASE,-44181,14924000,2026_02_03,2026-04-18 17:22
BASGZ,-44815,174999999,2026_02_03,2026-04-18 17:22
NETAS,-45224,31783484,2026_02_03,2026-04-18 17:22
AGESA,-53446,35829553,2026_02_03,2026-04-18 17:22
BRISA,-53468,31247472,2026_02_03,2026-04-18 17:22
BLCYT,-58497,49088907,2026_02_03,2026-04-18 17:22
KLSER,-61169,109457566,2026_02_03,2026-04-18 17:22
CEMZY,-62699,124119970,2026_02_03,2026-04-18 17:22
FORTE,-64744,21999999,2026_02_03,2026-04-18 17:22
GARFA,-69502,138399778,2026_02_03,2026-04-18 17:22
ASGYO,-71397,165000000,2026_02_03,2026-04-18 17:22
KLGYO,-73620,689399869,2026_02_03,2026-04-18 17:22
KATMR,-74157,1980989998,2026_02_03,2026-04-18 17:22
ALCTL,-76177,13543218,2026_02_03,2026-04-18 17:22
KIMMR,-77513,75000000,2026_02_03,2026-04-18 17:22
BORLS,-78723,308652686,2026_02_03,2026-04-18 17:22
BLUME,-83221,174710134,2026_02_03,2026-04-18 17:22
MRGYO,-86859,1441776032,2026_02_03,2026-04-18 17:22
TCKRC,-87250,70000000,2026_02_03,2026-04-18 17:22
ECILC,-87703,210589603,2026_02_03,2026-04-18 17:22
KRGYO,-87759,275243701,2026_02_03,2026-04-18 17:22
OBAMS,-87851,751078524,2026_02_03,2026-04-18 17:22
TATGD,-90521,119286243,2026_02_03,2026-04-18 17:22
TNZTP,-92471,87499950,2026_02_03,2026-04-18 17:22
VAKKO,-95113,30788486,2026_02_03,2026-04-18 17:22
YAPRK,-96999,4214998,2026_02_03,2026-04-18 17:22
MERCN,-98426,74389005,2026_02_03,2026-04-18 17:22
LKMNH,-103240,163262533,2026_02_03,2026-04-18 17:22
NTHOL,-107715,485479112,2026_02_03,2026-04-18 17:22
OYYAT,-108716,91048322,2026_02_03,2026-04-18 17:22
ISFIN,-110725,310154523,2026_02_03,2026-04-18 17:22
SMRTG,-112941,664164672,2026_02_03,2026-04-18 17:22
EDIP,-113635,36468204,2026_02_03,2026-04-18 17:22
RGYAS,-114052,105523000,2026_02_03,2026-04-18 17:22
SELVA,-116834,747897737,2026_02_03,2026-04-18 17:22
TURGG,-118371,32042988,2026_02_03,2026-04-18 17:22
GUBRF,-120560,85359737,2026_02_03,2026-04-18 17:22
PKART,-125135,11048497,2026_02_03,2026-04-18 17:22
RAYSG,-129483,51947024,2026_02_03,2026-04-18 17:22
DEVA,-131386,199971814,2026_02_03,2026-04-18 17:22
TUKAS,-137698,4499995929,2026_02_03,2026-04-18 17:22
BRSAN,-139398,35912460,2026_02_03,2026-04-18 17:22
HURGZ,-143043,220784167,2026_02_03,2026-04-18 17:22
ENDAE,-146708,121949251,2026_02_03,2026-04-18 17:22
MAKIM,-148055,42559998,2026_02_03,2026-04-18 17:22
BIGCH,-149304,368932945,2026_02_03,2026-04-18 17:22
MEDTR,-149746,24499999,2026_02_03,2026-04-18 17:22
KRDMB,-156018,118762110,2026_02_03,2026-04-18 17:22
ONRYT,-160747,19730000,2026_02_03,2026-04-18 17:22
CONSE,-164651,377854899,2026_02_03,2026-04-18 17:22
SDTTR,-167742,15990000,2026_02_03,2026-04-18 17:22
SERNT,-169415,113000000,2026_02_03,2026-04-18 17:22
GLRYH,-169999,599623814,2026_02_03,2026-04-18 17:22
BIOEN,-170145,197983418,2026_02_03,2026-04-18 17:22
MEYSU,-180199,175000000,2026_02_03,2026-04-18 17:22
BUCIM,-185884,1292638065,2026_02_03,2026-04-18 17:22
SANFM,-187297,225029995,2026_02_03,2026-04-18 17:22
NTGAZ,-189261,276000000,2026_02_03,2026-04-18 17:22
SKYMD,-210071,52499981,2026_02_03,2026-04-18 17:22
AYEN,-213939,55531320,2026_02_03,2026-04-18 17:22
CELHA,-215736,146124228,2026_02_03,2026-04-18 17:22
BALSU,-229607,278000000,2026_02_03,2026-04-18 17:22
POLHO,-236248,164140074,2026_02_03,2026-04-18 17:22
ISMEN,-238127,467723147,2026_02_03,2026-04-18 17:22
HATSN,-240174,44299964,2026_02_03,2026-04-18 17:22
GOZDE,-241864,384991447,2026_02_03,2026-04-18 17:22
UNLU,-256178,102181558,2026_02_03,2026-04-18 17:22
DESA,-260297,171107590,2026_02_03,2026-04-18 17:22
AZTEK,-266201,279000000,2026_02_03,2026-04-18 17:22
FADE,-266851,42347497,2026_02_03,2026-04-18 17:22
EPLAS,-272488,190491857,2026_02_03,2026-04-18 17:22
MSGYO,-272948,169650150,2026_02_03,2026-04-18 17:22
RALYH,-286699,176370972,2026_02_03,2026-04-18 17:22
OZKGY,-289265,363999945,2026_02_03,2026-04-18 17:22
PENTA,-294291,181070136,2026_02_03,2026-04-18 17:22
VESBE,-296756,503578676,2026_02_03,2026-04-18 17:22
LOGO,-312349,74328248,2026_02_03,2026-04-18 17:22
OSTIM,-321772,510004637,2026_02_03,2026-04-18 17:22
KOCMT,-340517,587485478,2026_02_03,2026-04-18 17:22
SEGYO,-343150,203331321,2026_02_03,2026-04-18 17:22
DZGYO,-354330,399777846,2026_02_03,2026-04-18 17:22
BMSTL,-358949,74772261,2026_02_03,2026-04-18 17:22
HATEK,-395195,62998947,2026_02_03,2026-04-18 17:22
SURGY,-401462,44999990,2026_02_03,2026-04-18 17:22
KCAER,-407737,496494775,2026_02_03,2026-04-18 17:22
MACKO,-421821,41453550,2026_02_03,2026-04-18 17:22
BIENY,-434077,83144831,2026_02_03,2026-04-18 17:22
ARSAN,-450963,887344274,2026_02_03,2026-04-18 17:22
EUPWR,-465350,199610525,2026_02_03,2026-04-18 17:22
NATEN,-477184,309375000,2026_02_03,2026-04-18 17:22
GEDIK,-499367,983076856,2026_02_03,2026-04-18 17:22
VESTL,-510507,295447203,2026_02_03,2026-04-18 17:22
MARTI,-550180,590291701,2026_02_03,2026-04-18 17:22
BOBET,-568510,113999998,2026_02_03,2026-04-18 17:22
GENIL,-593349,1289069985,2026_02_03,2026-04-18 17:22
YYAPI,-618281,1705025550,2026_02_03,2026-04-18 17:22
MANAS,-658921,255704000,2026_02_03,2026-04-18 17:22
ZERGY,-662297,156799985,2026_02_03,2026-04-18 17:22
OTKAR,-709187,33417145,2026_02_03,2026-04-18 17:22
SNGYO,-747736,3607173097,2026_02_03,2026-04-18 17:22
ULKER,-770462,338855989,2026_02_03,2026-04-18 17:22
ALGYO,-770523,989338262,2026_02_03,2026-04-18 17:22
IHYAY,-804307,388124996,2026_02_03,2026-04-18 17:22
CIMSA,-840024,488404404,2026_02_03,2026-04-18 17:22
LILAK,-843713,260252705,2026_02_03,2026-04-18 17:22
VAKBN,-931328,8046896130,2026_02_03,2026-04-18 17:22
DURKN,-937428,42500000,2026_02_03,2026-04-18 17:22
TSGYO,-972398,266499982,2026_02_03,2026-04-18 17:22
TKFEN,-981331,230848007,2026_02_03,2026-04-18 17:22
PATEK,-1007200,293081892,2026_02_03,2026-04-18 17:22
ASELS,-1073085,1178597817,2026_02_03,2026-04-18 17:22
KZGYO,-1085826,49999978,2026_02_03,2026-04-18 17:22
CVKMD,-1131117,461999787,2026_02_03,2026-04-18 17:22
KLRHO,-1333219,341250000,2026_02_03,2026-04-18 17:22
PAPIL,-1340046,206247674,2026_02_03,2026-04-18 17:22
SRVGY,-1595328,812499687,2026_02_03,2026-04-18 17:22
METRO,-1669707,539989959,2026_02_03,2026-04-18 17:22
GEREL,-1854086,219036379,2026_02_03,2026-04-18 17:22
BIMAS,-2041312,436214016,2026_02_03,2026-04-18 17:22
GESAN,-2219231,141759180,2026_02_03,2026-04-18 17:22
TSKB,-2388602,1516591673,2026_02_03,2026-04-18 17:22
BULGS,-2489738,72499900,2026_02_03,2026-04-18 17:22
AKFGY,-2930186,3457819313,2026_02_03,2026-04-18 17:22
FORMT,-3119699,1029046010,2026_02_03,2026-04-18 17:22
INDES,-3134568,462749767,2026_02_03,2026-04-18 17:22
TUPRS,-3438928,902333860,2026_02_03,2026-04-18 17:22
THYAO,-3708172,739463453,2026_02_03,2026-04-18 17:22
IHLAS,-4062241,1396079076,2026_02_03,2026-04-18 17:22
VAKFN,-4416296,2064378140,2026_02_03,2026-04-18 17:22
PETKM,-4628527,1241729843,2026_02_03,2026-04-18 17:22
VKGYO,-5393052,1637203242,2026_02_03,2026-04-18 17:22
IHLGM,-5493388,986078000,2026_02_03,2026-04-18 17:22
KRDMD,-6271394,780216365,2026_02_03,2026-04-18 17:22
PGSUS,-6710191,245068870,2026_02_03,2026-04-18 17:22
PAHOL,-7585216,3999999979,2026_02_03,2026-04-18 17:22
ISKPL,-8311664,724625736,2026_02_03,2026-04-18 17:22
HLGYO,-8735425,1075198517,2026_02_03,2026-04-18 17:22
EKGYO,-8749345,1925107366,2026_02_03,2026-04-18 17:22
HUNER,-9823167,670137934,2026_02_03,2026-04-18 17:22
BTCIM,-12012578,4052065429,2026_02_03,2026-04-18 17:22
BJKAS,-12556279,1776089716,2026_02_03,2026-04-18 17:22
HEKTS,-18234668,3946424642,2026_02_03,2026-04-18 17:22
DAPGM,-21071717,928276145,2026_02_03,2026-04-18 17:22
OYAKC,-23068493,4656879379,2026_02_03,2026-04-18 17:22
SISE,-31216711,1814905642,2026_02_03,2026-04-18 17:22
GSRAY,-34979607,10123744690,2026_02_03,2026-04-18 17:22
QUAGR,-35194684,1773200000,2026_02_03,2026-04-18 17:22
TSPOR,-37582373,3674526650,2026_02_03,2026-04-18 17:22
ISCTR,-53341727,8880396856,2026_02_03,2026-04-18 17:22
ADESE,-113918895,4687131701,2026_02_03,2026-04-18 17:22
SASA,-164211732,25700419936,2026_02_03,2026-04-18 17:22
MRGYO,31199488,1753202571,2026_02_04,2026-04-18 17:23
ESCOM,25385342,463831670,2026_02_04,2026-04-18 17:23
ALVES,24331933,1159999780,2026_02_04,2026-04-18 17:23
DMRGD,9701790,1277294592,2026_02_04,2026-04-18 17:23
AKSA,8088935,1503650642,2026_02_04,2026-04-18 17:23
IHGZT,6380957,570666228,2026_02_04,2026-04-18 17:23
KRDMA,4576348,240300917,2026_02_04,2026-04-18 17:23
USAK,4327019,2436064709,2026_02_04,2026-04-18 17:23
PSGYO,4180935,2954231556,2026_02_04,2026-04-18 17:23
SRVGY,4149087,812499687,2026_02_04,2026-04-18 17:23
RNPOL,3799824,335900000,2026_02_04,2026-04-18 17:23
CANTE,3338872,8608815637,2026_02_04,2026-04-18 17:23
SANFM,3214822,225029995,2026_02_04,2026-04-18 17:23
IHLGM,3204003,986078000,2026_02_04,2026-04-18 17:23
RYSAS,2934242,1504020937,2026_02_04,2026-04-18 17:23
ADESE,2902021,4687131701,2026_02_04,2026-04-18 17:23
SARKY,2762796,999999671,2026_02_04,2026-04-18 17:23
KGYO,2333669,767895148,2026_02_04,2026-04-18 17:23
AEFES,2295871,2028860053,2026_02_04,2026-04-18 17:23
ENTRA,2225073,369383564,2026_02_04,2026-04-18 17:23
RYGYO,2028255,770588057,2026_02_04,2026-04-18 17:23
KUYAS,1777910,398957788,2026_02_04,2026-04-18 17:23
YYAPI,1657504,1705025550,2026_02_04,2026-04-18 17:23
SEGMN,1556021,80999980,2026_02_04,2026-04-18 17:23
AKFGY,1397250,3457819313,2026_02_04,2026-04-18 17:23
TURSG,1379301,7907296076,2026_02_04,2026-04-18 17:23
DARDL,1224454,1753442695,2026_02_04,2026-04-18 17:23
KLGYO,1167238,689399869,2026_02_04,2026-04-18 17:23
KATMR,908583,1980989998,2026_02_04,2026-04-18 17:23
PASEU,821225,215295868,2026_02_04,2026-04-18 17:23
MARTI,738260,650112403,2026_02_04,2026-04-18 17:23
BERA,710791,491964370,2026_02_04,2026-04-18 17:23
MPARK,488516,80869110,2026_02_04,2026-04-18 17:23
AGHOL,467855,1068828243,2026_02_04,2026-04-18 17:23
AKSUE,450797,56376184,2026_02_04,2026-04-18 17:23
NIBAS,434373,267767946,2026_02_04,2026-04-18 17:23
ARSAN,403563,887344274,2026_02_04,2026-04-18 17:23
ALTNY,403242,399885115,2026_02_04,2026-04-18 17:23
KONTR,385098,936038762,2026_02_04,2026-04-18 17:23
