hisse,yab_fark,tks2,donem,yukleme
DSTKF,314292,84533333,2026_02_04,2026-04-18 17:23
FORMT,294022,1029046010,2026_02_04,2026-04-18 17:23
LYDHO,270204,197140970,2026_02_04,2026-04-18 17:23
ONCSM,258323,10086000,2026_02_04,2026-04-18 17:23
GWIND,255047,179165491,2026_02_04,2026-04-18 17:23
TERA,220912,240888789,2026_02_04,2026-04-18 17:23
HLGYO,217250,1075198517,2026_02_04,2026-04-18 17:23
ONRYT,205621,19730000,2026_02_04,2026-04-18 17:23
ASGYO,201739,165000000,2026_02_04,2026-04-18 17:23
AGROT,199758,843999770,2026_02_04,2026-04-18 17:23
HURGZ,197382,220784167,2026_02_04,2026-04-18 17:23
MSGYO,195357,169650150,2026_02_04,2026-04-18 17:23
OZATD,191681,13349988,2026_02_04,2026-04-18 17:23
EBEBK,181630,40534692,2026_02_04,2026-04-18 17:23
PEKGY,181085,4685233406,2026_02_04,2026-04-18 17:23
BLUME,166697,174710134,2026_02_04,2026-04-18 17:23
EGEGY,161469,69140000,2026_02_04,2026-04-18 17:23
MANAS,157226,255704000,2026_02_04,2026-04-18 17:23
BULGS,144967,72499900,2026_02_04,2026-04-18 17:23
BINBN,139391,17000000,2026_02_04,2026-04-18 17:23
IZFAS,112551,156001658,2026_02_04,2026-04-18 17:23
DURKN,104827,42500000,2026_02_04,2026-04-18 17:23
VAKKO,100028,30788486,2026_02_04,2026-04-18 17:23
BMSTL,96704,74772261,2026_02_04,2026-04-18 17:23
VRGYO,89393,597693904,2026_02_04,2026-04-18 17:23
KFEIN,83771,150306170,2026_02_04,2026-04-18 17:23
FZLGY,80427,398427644,2026_02_04,2026-04-18 17:23
KLRHO,71969,341250000,2026_02_04,2026-04-18 17:23
CEMZY,69634,124119970,2026_02_04,2026-04-18 17:23
BNTAS,60390,170624998,2026_02_04,2026-04-18 17:23
GMTAS,60228,298687813,2026_02_04,2026-04-18 17:23
BMSCH,55787,69277402,2026_02_04,2026-04-18 17:23
PKART,50558,11048497,2026_02_04,2026-04-18 17:23
SKTAS,49041,332865443,2026_02_04,2026-04-18 17:23
KOCMT,41243,587485478,2026_02_04,2026-04-18 17:23
ETILR,40596,156217454,2026_02_04,2026-04-18 17:23
BORLS,40431,308652686,2026_02_04,2026-04-18 17:23
ARFYE,31356,47000000,2026_02_04,2026-04-18 17:23
ALKLC,28895,45382467,2026_02_04,2026-04-18 17:23
KONKA,25364,89670000,2026_02_04,2026-04-18 17:23
BIGCH,24308,368932945,2026_02_04,2026-04-18 17:23
SELVA,23074,747897737,2026_02_04,2026-04-18 17:23
CUSAN,21411,18500000,2026_02_04,2026-04-18 17:23
KAPLM,20776,4563571,2026_02_04,2026-04-18 17:23
RUBNS,19543,42377765,2026_02_04,2026-04-18 17:23
BIGTK,18324,23834373,2026_02_04,2026-04-18 17:23
MERKO,16725,101104700,2026_02_04,2026-04-18 17:23
ISGYO,14510,531312439,2026_02_04,2026-04-18 17:23
UFUK,10054,46845974,2026_02_04,2026-04-18 17:23
INVEO,9246,998999954,2026_02_04,2026-04-18 17:23
IHLAS,7148,1396079076,2026_02_04,2026-04-18 17:23
SMRTG,6644,664164672,2026_02_04,2026-04-18 17:23
BRKVY,6528,13618361,2026_02_04,2026-04-18 17:23
PINSU,5985,101635846,2026_02_04,2026-04-18 17:23
ALFAS,5577,84639559,2026_02_04,2026-04-18 17:23
YAYLA,4632,39874966,2026_02_04,2026-04-18 17:23
TTRAK,4543,24967158,2026_02_04,2026-04-18 17:23
TEZOL,1264,139999972,2026_02_04,2026-04-18 17:23
KRGYO,1078,275246747,2026_02_04,2026-04-18 17:23
DOFER,965,20172500,2026_02_04,2026-04-18 17:23
TARKM,519,4999997,2026_02_04,2026-04-18 17:23
OSTIM,123,510004637,2026_02_04,2026-04-18 17:23
LYDYE,101,1391287,2026_02_04,2026-04-18 17:23
PAPIL,70,206247674,2026_02_04,2026-04-18 17:23
MZHLD,0,72215314,2026_02_04,2026-04-18 17:23
ARTOG,0,18578922,2026_02_04,2026-04-18 17:23
AKPAZ,0,22488832,2026_02_04,2026-04-18 17:23
ATEKS,0,5441598,2026_02_04,2026-04-18 17:23
ORCAY,0,150197341,2026_02_04,2026-04-18 17:23
ISBIR,0,14520542,2026_02_04,2026-04-18 17:23
OYAYO,0,19999941,2026_02_04,2026-04-18 17:23
BRMEN,0,57566555,2026_02_04,2026-04-18 17:23
OZRDN,0,57107579,2026_02_04,2026-04-18 17:23
EGCYO,0,21986285,2026_02_04,2026-04-18 17:23
ATPET,0,11403497,2026_02_04,2026-04-18 17:23
ENPRA,0,15294299,2026_02_04,2026-04-18 17:23
KENT,0,1786507,2026_02_04,2026-04-18 17:23
KERVN,0,588346973,2026_02_04,2026-04-18 17:23
PRZMA,0,61941150,2026_02_04,2026-04-18 17:23
PSDTC,0,6599991,2026_02_04,2026-04-18 17:23
BURCE,0,44422390,2026_02_04,2026-04-18 17:23
QNBFK,0,843137646,2026_02_04,2026-04-18 17:23
QNBTR,0,2571745911,2026_02_04,2026-04-18 17:23
ERSU,0,31755894,2026_02_04,2026-04-18 17:23
BURVA,0,4723271,2026_02_04,2026-04-18 17:23
KLNMA,0,91846864,2026_02_04,2026-04-18 17:23
ACSEL,0,8589113,2026_02_04,2026-04-18 17:23
SANEL,0,18112451,2026_02_04,2026-04-18 17:23
EUHOL,0,142999954,2026_02_04,2026-04-18 17:23
FENIS,0,26080019,2026_02_04,2026-04-18 17:23
FLAP,0,93599985,2026_02_04,2026-04-18 17:23
KRATL,0,17800000,2026_02_04,2026-04-18 17:23
SEYKM,0,151040901,2026_02_04,2026-04-18 17:23
SILVR,0,212818206,2026_02_04,2026-04-18 17:23
AKHAN,0,54700000,2026_02_04,2026-04-18 17:23
SKYLP,0,7159255,2026_02_04,2026-04-18 17:23
CMENT,0,56829666,2026_02_04,2026-04-18 17:23
SNPAM,0,19679871,2026_02_04,2026-04-18 17:23
SONME,0,4349319,2026_02_04,2026-04-18 17:23
GEREL,0,219036379,2026_02_04,2026-04-18 17:23
LIOYS,0,31625013,2026_02_04,2026-04-18 17:23
TDGYO,0,59898213,2026_02_04,2026-04-18 17:23
GLDTRF,0,45850000,2026_02_04,2026-04-18 17:23
ARAT,0,39867975,2026_02_04,2026-04-18 17:23
GOLDS,0,192323946,2026_02_04,2026-04-18 17:23
MANGO,0,37831688,2026_02_04,2026-04-18 17:23
GRNYO,0,37386059,2026_02_04,2026-04-18 17:23
ULAS,0,25200172,2026_02_04,2026-04-18 17:23
UNTAR,0,29562129,2026_02_04,2026-04-18 17:23
MEGAP,0,234498757,2026_02_04,2026-04-18 17:23
MENBA,0,3496852,2026_02_04,2026-04-18 17:23
ARBUL,0,15459297,2026_02_04,2026-04-18 17:23
DGGYO,0,280709437,2026_02_04,2026-04-18 17:23
AKYHO,0,223895870,2026_02_04,2026-04-18 17:23
ZGYO,0,84500000,2026_02_04,2026-04-18 17:23
AKMGY,0,21568998,2026_02_04,2026-04-18 17:23
OYLUM,0,80937367,2026_02_04,2026-04-18 17:23
MEMSA,-1,160110709,2026_02_04,2026-04-18 17:23
GLBMD,-1,28880500,2026_02_04,2026-04-18 17:23
MRSHL,-13,4212888,2026_02_04,2026-04-18 17:23
TRHOL,-43,17635692,2026_02_04,2026-04-18 17:23
DOGUB,-87,19821566,2026_02_04,2026-04-18 17:23
YGYO,-270,1310632851,2026_02_04,2026-04-18 17:23
TMSN,-343,44449988,2026_02_04,2026-04-18 17:23
KSTUR,-436,3952560,2026_02_04,2026-04-18 17:23
KONYA,-470,1646416,2026_02_04,2026-04-18 17:23
ARENA,-518,66996461,2026_02_04,2026-04-18 17:23
INGRM,-527,14969536,2026_02_04,2026-04-18 17:23
AHSGY,-851,184999889,2026_02_04,2026-04-18 17:23
MARMR,-1057,961218727,2026_02_04,2026-04-18 17:23
TBORG,-1125,59392160,2026_02_04,2026-04-18 17:23
SURGY,-1244,44999990,2026_02_04,2026-04-18 17:23
RAYSG,-1754,51947024,2026_02_04,2026-04-18 17:23
FORTE,-1947,21999999,2026_02_04,2026-04-18 17:23
CMBTN,-2379,1023000,2026_02_04,2026-04-18 17:23
DOFRB,-3008,45000000,2026_02_04,2026-04-18 17:23
CELHA,-3026,146124228,2026_02_04,2026-04-18 17:23
BANVT,-3065,36961044,2026_02_04,2026-04-18 17:23
POLTK,-3265,1125000,2026_02_04,2026-04-18 17:23
DUNYH,-3564,36443197,2026_02_04,2026-04-18 17:23
CLEBI,-4359,5490178,2026_02_04,2026-04-18 17:23
VKING,-4744,30932905,2026_02_04,2026-04-18 17:23
EGEEN,-4781,1137161,2026_02_04,2026-04-18 17:23
BRYAT,-4944,10264685,2026_02_04,2026-04-18 17:23
INTEM,-5733,9428747,2026_02_04,2026-04-18 17:23
OZSUB,-6018,42499126,2026_02_04,2026-04-18 17:23
MEDTR,-6064,24499999,2026_02_04,2026-04-18 17:23
ENSRI,-7115,236333503,2026_02_04,2026-04-18 17:23
BVSAN,-7264,13749998,2026_02_04,2026-04-18 17:23
NUHCM,-8817,33163299,2026_02_04,2026-04-18 17:23
ERCB,-9154,39113273,2026_02_04,2026-04-18 17:23
ALKIM,-10822,182767821,2026_02_04,2026-04-18 17:23
AVHOL,-11465,26047279,2026_02_04,2026-04-18 17:23
ATAKP,-12422,28224000,2026_02_04,2026-04-18 17:23
GIPTA,-12588,51617863,2026_02_04,2026-04-18 17:23
ISGSY,-12862,47378729,2026_02_04,2026-04-18 17:23
JANTS,-14786,207512786,2026_02_04,2026-04-18 17:23
PKENT,-15517,23766169,2026_02_04,2026-04-18 17:23
MAALT,-16002,4763850,2026_02_04,2026-04-18 17:23
BFREN,-16091,24586148,2026_02_04,2026-04-18 17:23
BESLR,-19546,658098036,2026_02_04,2026-04-18 17:23
KRDMB,-19629,118762110,2026_02_04,2026-04-18 17:23
MIATK,-20489,313087979,2026_02_04,2026-04-18 17:23
AKENR,-20710,385189146,2026_02_04,2026-04-18 17:23
GOODY,-21414,132804473,2026_02_04,2026-04-18 17:23
DNISI,-22210,59171727,2026_02_04,2026-04-18 17:23
BRLSM,-22392,108025075,2026_02_04,2026-04-18 17:23
MARBL,-22425,65226403,2026_02_04,2026-04-18 17:23
PNSUT,-23954,128323851,2026_02_04,2026-04-18 17:23
ANGEN,-24305,86440002,2026_02_04,2026-04-18 17:23
ELITE,-24617,44650000,2026_02_04,2026-04-18 17:23
ALCAR,-24621,1721735,2026_02_04,2026-04-18 17:23
ERBOS,-25119,15899843,2026_02_04,2026-04-18 17:23
TURGG,-25520,32042988,2026_02_04,2026-04-18 17:23
BAYRK,-26306,189751123,2026_02_04,2026-04-18 17:23
SMART,-26409,29737499,2026_02_04,2026-04-18 17:23
SUNTK,-36711,145280000,2026_02_04,2026-04-18 17:23
LUKSK,-36809,27257202,2026_02_04,2026-04-18 17:23
SAYAS,-38869,42530887,2026_02_04,2026-04-18 17:23
KUTPO,-40704,10524430,2026_02_04,2026-04-18 17:23
MOPAS,-40952,57330000,2026_02_04,2026-04-18 17:23
BIENY,-41001,83144831,2026_02_04,2026-04-18 17:23
NATEN,-41536,309375000,2026_02_04,2026-04-18 17:23
YAPRK,-42026,4214998,2026_02_04,2026-04-18 17:23
SDTTR,-42164,15990000,2026_02_04,2026-04-18 17:23
MERCN,-43403,74389005,2026_02_04,2026-04-18 17:23
PLTUR,-43623,49500000,2026_02_04,2026-04-18 17:23
AYEN,-44873,55531320,2026_02_04,2026-04-18 17:23
BALSU,-45461,278000000,2026_02_04,2026-04-18 17:23
AYCES,-46043,1895369,2026_02_04,2026-04-18 17:23
VERTU,-46717,22000000,2026_02_04,2026-04-18 17:23
CEMAS,-50560,790994229,2026_02_04,2026-04-18 17:23
OYYAT,-51829,91048322,2026_02_04,2026-04-18 17:23
TGSAS,-52896,12348294,2026_02_04,2026-04-18 17:23
TMPOL,-54765,11039990,2026_02_04,2026-04-18 17:23
ADEL,-55446,112043619,2026_02_04,2026-04-18 17:23
GARFA,-56241,138399778,2026_02_04,2026-04-18 17:23
SELEC,-57727,124262097,2026_02_04,2026-04-18 17:23
NETAS,-60121,31783484,2026_02_04,2026-04-18 17:23
MAKTK,-60825,184370066,2026_02_04,2026-04-18 17:23
BOBET,-62345,113999998,2026_02_04,2026-04-18 17:23
ULUSE,-62633,24000000,2026_02_04,2026-04-18 17:23
KTSKR,-65736,14691795,2026_02_04,2026-04-18 17:23
ENDAE,-66268,123506828,2026_02_04,2026-04-18 17:23
GOLTS,-68169,12422783,2026_02_04,2026-04-18 17:23
DERHL,-68172,197281316,2026_02_04,2026-04-18 17:23
NUGYO,-74336,324943976,2026_02_04,2026-04-18 17:23
KLSER,-74603,109457566,2026_02_04,2026-04-18 17:23
CRDFA,-74737,74996857,2026_02_04,2026-04-18 17:23
VBTYZ,-77187,56160000,2026_02_04,2026-04-18 17:23
KORDS,-77388,65421451,2026_02_04,2026-04-18 17:23
LINK,-77634,18231985,2026_02_04,2026-04-18 17:23
MAVI,-78246,576779312,2026_02_04,2026-04-18 17:23
DESPC,-79441,16023700,2026_02_04,2026-04-18 17:23
GOKNR,-79720,178040711,2026_02_04,2026-04-18 17:23
OTTO,-83899,5824438,2026_02_04,2026-04-18 17:23
VERUS,-84386,34499937,2026_02_04,2026-04-18 17:23
SEGYO,-87331,203351321,2026_02_04,2026-04-18 17:23
EDIP,-88201,36468204,2026_02_04,2026-04-18 17:23
GRTHO,-91443,36745000,2026_02_04,2026-04-18 17:23
ARTMS,-92369,24199999,2026_02_04,2026-04-18 17:23
BEGYO,-98195,290000000,2026_02_04,2026-04-18 17:23
REEDR,-98323,632419525,2026_02_04,2026-04-18 17:23
ANELE,-102820,151405542,2026_02_04,2026-04-18 17:23
MEYSU,-105377,175000000,2026_02_04,2026-04-18 17:23
VAKFA,-107146,224999701,2026_02_04,2026-04-18 17:23
DZGYO,-107710,399777846,2026_02_04,2026-04-18 17:23
YESIL,-109267,640699949,2026_02_04,2026-04-18 17:23
GZNMI,-113092,40949825,2026_02_04,2026-04-18 17:23
GENTS,-116496,749958921,2026_02_04,2026-04-18 17:23
HATEK,-116682,62998947,2026_02_04,2026-04-18 17:23
FMIZP,-120700,3497641,2026_02_04,2026-04-18 17:23
TEKTU,-120851,195639311,2026_02_04,2026-04-18 17:23
KLYPV,-122840,46334639,2026_02_04,2026-04-18 17:23
BOSSA,-132968,508724189,2026_02_04,2026-04-18 17:23
KARTN,-133827,72781126,2026_02_04,2026-04-18 17:23
YGGYO,-134949,240625741,2026_02_04,2026-04-18 17:23
AKCNS,-135463,39359284,2026_02_04,2026-04-18 17:23
ALKA,-136745,330750000,2026_02_04,2026-04-18 17:23
DGATE,-144154,15227271,2026_02_04,2026-04-18 17:23
MEPET,-146091,73940585,2026_02_04,2026-04-18 17:23
RUZYE,-149347,267748491,2026_02_04,2026-04-18 17:23
KNFRT,-149767,131747000,2026_02_04,2026-04-18 17:23
MARKA,-150365,20752018,2026_02_04,2026-04-18 17:23
HATSN,-152255,44299964,2026_02_04,2026-04-18 17:23
POLHO,-152391,164140074,2026_02_04,2026-04-18 17:23
INVES,-152555,37480000,2026_02_04,2026-04-18 17:23
ADGYO,-157946,379654333,2026_02_04,2026-04-18 17:23
TLMAN,-164641,10300000,2026_02_04,2026-04-18 17:23
BASGZ,-165776,174999999,2026_02_04,2026-04-18 17:23
BRISA,-166287,31247472,2026_02_04,2026-04-18 17:23
ALCTL,-172521,13543218,2026_02_04,2026-04-18 17:23
MTRKS,-176831,43633165,2026_02_04,2026-04-18 17:23
ZEDUR,-177091,69899992,2026_02_04,2026-04-18 17:23
LRSHO,-180923,724120946,2026_02_04,2026-04-18 17:23
ULKER,-191104,338855989,2026_02_04,2026-04-18 17:23
UZEL,-194065,26329793,2026_02_04,2026-04-18 17:23
SAFKR,-203135,139406162,2026_02_04,2026-04-18 17:23
ARDYZ,-205455,279551557,2026_02_04,2026-04-18 17:23
YIGIT,-207769,74999975,2026_02_04,2026-04-18 17:23
BAHKM,-208231,23289000,2026_02_04,2026-04-18 17:23
GUNDG,-208704,18968972,2026_02_04,2026-04-18 17:23
PCILT,-209779,45014182,2026_02_04,2026-04-18 17:23
ODINE,-210866,52810834,2026_02_04,2026-04-18 17:23
KLMSN,-212475,30881297,2026_02_04,2026-04-18 17:23
MOBTL,-216867,207999999,2026_02_04,2026-04-18 17:23
OSMEN,-221283,157750927,2026_02_04,2026-04-18 17:23
AGYO,-221767,129036460,2026_02_04,2026-04-18 17:23
PRKME,-222487,53038641,2026_02_04,2026-04-18 17:23
CRFSA,-224800,18312793,2026_02_04,2026-04-18 17:23
PRKAB,-231132,35225443,2026_02_04,2026-04-18 17:23
PAGYO,-242510,57781202,2026_02_04,2026-04-18 17:23
ISSEN,-242611,107411517,2026_02_04,2026-04-18 17:23
SUWEN,-243441,365687500,2026_02_04,2026-04-18 17:23
AVPGY,-248552,99999990,2026_02_04,2026-04-18 17:23
GRSEL,-252058,29650000,2026_02_04,2026-04-18 17:23
PATEK,-252310,293081892,2026_02_04,2026-04-18 17:23
TUCLK,-255787,253181400,2026_02_04,2026-04-18 17:23
BARMA,-257054,68130939,2026_02_04,2026-04-18 17:23
MACKO,-259040,41500000,2026_02_04,2026-04-18 17:23
ORGE,-260887,41839996,2026_02_04,2026-04-18 17:23
GEDIK,-264730,983076857,2026_02_04,2026-04-18 17:23
ATATP,-267045,18809999,2026_02_04,2026-04-18 17:23
ICBCT,-275574,216761845,2026_02_04,2026-04-18 17:23
ECOGR,-278913,110000000,2026_02_04,2026-04-18 17:23
KRTEK,-282167,18914650,2026_02_04,2026-04-18 17:23
SMRVA,-294348,28000000,2026_02_04,2026-04-18 17:23
HTTBT,-295549,82805422,2026_02_04,2026-04-18 17:23
IHYAY,-298692,388124996,2026_02_04,2026-04-18 17:23
LIDER,-299940,279500000,2026_02_04,2026-04-18 17:23
ASYAB,-302128,477899601,2026_02_04,2026-04-18 17:23
EGGUB,-307055,75862197,2026_02_04,2026-04-18 17:23
AVGYO,-310679,111590302,2026_02_04,2026-04-18 17:23
BLCYT,-313883,49088907,2026_02_04,2026-04-18 17:23
BINHO,-314522,488884380,2026_02_04,2026-04-18 17:23
SANKO,-315616,37499197,2026_02_04,2026-04-18 17:23
DAGI,-319975,175301274,2026_02_04,2026-04-18 17:23
PAMEL,-320633,21533681,2026_02_04,2026-04-18 17:23
EMKEL,-323288,149999456,2026_02_04,2026-04-18 17:23
EGSER,-332400,545751057,2026_02_04,2026-04-18 17:23
AKSEN,-332713,638545796,2026_02_04,2026-04-18 17:23
DERIM,-336554,40403770,2026_02_04,2026-04-18 17:23
PARSN,-337405,34033246,2026_02_04,2026-04-18 17:23
BIOEN,-351619,197983418,2026_02_04,2026-04-18 17:23
AVOD,-352969,253604577,2026_02_04,2026-04-18 17:23
FADE,-355308,42347497,2026_02_04,2026-04-18 17:23
OFSYM,-370975,22749998,2026_02_04,2026-04-18 17:23
DMSAS,-371481,199994510,2026_02_04,2026-04-18 17:23
DURDO,-379972,379703149,2026_02_04,2026-04-18 17:23
CATES,-385563,33050000,2026_02_04,2026-04-18 17:23
HRKET,-386876,24000000,2026_02_04,2026-04-18 17:23
TRILC,-387899,118499496,2026_02_04,2026-04-18 17:23
YKSLN,-392077,197429570,2026_02_04,2026-04-18 17:23
OBASE,-392410,14924000,2026_02_04,2026-04-18 17:23
OZYSR,-397604,40488000,2026_02_04,2026-04-18 17:23
KRPLS,-405575,78486163,2026_02_04,2026-04-18 17:23
KAYSE,-415697,818951998,2026_02_04,2026-04-18 17:23
DOKTA,-416644,145872862,2026_02_04,2026-04-18 17:23
BEYAZ,-423172,42317352,2026_02_04,2026-04-18 17:23
YYLGD,-431338,369826200,2026_02_04,2026-04-18 17:23
OTKAR,-456506,33417145,2026_02_04,2026-04-18 17:23
BIZIM,-465648,27601626,2026_02_04,2026-04-18 17:23
ISYAT,-466420,152245569,2026_02_04,2026-04-18 17:23
DEVA,-469401,199971824,2026_02_04,2026-04-18 17:23
DCTTR,-471322,157328724,2026_02_04,2026-04-18 17:23
MEKAG,-488089,320319999,2026_02_04,2026-04-18 17:23
FRIGO,-500483,263258455,2026_02_04,2026-04-18 17:23
CEOEM,-502201,22209658,2026_02_04,2026-04-18 17:23
KOPOL,-506837,266319652,2026_02_04,2026-04-18 17:23
EYGYO,-507279,362859667,2026_02_04,2026-04-18 17:23
ARASE,-513337,49999991,2026_02_04,2026-04-18 17:23
BAKAB,-518560,34985326,2026_02_04,2026-04-18 17:23
VSNMD,-524577,24000000,2026_02_04,2026-04-18 17:23
ZRGYO,-534892,1173404997,2026_02_04,2026-04-18 17:23
ANHYT,-546380,88457041,2026_02_04,2026-04-18 17:23
GESAN,-550286,141759180,2026_02_04,2026-04-18 17:23
ULUUN,-551712,290523352,2026_02_04,2026-04-18 17:23
DITAS,-558159,83407812,2026_02_04,2026-04-18 17:23
BUCIM,-558161,1292638065,2026_02_04,2026-04-18 17:23
ASUZU,-562031,41130807,2026_02_04,2026-04-18 17:23
AYGAZ,-564912,98568807,2026_02_04,2026-04-18 17:23
IMASM,-580519,622850499,2026_02_04,2026-04-18 17:23
ECZYT,-587394,45880511,2026_02_04,2026-04-18 17:23
KBORU,-619464,143999994,2026_02_04,2026-04-18 17:23
TSGYO,-625710,266499982,2026_02_04,2026-04-18 17:23
ARCLK,-639580,170054748,2026_02_04,2026-04-18 17:23
KAREL,-640033,329659497,2026_02_04,2026-04-18 17:23
NTGAZ,-647111,276000000,2026_02_04,2026-04-18 17:23
EDATA,-647400,160065395,2026_02_04,2026-04-18 17:23
EUPWR,-651144,199610525,2026_02_04,2026-04-18 17:23
EGPRO,-711119,175170570,2026_02_04,2026-04-18 17:23
AGESA,-739562,35829553,2026_02_04,2026-04-18 17:23
MGROS,-746857,96563550,2026_02_04,2026-04-18 17:23
EPLAS,-747459,190491857,2026_02_04,2026-04-18 17:23
AFYON,-772517,399992258,2026_02_04,2026-04-18 17:23
RALYH,-802437,176370972,2026_02_04,2026-04-18 17:23
TKNSA,-822577,100485379,2026_02_04,2026-04-18 17:23
KZGYO,-834228,49999978,2026_02_04,2026-04-18 17:23
BRSAN,-839271,35912460,2026_02_04,2026-04-18 17:23
DOAS,-846822,97899975,2026_02_04,2026-04-18 17:23
HEDEF,-850974,562499930,2026_02_04,2026-04-18 17:23
TNZTP,-851067,87499950,2026_02_04,2026-04-18 17:23
RTALB,-866288,432976722,2026_02_04,2026-04-18 17:23
AKFYE,-866815,551782160,2026_02_04,2026-04-18 17:23
ARMGD,-876370,54996000,2026_02_04,2026-04-18 17:23
ISDMR,-885552,147623050,2026_02_04,2026-04-18 17:23
VESBE,-896215,503578676,2026_02_04,2026-04-18 17:23
YEOTK,-903735,160933198,2026_02_04,2026-04-18 17:23
KLKIM,-918560,138383655,2026_02_04,2026-04-18 17:23
YATAS,-928268,94866488,2026_02_04,2026-04-18 17:23
GLCVY,-928349,26400000,2026_02_04,2026-04-18 17:23
RGYAS,-965663,105523000,2026_02_04,2026-04-18 17:23
GOZDE,-968345,384991447,2026_02_04,2026-04-18 17:23
NTHOL,-971861,485479112,2026_02_04,2026-04-18 17:23
KMPUR,-974075,132432524,2026_02_04,2026-04-18 17:23
OZKGY,-1013436,363999945,2026_02_04,2026-04-18 17:23
IHEVA,-1025240,291631239,2026_02_04,2026-04-18 17:23
DESA,-1034821,171107590,2026_02_04,2026-04-18 17:23
MNDTR,-1060986,910071938,2026_02_04,2026-04-18 17:23
KOTON,-1083811,136599922,2026_02_04,2026-04-18 17:23
TCKRC,-1115566,70000000,2026_02_04,2026-04-18 17:23
CWENE,-1145719,530758241,2026_02_04,2026-04-18 17:23
VESTL,-1148944,295447203,2026_02_04,2026-04-18 17:23
KRONT,-1151890,116892885,2026_02_04,2026-04-18 17:23
BORSK,-1152800,279999879,2026_02_04,2026-04-18 17:23
EKSUN,-1157612,171792833,2026_02_04,2026-04-18 17:23
PNLSN,-1181775,34752383,2026_02_04,2026-04-18 17:23
GLRMK,-1194450,38760000,2026_02_04,2026-04-18 17:23
TABGD,-1255689,52499906,2026_02_04,2026-04-18 17:23
LILAK,-1259338,260252705,2026_02_04,2026-04-18 17:23
DENGE,-1275793,525284797,2026_02_04,2026-04-18 17:23
LKMNH,-1376967,163262533,2026_02_04,2026-04-18 17:23
GUBRF,-1477121,85359737,2026_02_04,2026-04-18 17:23
TSPOR,-1542954,3674975174,2026_02_04,2026-04-18 17:23
BSOKE,-1551563,458487038,2026_02_04,2026-04-18 17:23
AZTEK,-1636617,279000000,2026_02_04,2026-04-18 17:23
KLSYN,-1637400,107854952,2026_02_04,2026-04-18 17:23
TRCAS,-1643030,206252778,2026_02_04,2026-04-18 17:23
KZBGY,-1649616,1959999915,2026_02_04,2026-04-18 17:23
ENERY,-1674298,2420687469,2026_02_04,2026-04-18 17:23
MAKIM,-1703570,42559998,2026_02_04,2026-04-18 17:23
OBAMS,-1724839,751078524,2026_02_04,2026-04-18 17:23
CEMTS,-1733213,233425986,2026_02_04,2026-04-18 17:23
TATEN,-1757708,347799724,2026_02_04,2026-04-18 17:23
TUREX,-1779289,432000000,2026_02_04,2026-04-18 17:23
PENTA,-1813047,181070136,2026_02_04,2026-04-18 17:23
PENGD,-1862682,171069968,2026_02_04,2026-04-18 17:23
TEHOL,-1863185,1967930261,2026_02_04,2026-04-18 17:23
UNLU,-1870576,102181558,2026_02_04,2026-04-18 17:23
MERIT,-1890618,329748900,2026_02_04,2026-04-18 17:23
BAGFS,-1972274,100042745,2026_02_04,2026-04-18 17:23
MEGMT,-1988350,72749986,2026_02_04,2026-04-18 17:23
GSDDE,-2017200,106850751,2026_02_04,2026-04-18 17:23
IHAAS,-2023222,56031248,2026_02_04,2026-04-18 17:23
SNGYO,-2194778,3607173097,2026_02_04,2026-04-18 17:23
ECILC,-2198832,210589603,2026_02_04,2026-04-18 17:23
TRENJ,-2230478,98018735,2026_02_04,2026-04-18 17:23
SEKUR,-2276901,131457835,2026_02_04,2026-04-18 17:23
TRMET,-2321377,174483588,2026_02_04,2026-04-18 17:23
DAPGM,-2339473,928276145,2026_02_04,2026-04-18 17:23
ISFIN,-2403927,310154523,2026_02_04,2026-04-18 17:23
TATGD,-2409963,119286243,2026_02_04,2026-04-18 17:23
OZGYO,-2466168,490916869,2026_02_04,2026-04-18 17:23
YUNSA,-2533710,202164056,2026_02_04,2026-04-18 17:23
TOASO,-2549696,120585076,2026_02_04,2026-04-18 17:23
ENJSA,-2571487,236209270,2026_02_04,2026-04-18 17:23
ANSGR,-2572251,1564416026,2026_02_04,2026-04-18 17:23
TAVHL,-2594138,213213415,2026_02_04,2026-04-18 17:23
METRO,-2644656,539989959,2026_02_04,2026-04-18 17:23
KARSN,-2654313,827827039,2026_02_04,2026-04-18 17:23
BIMAS,-2680489,436214016,2026_02_04,2026-04-18 17:23
SOKM,-2752590,448708248,2026_02_04,2026-04-18 17:23
DYOBY,-2818734,186553687,2026_02_04,2026-04-18 17:23
CIMSA,-2850445,488404404,2026_02_04,2026-04-18 17:23
AYDEM,-2994611,130000000,2026_02_04,2026-04-18 17:23
SOKE,-3005976,126999996,2026_02_04,2026-04-18 17:23
DGNMO,-3029303,327634635,2026_02_04,2026-04-18 17:23
LOGO,-3084527,74328248,2026_02_04,2026-04-18 17:23
ODAS,-3123035,1113798031,2026_02_04,2026-04-18 17:23
ALBRK,-3296389,1050739765,2026_02_04,2026-04-18 17:23
LMKDC,-3395841,155929999,2026_02_04,2026-04-18 17:23
EGEPO,-3420088,200000000,2026_02_04,2026-04-18 17:23
ESCAR,-3444101,101933690,2026_02_04,2026-04-18 17:23
CONSE,-3708231,377854899,2026_02_04,2026-04-18 17:23
KIMMR,-3760402,75000000,2026_02_04,2026-04-18 17:23
